gene,GSM3601227,GSM3601228,GSM3601229,GSM3601230,GSM3601231,GSM3601232
ENSG00000196220,4.5746,4.6703,4.1207,4.55,3.2477,4.6814
ENSG00000196224,0.017,0.0053,0.0076,0.0049,0.0039,0.0048
ENSG00000196227,2.0403,1.7124,2.2958,2.3856,1.7147,1.757
ENSG00000196228,0.017,0.0053,0.0076,0.0438,0.0039,0.0048
ENSG00000196230,0.3076,0.4413,0.2196,0.1183,0.2311,0.4245
ENSG00000196233,2.471,1.9428,2.2359,2.4142,3.5223,2.8313
ENSG00000196235,1.6008,1.5613,1.4057,2.0137,2.6032,1.9465
ENSG00000196236,13.9868,15.4499,12.6739,11.7269,10.4761,13.0714
ENSG00000196240,0.0511,0.0476,0.0571,0.0146,0.0208,0.0048
ENSG00000196242,0.2675,0.3879,0.5119,0.3273,0.4684,0.3491
ENSG00000196247,11.9087,7.4294,8.153,5.508,5.2107,5.3084
ENSG00000196248,0.017,0.0053,0.0076,0.0146,0.0039,0.0048
ENSG00000196260,0.0057,0.0159,0.0382,0.0049,0.0039,0.0048
ENSG00000196262,5.0302,6.405,4.8046,5.8162,4.5062,5.425
ENSG00000196263,11.7244,19.8304,14.2501,17.7427,7.7857,10.6915
ENSG00000196266,0.017,0.0053,0.0076,0.0146,0.0039,0.0048
ENSG00000196267,1.2452,1.2361,1.1005,1.0327,1.1431,1.15
ENSG00000196268,5.5707,6.3587,5.632,6.3473,4.9728,6.3584
ENSG00000196275,11.6446,13.0644,9.0086,12.0547,9.1177,11.4151
ENSG00000196277,0.6809,0.7896,0.7735,0.7237,0.6092,0.6883
ENSG00000196284,0.4513,0.4659,0.3666,0.5779,0.5198,0.6146
ENSG00000196290,0.1988,0.0476,0.0688,0.0535,0.2121,0.111
ENSG00000196296,0.0398,0.0582,0.0993,0.073,0.1118,0.0531
ENSG00000196301,0.0057,0.0053,0.0076,0.0063,0.0039,0.0048
ENSG00000196302,0.0354,0.1061,0.167,0.087,0.0207,0.2195
ENSG00000196305,1.8577,1.9845,1.5295,1.5356,1.9955,1.6708
ENSG00000196312,35.321,44.8409,33.1258,37.0065,25.1657,33.0656
ENSG00000196313,1.2143,1.1209,1.1962,1.058,1.2995,0.9606
ENSG00000196323,3.0432,3.1476,3.6154,2.7503,4.3481,3.5066
ENSG00000196329,25.5486,3.3581,8.5902,12.0368,6.2744,7.4897
ENSG00000196335,1.104,1.3554,0.955,1.1345,0.5029,1.0608
ENSG00000196337,0.0358,0.0159,0.0076,0.0365,0.0193,0.0048
ENSG00000196338,0.1621,0.1745,0.1299,0.1119,0.2969,0.2751
ENSG00000196341,1.2806,1.9578,1.5102,1.6977,1.0247,1.5134
ENSG00000196344,0.0626,0.0263,0.0649,0.0559,0.027,0.0436
ENSG00000196345,0.2668,0.2395,0.1822,0.3737,0.3021,0.3085
ENSG00000196350,0.0057,0.0159,0.0076,0.0146,0.0039,0.0048
ENSG00000196352,4.7065,6.2322,5.9396,6.1059,5.7083,5.2945
ENSG00000196353,0.0625,0.0159,0.0993,0.0146,0.0116,0.0241
ENSG00000196357,0.3949,0.2739,0.3012,0.455,0.3055,0.2282
ENSG00000196358,3.774,1.213,1.9448,2.5352,1.4151,1.4073
ENSG00000196361,0.0675,0.1074,0.0775,0.061,0.0458,0.1664
ENSG00000196363,0.1875,0.238,0.3743,0.2967,0.4975,0.2944
ENSG00000196364,0.0284,0.0053,0.0076,0.0049,0.0039,0.0048
ENSG00000196365,0.9444,0.9662,1.0251,0.9629,0.8562,0.9145
ENSG00000196367,8.9702,10.9972,9.1403,10.1136,8.0292,9.7015
ENSG00000196368,0.0398,0.0264,0.0229,0.034,0.0116,0.0048
ENSG00000196369,2.1819,2.1016,2.6489,3.0428,1.9792,2.2959
ENSG00000196371,1.8817,2.0918,2.5666,2.33,1.2308,1.8278
ENSG00000196372,0.1308,0.1005,0.191,0.1508,0.1504,0.1786
ENSG00000196376,0.2009,0.288,0.1959,0.4809,0.32,0.2941
ENSG00000196378,0.0966,0.0476,0.084,0.0632,0.0347,0.0917
ENSG00000196381,0.5342,0.6154,0.2872,0.4357,0.5386,0.4961
ENSG00000196383,0.0057,0.0053,0.0076,0.0049,0.0193,0.0241
ENSG00000196387,2.6506,2.3497,1.9939,2.4767,2.004,2.5177
ENSG00000196388,0.1995,0.1404,0.1812,0.3142,0.1871,0.2758
ENSG00000196391,9.9452,10.5175,8.4581,9.5472,6.6086,9.0102
ENSG00000196396,0.8124,0.9783,1.1536,1.0651,1.5464,1.0858
ENSG00000196403,0.0057,0.0053,0.0076,0.0146,0.0039,0.0048
ENSG00000196405,10.5955,10.3863,7.9928,11.3924,10.8642,11.9548
ENSG00000196406,0.0057,0.0053,0.0076,0.0049,0.0116,0.0048
ENSG00000196407,0.0966,0.0476,0.0382,0.0243,0.0501,0.0241
ENSG00000196408,0.3684,0.323,0.2148,0.3477,0.192,0.2217
ENSG00000196411,2.1518,2.8823,3.0106,3.2082,2.8272,2.7398
ENSG00000196415,0.0114,0.0053,0.0076,0.0049,0.0039,0.0434
ENSG00000196417,5.3577,5.8488,5.379,5.3078,4.2298,5.2866
ENSG00000196418,5.3104,7.9892,5.5466,7.2997,3.8181,5.8676
ENSG00000196419,6.7045,11.0994,7.582,8.9696,5.9326,6.4215
ENSG00000196420,0.017,0.0053,0.0076,0.0146,0.0039,0.0048
ENSG00000196421,0.0511,0.0264,0.1146,0.0827,0.1427,0.0241
ENSG00000196422,0.0284,0.0476,0.0535,0.0535,0.0887,0.0627
ENSG00000196427,0.025,0.0053,0.0076,0.0049,0.04,0.0202
ENSG00000196428,4.0868,4.9858,3.8097,4.5838,3.6539,3.984
ENSG00000196431,0.0057,0.0053,0.0382,0.0049,0.0039,0.0145
ENSG00000196433,0.1264,0.1257,0.1369,0.1441,0.0783,0.0568
ENSG00000196436,0.0717,0.1629,0.037,0.1457,0.1443,0.0175
ENSG00000196437,1.6009,2.1271,2.0354,2.6321,1.295,1.4225
ENSG00000196440,0.6961,1.0351,0.8627,0.8149,0.8691,0.8624
ENSG00000196449,0.3938,0.2678,0.3126,0.3086,0.4441,0.3701
ENSG00000196453,0.0966,0.1111,0.2521,0.0924,0.189,0.1013
ENSG00000196455,0.4375,0.2909,0.4507,0.355,0.5823,0.6032
ENSG00000196456,0.0739,0.0053,0.1333,0.0438,0.074,0.1013
ENSG00000196458,5.8434,5.7079,4.1781,4.7567,4.3957,5.2899
ENSG00000196459,8.13,8.1441,7.4974,9.0967,6.4984,8.0121
ENSG00000196460,0.017,0.0053,0.0382,0.0146,0.0424,0.0048
ENSG00000196465,2.3302,2.6846,2.1112,2.7164,1.6142,2.6867
ENSG00000196466,0.4319,0.4845,0.6844,0.5072,0.694,0.5146
ENSG00000196468,0.0057,0.0053,0.0076,0.0438,0.0039,0.0338
ENSG00000196470,1.3219,1.2737,1.3447,1.5628,1.336,1.1115
ENSG00000196475,0.0511,0.0264,0.0076,0.0049,0.0039,0.0048
ENSG00000196476,0.0625,0.0264,0.0229,0.034,0.0347,0.0241
ENSG00000196482,0.3619,0.4917,0.3192,0.2577,0.3955,0.4048
ENSG00000196497,0.1534,0.1659,0.1528,0.1897,0.0945,0.1168
ENSG00000196498,3.3282,3.2198,3.1766,3.6765,3.9903,3.5361
ENSG00000196502,7.7942,7.6273,5.8979,7.6836,6.6588,7.1881
ENSG00000196503,0.824,0.9591,1.1921,1.1746,0.7741,1.2242
ENSG00000196504,4.835,5.2255,4.7585,5.1713,4.3993,5.4958
ENSG00000196505,6.0664,5.9615,6.8843,6.3734,4.5876,5.6812
ENSG00000196507,0.0852,0.3966,0.1757,0.2286,0.1658,0.3523
ENSG00000196510,4.3483,3.9847,4.2968,4.9877,3.3824,4.5836
ENSG00000196511,1.234,1.3225,1.182,1.2146,1.0559,1.0716
ENSG00000196517,0.0284,0.0899,0.2215,0.0146,0.081,0.0048
ENSG00000196526,2.8279,3.0914,2.835,2.9503,2.2399,3.3398
ENSG00000196531,2.8969,3.0566,2.4563,3.42,3.1142,3.1351
ENSG00000196534,1.6966,1.7173,1.5413,1.3162,1.8116,1.9592
ENSG00000196535,2.7506,2.2281,2.1097,2.1329,2.6563,2.7851
ENSG00000196539,0.0057,0.0053,0.0076,0.0049,0.0064,0.0048
ENSG00000196542,0.017,0.037,0.0993,0.0632,0.0116,0.0145
ENSG00000196544,0.4034,0.3226,0.3132,0.3648,0.1967,0.2268
ENSG00000196547,3.349,3.7327,4.3307,4.3156,3.4545,4.4204
ENSG00000196549,4.3616,3.8895,3.1069,4.9589,4.6074,4.3192
ENSG00000196550,0.018,0.0382,0.0382,0.0731,0.0579,0.0637
ENSG00000196553,0.0514,0.1033,0.1058,0.0959,0.1427,0.0544
ENSG00000196557,0.0284,0.0899,0.0688,0.2091,0.1273,0.0434
ENSG00000196562,0.9147,0.7774,0.8633,0.9289,1.1222,0.8832
ENSG00000196564,0.6545,0.909,0.8033,1.0367,0.9852,0.977
ENSG00000196565,1.6327,0.52,4.4654,0.8303,0.2305,0.252
ENSG00000196569,0.1648,0.0159,0.0535,0.1799,0.1041,0.0531
ENSG00000196570,0.017,0.0053,0.0076,0.0049,0.0039,0.0048
ENSG00000196576,0.6306,1.3591,1.3064,1.5417,1.369,0.8928
ENSG00000196581,0.0984,0.2836,0.2114,0.1156,0.2093,0.1627
ENSG00000196584,17.6885,31.403,20.6083,24.999,11.9693,18.9635
ENSG00000196586,0.4301,0.5708,0.5037,0.7043,0.4644,0.9059
ENSG00000196588,2.317,2.1884,2.0345,2.2021,2.5732,2.1879
ENSG00000196591,3.2992,3.2701,2.8357,3.1122,3.0355,3.381
ENSG00000196593,0.9147,1.6658,0.9244,1.2207,0.6882,1.221
ENSG00000196597,0.267,0.3362,0.3285,0.4134,0.4589,0.3909
ENSG00000196600,1.6216,3.0865,1.8978,1.8677,1.4625,2.2917
ENSG00000196604,0.0057,0.0161,0.0401,0.1053,0.0198,0.0341
ENSG00000196605,0.8779,0.7326,0.9532,0.7297,0.6562,0.8846
ENSG00000196611,0.017,0.0053,0.0382,0.0049,0.0116,0.0145
ENSG00000196616,0.4556,0.6229,0.483,0.6456,0.4248,0.4644
ENSG00000196620,0.0057,0.0053,0.0076,0.0049,0.0039,0.0048
ENSG00000196628,3.8461,3.7351,3.3641,3.7784,3.8607,3.9113
ENSG00000196632,0.8549,0.7317,0.5894,0.7181,0.7709,0.8254
ENSG00000196636,0.0284,0.0476,0.0535,0.0632,0.0424,0.082
ENSG00000196639,1.4033,1.1452,0.4706,1.3101,0.5392,0.8135
ENSG00000196642,1.765,1.2456,1.5399,1.755,1.2544,1.8305
ENSG00000196646,5.3182,5.1716,3.5977,3.8958,4.0315,5.19
ENSG00000196652,3.4689,3.1786,3.9294,4.2215,2.5385,3.7757
ENSG00000196653,0.0114,0.0106,0.0306,0.0146,0.0154,0.029
ENSG00000196655,2.2306,2.418,2.398,2.0536,1.6694,2.5676
ENSG00000196659,0.029,0.0915,0.1309,0.069,0.1157,0.0738
ENSG00000196660,0.5511,0.5341,0.53,0.5111,0.3201,0.4585
ENSG00000196663,3.197,1.9588,2.4513,2.7563,2.6933,2.1336
ENSG00000196664,1.2745,1.471,1.4093,0.8165,1.1234,1.1566
ENSG00000196666,0.0449,0.0506,0.0432,0.0554,0.0781,0.079
ENSG00000196670,0.2329,0.1639,0.3132,0.2091,0.3664,0.2268
ENSG00000196678,0.3856,0.4789,0.4638,0.5266,0.5206,0.5488
ENSG00000196683,1.1498,0.7881,1.0481,0.8937,0.8654,0.8058
ENSG00000196684,6.0326,7.1951,8.3374,7.7877,7.3645,5.55
ENSG00000196689,3.9493,3.1562,3.1201,2.7846,1.5157,2.8464
ENSG00000196693,2.2403,2.2986,1.5325,1.902,2.1812,2.2383
ENSG00000196700,0.267,0.1005,0.1146,0.1897,0.189,0.304
ENSG00000196704,4.5931,6.1174,4.5583,4.6701,4.3434,4.4861
ENSG00000196705,33.4569,36.0234,34.2911,34.4654,26.2221,32.0843
ENSG00000196711,0.017,0.0053,0.0076,0.0146,0.0039,0.0048
ENSG00000196712,4.0154,3.7107,3.4644,4.2227,3.9753,3.9678
ENSG00000196715,4.6085,3.172,5.4071,3.6075,2.424,2.9035
ENSG00000196724,0.2448,0.3544,0.3352,0.3199,0.4868,0.3446
ENSG00000196730,0.4602,0.4495,1.2758,1.0359,1.022,0.9797
ENSG00000196734,0.017,0.037,0.0229,0.0243,0.0039,0.0145
ENSG00000196735,1.1689,1.5203,0.6911,1.5137,1.7407,1.4414
ENSG00000196739,2.9168,3.5439,2.8045,3.462,2.4319,2.6115
ENSG00000196743,3.4049,3.6653,3.7324,2.7961,2.666,2.0253
ENSG00000196747,0.0057,0.0582,0.0076,0.0508,0.0501,0.0647
ENSG00000196748,0.0057,0.0053,0.0076,0.0049,0.0039,0.0145
ENSG00000196754,0.0057,0.0053,0.0076,0.0049,0.0116,0.0048
ENSG00000196757,1.1548,1.0301,1.1449,1.1012,1.6554,1.3713
ENSG00000196767,0.0057,0.0053,0.0076,0.0146,0.0116,0.0241
ENSG00000196772,0.0057,0.0053,0.0076,0.0146,0.0039,0.0048
ENSG00000196776,18.1944,14.9676,13.748,13.6689,18.12,17.9793
ENSG00000196778,6.6365,12.5682,7.5005,9.0491,4.6186,7.8915
ENSG00000196781,0.2216,0.2591,0.1757,0.1702,0.2367,0.2268
ENSG00000196782,0.3404,0.3966,0.3591,0.4039,0.4216,0.2752
ENSG00000196787,0.7725,0.6543,0.6334,0.6997,0.542,0.7635
ENSG00000196792,2.8146,3.2655,2.8715,2.6243,2.7736,2.7789
ENSG00000196793,0.0511,0.0159,0.0076,0.073,0.1041,0.0145
ENSG00000196796,0.0057,0.0053,0.0256,0.0049,0.0039,0.0048
ENSG00000196811,8.4635,7.709,7.5829,8.6116,5.5832,6.6118
ENSG00000196812,0.1193,0.3437,0.2521,0.2091,0.2121,0.2558
ENSG00000196814,0.1861,0.13,0.2327,0.2971,0.3173,0.2172
ENSG00000196821,0.9488,1.2005,1.78,0.89,1.639,1.0955
ENSG00000196832,0.5105,0.574,0.6416,0.6518,0.5142,0.5428
ENSG00000196834,1.4027,1.8236,1.0729,2.181,0.9691,0.8894
ENSG00000196839,0.0511,0.037,0.0993,0.0924,0.1813,0.1496
ENSG00000196843,0.5624,0.312,0.7105,0.5204,0.8137,0.6515
ENSG00000196844,0.7922,1.1366,0.8062,0.9736,0.8343,1.2218
ENSG00000196850,2.4373,2.4168,2.544,2.6602,2.1712,1.9738
ENSG00000196859,0.0057,0.0053,0.0153,0.0049,0.0039,0.0048
ENSG00000196860,0.0057,0.0053,0.0076,0.0049,0.027,0.0048
ENSG00000196862,0.0472,0.0053,0.072,0.0308,0.0162,0.0411
ENSG00000196865,7.6929,7.8731,7.6883,8.0542,6.9422,7.4951
ENSG00000196866,0.0191,0.0053,0.026,0.0049,0.0212,0.0157
ENSG00000196867,0.1307,0.238,0.2521,0.073,0.2584,0.1206
ENSG00000196872,0.0966,0.0476,0.1757,0.0827,0.0887,0.0531
ENSG00000196873,7.2112,6.3385,6.6791,5.9652,4.8202,5.3323
ENSG00000196876,0.1648,0.1005,0.2215,0.1216,0.1581,0.1013
ENSG00000196878,0.0284,0.037,0.0535,0.034,0.0116,0.0145
ENSG00000196890,0.8573,0.8012,0.7598,0.7855,1.0073,0.7831
ENSG00000196900,0.0057,0.0159,0.0229,0.0049,0.0039,0.0145
ENSG00000196911,44.3938,73.1791,46.5295,49.4178,27.9949,45.9994
ENSG00000196912,3.2598,4.8665,2.9936,3.4848,3.6922,5.2096
ENSG00000196914,7.5694,8.005,11.2787,8.6512,9.0432,9.5223
ENSG00000196917,6.5834,6.7116,6.4424,6.5655,5.5122,5.7556
ENSG00000196922,2.5865,3.1778,2.9128,2.9925,2.3315,2.9805
ENSG00000196923,0.5284,0.5447,0.466,0.6176,0.9834,0.5839
ENSG00000196924,5.6756,10.783,8.6404,8.4768,8.6346,7.6202
ENSG00000196932,0.0057,0.0053,0.0688,0.0146,0.0039,0.0048
ENSG00000196933,0.0057,0.0053,0.0076,0.0049,0.0039,0.0145
ENSG00000196935,10.0706,10.9579,9.6533,10.6819,9.0013,10.2588
ENSG00000196937,0.4309,0.1851,0.2521,0.2495,0.4648,0.3619
ENSG00000196943,0.3968,0.5152,0.3946,0.5105,0.4694,0.5015
ENSG00000196944,0.0057,0.0053,0.0229,0.0049,0.0116,0.0338
ENSG00000196946,0.0523,0.037,0.0382,0.0153,0.027,0.0157
ENSG00000196950,1.4828,0.9783,1.1841,1.2402,1.5156,0.9314
ENSG00000196954,3.2709,2.1989,2.3898,3.1483,3.4056,2.4904
ENSG00000196961,3.6773,4.1486,7.2815,4.618,5,3.6554
ENSG00000196967,1.8837,2.0397,1.5326,1.7969,1.4501,1.6565
ENSG00000196968,6.6574,7.0614,6.9531,7.9557,5.8622,8.5264
ENSG00000196970,0.0284,0.0476,0.0076,0.0243,0.0039,0.0048
ENSG00000196972,0.0057,0.0159,0.0076,0.0146,0.0039,0.0048
ENSG00000196975,6.4105,6.8385,5.9778,7.0386,6.1708,6.667
ENSG00000196976,0.1193,0.0899,0.0229,0.0632,0.081,0.082
ENSG00000196981,3.862,4.5582,3.7719,3.984,2.6007,3.3366
ENSG00000196993,0.1853,0.2804,0.0955,0.0049,0.3306,0.0048
ENSG00000196998,1.7085,1.2081,3.3004,1.4312,1.6172,1.482
ENSG00000197006,0.5062,1.3148,1.385,1.2331,0.3587,0.2197
ENSG00000197008,0.1079,0.1111,0.1757,0.0924,0.1581,0.0724
ENSG00000197013,7.5562,7.6748,8.3355,6.6508,6.0676,7.8371
ENSG00000197016,5.5826,6.8432,5.6989,6.4753,5.1352,6.5841
ENSG00000197019,2.688,3.1657,2.8161,2.8688,2.4984,2.8696
ENSG00000197020,1.7395,2.0233,1.5666,1.9101,4.0996,1.5468
ENSG00000197021,0.2421,0.1438,0.1987,0.2386,0.2949,0.2528
ENSG00000197023,0.0057,0.0053,0.0382,0.0049,0.0039,0.0048
ENSG00000197024,0.6338,0.6747,0.3916,0.5046,1.0839,0.8681
ENSG00000197037,5.1374,5.281,3.5821,4.9315,3.6314,4.352
ENSG00000197038,0.0057,0.0053,0.0076,0.0535,0.0039,0.0048
ENSG00000197043,1.8123,1.6553,1.3828,1.3958,2.4797,1.7518
ENSG00000197044,2.3428,4.454,2.9093,3.8482,2.3126,2.5582
ENSG00000197045,0.5624,0.3332,1.2453,0.5398,0.914,0.6225
ENSG00000197046,5.0644,6.3192,5.7657,6.4424,3.1088,4.4882
ENSG00000197050,1.2783,1.8033,1.6884,0.9094,1.4924,1.2017
ENSG00000197054,0.9289,1.1495,0.5743,1.0516,0.7291,1.0673
ENSG00000197056,0.7062,0.7385,0.7111,0.8102,0.8729,0.8662
ENSG00000197057,0.0625,0.1428,0.0688,0.1021,0.2661,0.1593
ENSG00000197061,0.0852,0.0793,0.2368,0.1216,0.1967,0.0917
ENSG00000197062,0.0625,0.037,0.0382,0.0632,0.1041,0.0338
ENSG00000197063,0.3125,0.2697,0.5271,0.2383,0.3124,0.2847
ENSG00000197067,0.0057,0.016,0.0076,0.0049,0.0116,0.0048
ENSG00000197070,1.0638,1.0474,1.102,1.2361,1.2658,1.0366
ENSG00000197077,3.9289,4.0046,3.3137,4.2435,2.8303,3.3074
ENSG00000197079,0.017,0.0159,0.0076,0.034,0.0039,0.0048
ENSG00000197081,16.6987,21.8566,20.3739,22.978,18.1873,21.4018
ENSG00000197083,0.0398,0.1322,0.0229,0.0243,0.0116,0.0434
ENSG00000197084,0.017,0.0053,0.0535,0.0049,0.0039,0.0048
ENSG00000197092,0.0057,0.0053,0.012,0.0049,0.0039,0.0048
ENSG00000197093,0.936,0.9954,0.8798,1.0374,0.9049,1.1008
ENSG00000197102,32.426,34.9026,30.9998,36.6172,27.8304,35.9031
ENSG00000197106,0.2563,0.2274,0.2521,0.3465,0.3432,0.2172
ENSG00000197110,0.0057,0.0159,0.0076,0.0146,0.0116,0.0145
ENSG00000197111,3.6156,3.9093,4.567,3.9144,5.5995,3.8344
ENSG00000197114,0.4936,0.4944,0.6632,0.7936,0.9988,0.7741
ENSG00000197119,3.013,3.7207,3.3098,2.5283,1.7481,2.7032
ENSG00000197121,2.5742,2.544,2.1241,2.8153,1.8338,1.7267
ENSG00000197122,0.2102,0.2697,0.3591,0.4717,0.2121,0.1882
ENSG00000197123,0.0057,0.0159,0.0076,0.0049,0.0039,0.0048
ENSG00000197124,0.9264,1.056,1.0201,0.8096,0.9374,1.0892
ENSG00000197125,2.057,2.3438,1.7229,2.355,1.7001,2.1645
ENSG00000197128,0.8711,1.2297,0.6712,1.0595,0.6395,0.6878
ENSG00000197134,2.0264,1.1896,1.7353,2.053,1.4696,1.732
ENSG00000197136,1.2442,0.9891,0.9723,1.3294,1.1851,1.4912
ENSG00000197140,38.2221,83.4399,54.677,71.5681,29.0246,31.8754
ENSG00000197142,0.3693,0.4178,0.1604,0.3258,0.5515,0.6612
ENSG00000197147,2.077,2.3468,2.461,2.4558,1.9658,2.4214
ENSG00000197150,0.9483,1.0262,0.7549,1.1181,1.1421,0.8455
ENSG00000197153,0.017,0.0159,0.0229,0.0049,0.0116,0.0338
ENSG00000197157,0.6739,0.7355,0.9632,0.4931,1.2265,0.8892
ENSG00000197161,0.0057,0.0053,0.0076,0.0146,0.0039,0.0048
ENSG00000197162,11.718,14.3711,9.9109,11.826,7.9364,10.6837
ENSG00000197165,0.2664,0.2184,0.1209,0.4175,0.2958,0.2317
ENSG00000197168,3.2216,3.4296,2.5756,3.5074,2.3072,2.8259
ENSG00000197170,7.1811,7.6926,7.3356,7.3481,4.8288,5.7328
ENSG00000197172,0.0398,0.0053,0.0076,0.0049,0.0039,0.0048
ENSG00000197177,0.0625,0.0159,0.0229,0.0632,0.0039,0.0048
ENSG00000197181,1.0946,1.3718,0.9897,1.138,0.7046,0.7726
ENSG00000197183,0.892,0.788,1.0161,0.9094,1.2765,1.0569
ENSG00000197185,0.0057,0.0053,0.0076,0.0153,0.0039,0.0048
ENSG00000197191,0.0517,0.016,0.0076,0.0343,0.0353,0.0146
ENSG00000197208,0.6874,0.3437,0.4813,0.4231,0.698,0.3523
ENSG00000197213,0.0527,0.2668,0.084,0.1563,0.0733,0.0389
ENSG00000197214,0.017,0.0053,0.0076,0.0146,0.0039,0.0145
ENSG00000197217,5.3188,3.1941,4.5225,3.0485,4.2531,4.4972
ENSG00000197223,0.1648,0.0785,0.2786,0.192,0.2275,0.1882
ENSG00000197226,1.2441,1.3524,1.3146,1.3027,1.2783,1.4669
ENSG00000197233,0.1193,0.037,0.084,0.0049,0.0116,0.0145
ENSG00000197238,2.9031,0.2486,0.1604,0.3064,0.1427,0.082
ENSG00000197241,0.0398,0.0476,0.0076,0.0146,0.0039,0.0241
ENSG00000197245,52.8319,52.1814,39.796,52.9502,15.79,31.1829
ENSG00000197249,3.6905,2.8086,2.9127,2.9107,2.4706,2.1995
ENSG00000197253,0.4842,0.4031,0.3151,0.3473,0.2388,0.3252
ENSG00000197256,2.5875,2.1601,3.8346,2.3964,2.7187,2.5967
ENSG00000197258,0.0057,0.0053,0.0076,0.0261,0.0039,0.015
ENSG00000197261,1.759,1.9287,1.7731,1.8059,1.5712,1.6264
ENSG00000197265,1.1578,1.3905,1.0411,1.1706,1.219,1.5219
ENSG00000197272,0.1113,0.0394,0.0868,0.0609,0.0733,0.157
ENSG00000197273,0.0057,0.0053,0.0076,0.0049,0.0039,0.0241
ENSG00000197275,0.0398,0.0582,0.1146,0.0146,0.0039,0.0241
ENSG00000197279,0.1904,0.3766,0.291,0.1951,0.1881,0.2012
ENSG00000197283,1.6004,1.3266,0.8807,1.8978,1.5927,1.7152
ENSG00000197296,5.0198,5.2726,4.7661,4.5643,3.4587,4.3141
ENSG00000197299,1.0798,1.1529,1.0632,0.9084,0.9457,1.1718
ENSG00000197302,3.9248,4.1318,3.6048,4.3529,3.0409,3.2293
ENSG00000197309,0.0284,0.0053,0.0076,0.0049,0.0039,0.0048
ENSG00000197312,4.7579,3.7431,4.8396,4.9978,4.1937,4.251
ENSG00000197321,2.6955,2.7327,1.9466,2.5024,3.3813,3.469
ENSG00000197323,2.4419,1.9989,1.8249,2.5218,2.4851,2.6532
ENSG00000197324,19.4295,18.8069,18.0447,19.3098,12.9898,11.8482
ENSG00000197329,1.3919,0.8514,1.4133,1.211,2.4103,1.3754
ENSG00000197343,7.5035,7.8761,7.2185,7.8745,6.6743,8.4055
ENSG00000197345,0.1988,0.0899,0.2979,0.1605,0.2275,0.1689
ENSG00000197353,0.0057,0.0264,0.0535,0.0146,0.0116,0.0048
ENSG00000197355,0.9299,0.8216,0.6151,0.9309,0.7846,0.5637
ENSG00000197358,0.0057,0.0053,0.0229,0.0151,0.0039,0.0048
ENSG00000197360,0.017,0.0159,0.0076,0.0049,0.0116,0.0338
ENSG00000197361,0.1362,0.1202,0.1686,0.0764,0.1349,0.1661
ENSG00000197362,1.4113,1.6645,1.4043,1.4661,1.7026,1.4002
ENSG00000197363,2.1665,2.4421,2.1562,2.0585,1.6856,2.405
ENSG00000197372,7.8419,8.749,8.383,8.2394,6.6165,8.0463
ENSG00000197375,1.8967,2.3331,2.3686,2.1073,1.6118,2.2112
ENSG00000197380,4.6848,5.2478,4.6802,5.0057,4.411,5.8157
ENSG00000197381,2.1568,1.9644,1.6736,1.6102,1.6023,1.5219
ENSG00000197385,0.2216,0.2591,0.1146,0.1613,0.1972,0.2172
ENSG00000197386,1.5754,1.8162,1.9206,1.5897,2.2611,1.7438
ENSG00000197403,0.0057,0.1322,0.0076,0.034,0.027,0.0724
ENSG00000197405,20.3518,20.6156,20.5902,23.1274,11.7459,17.6917
ENSG00000197406,0.0057,0.0053,0.0229,0.0049,0.0039,0.0048
ENSG00000197408,0.4506,0.999,0.5934,0.8713,0.7907,0.5425
ENSG00000197410,2.5544,3.5402,2.7295,3.3017,1.9069,2.8263
ENSG00000197415,0.0724,0.0899,0.0076,0.202,0.2112,0.1702
ENSG00000197417,1.3789,2.1451,1.2335,1.2816,1.3101,1.4697
ENSG00000197421,0.0057,0.0433,0.0729,0.0346,0.0474,0.0145
ENSG00000197428,0.5485,0.3967,0.4588,0.4907,0.4217,0.4443
ENSG00000197429,3.1506,3.5279,2.5017,2.7952,2.4558,3.0382
ENSG00000197430,0.017,0.0264,0.0535,0.034,0.0039,0.0145
ENSG00000197437,0.017,0.0053,0.0076,0.0243,0.0039,0.0048
ENSG00000197442,3.0197,2.7238,3.3791,2.6998,2.9527,2.7121
ENSG00000197444,0.0511,0.0264,0.0535,0.0243,0.0039,0.0241
ENSG00000197446,0.1556,0.233,0.0558,0.1199,0.108,0.1928
ENSG00000197448,8.1821,7.6607,6.7564,7.4317,5.3845,6.5914
ENSG00000197451,0.4036,0.2573,0.3743,0.4611,0.6055,0.5057
ENSG00000197454,0.4066,0.5157,0.422,0.3862,0.3828,0.5001
ENSG00000197457,0.7897,0.6187,0.7563,0.8608,0.8368,0.6515
ENSG00000197461,1.7965,1.5034,2.3959,1.6874,1.8471,1.5897
ENSG00000197465,0.3693,0.661,0.4813,0.6857,0.6595,0.7473
ENSG00000197467,0.0284,0.037,0.0229,0.034,0.0116,0.0048
ENSG00000197471,68.2703,89.1486,69.6981,81.0526,48.5985,67.7138
ENSG00000197472,1.1944,1.4894,1.5953,1.7876,1.337,1.8955
ENSG00000197475,0.7205,0.9186,0.7621,0.8473,0.5569,0.7566
ENSG00000197479,1.661,1.9227,1.3238,1.4468,1.3071,1.4162
ENSG00000197483,0.017,0.037,0.0535,0.0438,0.0964,0.0241
ENSG00000197487,0.0057,0.0053,0.0382,0.0146,0.0039,0.0048
ENSG00000197496,1.8669,1.7322,1.5497,1.2462,1.3054,1.6787
