gene,GSM7813411,GSM7813412,GSM7813413,GSM7813414,GSM7813415,GSM7813416,GSM7813417,GSM7813418,GSM7813419,GSM7813420,GSM7813421,GSM7813422,GSM7813423,GSM7813424
ENSG00000076641,1.0224,1.5397,1.4464,2.9953,1.6381,4.4749,2.3204,3.9833,8.2687,7.0766,7.4664,4.7103,2.1878,7.9898
ENSG00000076650,0.9126,1.0241,1.3156,1.1407,1.0102,1.0593,1.0945,1.0059,1.0571,1.1284,1.1474,0.8846,1.194,1.046
ENSG00000076662,8.9767,7.4047,6.2819,6.7399,7.4517,7.1201,8.4584,7.1109,5.6216,1.8973,7.1177,6.1767,7.0547,2.2045
ENSG00000076685,0.1797,0.7389,0.8647,0.4108,0.566,0.7998,0.7656,0.7933,0.6315,1.3384,0.53,0.6515,0.3813,0.5247
ENSG00000076706,0.1449,0.3309,0.287,0.208,0.0849,0.1728,0.0575,0.2117,0.3079,0.0773,0.0732,0.414,0.1149,0.1656
ENSG00000076716,1.0337,0.0168,1.0771,0.9041,0.0027,0.0254,0.0309,0.3472,0.019,0.0029,0.1155,0.1051,0.0065,0.0202
ENSG00000076770,3.2845,2.2622,2.5807,2.454,2.0148,2.4365,2.0356,3.6111,2.4715,2.8186,2.523,1.7472,3.2974,2.0202
ENSG00000076826,0.1611,0.2758,0.3928,0.0653,0.0357,0.03,0.1449,0.1064,0.0402,0.0489,0.0403,0.2349,0.1447,0.1596
ENSG00000076864,0.0102,0.0024,0.012,0.0097,0.0137,0.0115,0.0024,0.01,0.0063,0.0029,0.0027,0.0112,0.0022,0.0247
ENSG00000076924,0.0714,0.012,0.0072,0.0097,0.0027,0.0254,0.0214,0.0221,0.0233,0.0144,0.0081,0.0112,0.0151,0.0382
ENSG00000076928,1.2067,1.3898,0.9539,1.1131,1.2092,1.3731,0.9167,1.4426,1.668,0.9828,1.0445,1.1895,1.2674,1.0072
ENSG00000076944,0.2345,0.3622,0.3754,0.3764,0.3656,0.3995,0.3254,0.4275,0.388,0.285,0.3681,0.311,0.3816,0.3483
ENSG00000076984,1.1076,1.0085,1.2285,1.1254,1.0219,1.2936,1.1399,0.9664,1.5225,1.4066,1.1013,1.5354,1.696,1.0902
ENSG00000077009,0.0143,0.0072,0.0217,0.0014,0.0082,0.0023,0.0024,0.002,0.0106,0.0029,0.0027,0.0022,0.0022,0.0067
ENSG00000077044,1.1031,1.2462,0.7239,1.8628,2.1131,4.7939,1.4482,1.2499,4.524,1.0398,1.2492,1.6913,0.7853,1.5029
ENSG00000077063,0.2671,0.0024,0.094,0.0069,0.0027,0.0023,0.0024,0.014,0.0021,0.0029,0.0027,0.0022,0.0022,0.0292
ENSG00000077092,0.0306,0.0312,0.0072,0.0319,0.0137,0.0208,0.0214,0.0181,0.074,0.0144,0.0134,0.0246,0.054,0.0517
ENSG00000077097,4.5281,5.1787,4.9373,4.4567,6.8415,8.6028,6.1306,5.2604,5.8879,5.8128,5.5539,5.7785,8.1344,7.2652
ENSG00000077147,6.6036,7.9324,7.0434,7.5843,7.5286,7.6651,7.2518,7.0627,6.759,6.901,7.2091,5.4787,8.1819,5.0404
ENSG00000077150,1.998,2.0339,1.6981,1.2155,1.0507,1.1301,1.0999,1.0346,1.2153,1.1553,1.4265,3.6569,1.4297,1.6979
ENSG00000077152,1.8288,1.4848,2.947,2.0374,1.8389,1.5081,1.8741,2.282,1.5539,3.2677,1.9695,1.7562,1.8894,2.7663
ENSG00000077157,0.7086,0.7439,0.3346,0.6021,0.49,0.6122,0.6452,0.6603,0.8644,0.548,0.4823,0.56,0.7243,0.4072
ENSG00000077232,3.4771,3.7184,3.6178,4.0713,3.2629,3.3929,2.9156,3.6458,4.7587,4.8495,4.0529,3.4271,3.3054,3.468
ENSG00000077235,1.1723,1.0338,0.947,0.9736,1.1187,0.9723,0.9762,0.8891,0.9027,1.3503,1.2279,0.8076,1.3626,1.1213
ENSG00000077238,1.315,1.3504,1.188,1.6109,1.509,1.9406,1.8226,1.3507,1.2549,1.6788,2.2275,2.8658,2.0065,2.3053
ENSG00000077254,2.5202,2.7436,2.5616,2.5407,2.8267,2.9331,2.2595,2.4717,3.4911,1.9708,2.3816,2.456,3.0948,2.4135
ENSG00000077264,0.0243,0.0507,0.0245,0.0752,0.0137,0.0409,0.017,0.0407,0.0307,0.0727,0.0531,0.0303,0.0337,0.0217
ENSG00000077279,0.0353,0.0806,0.0559,0.0665,0.0874,0.088,0.0214,0.0505,0.116,0.0443,0.0467,0.0911,0.05,0.0162
ENSG00000077312,2.4608,3.4565,3.1694,3.8774,4.0818,3.7994,3.7363,4.1004,3.6597,5.5133,3.4205,4.1051,4.1915,4.0382
ENSG00000077327,0.2915,0.1319,0.3976,0.1014,0.0302,0.0716,0.1496,0.0421,0.0148,0.0029,0.0457,0.0336,0.0151,0.0292
ENSG00000077348,1.7431,1.4656,2.0699,1.5596,2.4381,1.5358,1.7506,2.2659,1.6427,3.1295,2.3296,2.3065,2.628,2.0607
ENSG00000077380,13.7392,15.5937,14.9277,13.9665,13.8005,14.8938,17.9303,15.7525,12.412,19.1993,18.0313,13.6393,14.5945,12.7154
ENSG00000077420,7.2641,9.1941,8.9181,7.3259,8.1993,7.3048,4.0689,8.5078,9.296,11.4038,4.952,5.434,6.6487,5.3371
ENSG00000077454,0.7047,0.52,0.5861,0.6422,0.5242,0.5479,0.512,0.6445,0.7893,0.4446,0.5571,0.5734,0.5718,0.4179
ENSG00000077458,1.0337,1.2017,1.6217,1.1513,1.0912,1.157,0.9857,1.1781,1.5116,1.2639,0.798,1.6085,1.0646,0.8831
ENSG00000077463,0.6381,0.6596,0.7012,0.6541,0.6624,0.5797,0.7007,0.7727,0.6237,1.0969,0.884,0.6197,0.8961,0.6989
ENSG00000077498,0.002,0.0024,0.0024,0.0181,0.0089,0.0215,0.0071,0.002,0.0069,0.0029,0.0081,0.0067,0.0108,0.0022
ENSG00000077514,1.6942,1.2401,2.1711,1.5408,1.435,1.1645,1.9455,1.8446,1.3203,2.8277,1.7976,2.2125,2.4055,1.8449
ENSG00000077522,0.002,0.0168,0.0024,0.0042,0.0027,0.0023,0.0024,0.002,0.0021,0.0029,0.0081,0.0067,0.0108,0.0022
ENSG00000077549,51.3748,40.3191,40.8699,26.247,50.6609,49.9145,56.4727,59.972,43.7992,35.4264,24.2336,28.6286,40.0283,35.7775
ENSG00000077585,0.895,0.5109,0.4313,0.8041,0.7449,0.7691,0.5107,0.58,1.0296,0.5787,1.1258,0.6555,0.6327,0.5146
ENSG00000077616,0.1427,0.0168,0.0675,0.0125,0.0165,0.0286,0.019,0.0281,0.0359,0.0461,0.0296,0.0515,0.0022,0.0227
ENSG00000077684,2.4716,1.8587,2.9533,2.7933,2.619,2.3356,2.1505,2.2538,2.8894,2.6452,1.7795,1.9579,3.2719,2.5697
ENSG00000077713,0.1937,0.1417,0.0892,0.1723,0.2446,0.2055,0.0879,0.1345,0.181,0.1468,0.2123,0.3154,0.0367,0.2722
ENSG00000077721,4.0551,3.0566,4.2528,3.7108,3.3451,2.7857,4.0357,3.5067,2.2006,3.3037,3.3882,2.4259,3.0081,3.1755
ENSG00000077782,2.5305,0.2374,1.6417,2.9647,0.1729,0.2864,1.4936,1.3755,0.2734,0.1608,0.3793,1.8384,0.0854,3.8475
ENSG00000077800,0.0276,0.0646,0.0202,0.0579,0.0147,0.0536,0.0079,0.0341,0.0575,0.0599,0.0258,0.0391,0.0534,0.0354
ENSG00000077935,0.0917,0.8323,0.1229,0.0236,0.2281,0.2564,0.6627,0.299,0.1924,0.0029,0.0027,1.3758,0.041,0.0067
ENSG00000077942,0.002,0.0216,0.0072,0.0347,0.0137,0.0162,0.0214,0.0301,0.0275,0.0144,0.0081,0.0067,0.0108,0.0157
ENSG00000077943,0.0257,0.0701,0.0217,0.0592,0.0138,0.0537,0.0178,0.0637,0.0192,0.0439,0.0203,0.0337,0.0157,0.0113
ENSG00000077984,0.002,0.0072,0.0024,0.0097,0.0082,0.0208,0.0119,0.002,0.0021,0.0029,0.0027,0.0022,0.0022,0.0202
ENSG00000078018,0.0143,0.0087,0.012,0.0069,0.0194,0.0443,0.0278,0.014,0.0106,0.0029,0.0027,0.0068,0.0065,0.0212
ENSG00000078043,1.7257,1.6665,1.724,1.7948,1.1131,1.189,1.3815,1.7003,1.4762,1.7588,1.2315,2.351,1.1659,1.625
ENSG00000078053,0.0102,0.0024,0.0072,0.0154,0.0192,0.0254,0.0071,0.006,0.0444,0.0202,0.0134,0.0157,0.0497,0.0472
ENSG00000078061,1.6004,1.4992,1.2843,1.4735,1.5475,1.1016,1.5273,1.6919,1.3256,1.2293,1.8728,0.9508,1.6865,1.1888
ENSG00000078070,1.6152,1.545,1.3684,1.5708,2.3367,1.5903,1.4806,1.8119,1.4202,1.5361,2.0541,0.8312,1.7787,1.8975
ENSG00000078081,3.0609,3.7724,2.7017,3.4049,1.904,2.8048,3.0998,3.1096,2.3662,0.3616,3.8158,1.0659,3.2353,2.4472
ENSG00000078098,0.002,0.0072,0.0024,0.0042,0.0027,0.0023,0.0024,0.002,0.0106,0.0029,0.0027,0.0022,0.0065,0.0022
ENSG00000078114,0.0881,0.0774,0.0892,0.145,0.0656,0.0553,0.0558,0.0777,0.0373,0.0571,0.2421,0.0922,0.1267,0.1251
ENSG00000078124,0.6826,0.6709,0.528,1.041,0.6169,0.6421,0.7444,0.6273,0.7444,1.2099,1.1101,0.7381,1.0479,0.9463
ENSG00000078140,8.1408,6.119,6.7831,7.2398,6.6381,8.9261,9.1283,6.7015,5.2875,6.0604,7.8217,5.783,5.9966,6.3573
ENSG00000078142,2.1275,1.7644,1.5935,1.7655,1.6799,2.1165,3.0044,1.5033,1.6034,2.6138,1.4776,1.4895,4.2325,1.2576
ENSG00000078177,1.7155,1.7724,1.3733,1.3316,1.2702,2.2043,1.4487,1.3529,1.8987,0.8828,1.8835,1.4084,1.3462,1.7178
ENSG00000078237,2.3074,0.8642,0.9262,1.448,0.9088,0.5846,1.5961,1.1447,0.781,1.332,1.7633,0.2915,1.1225,1.0393
ENSG00000078246,0.8094,0.8995,1.0337,0.6041,0.7174,0.7783,0.7862,0.7205,0.9746,0.5499,0.7927,0.6555,0.7925,0.636
ENSG00000078269,1.849,0.4945,0.6026,0.2173,0.583,0.5856,1.2028,0.143,0.31,1.1973,0.1112,0.7125,0.0606,0.7459
ENSG00000078295,0.0393,0.1666,0.0619,0.1934,0.1588,0.1251,0.0504,0.0884,0.1662,0.1234,0.0709,0.0798,0.0804,0.112
ENSG00000078304,4.2461,5.4179,4.8541,5.3698,5.9931,7.4136,5.2868,4.7473,6.9761,7.1816,5.2155,5.0193,5.2156,5.0776
ENSG00000078319,0.1969,0.1325,0.181,0.1203,0.2973,0.2543,0.1959,0.1738,0.1859,0.3826,0.2235,0.1649,0.1428,0.218
ENSG00000078328,0.0366,0.0327,0.0238,0.0668,0.0198,0.0776,0.0071,0.0381,0.0702,0.0336,0.0139,0.0792,0.0397,0.0167
ENSG00000078369,12.3041,15.4978,15.1256,14.9043,14.9944,15.7576,16.0309,16.2752,13.5499,10.051,15.2811,15.2104,14.5231,13.4453
ENSG00000078399,0.0183,0.0024,0.0072,0.0014,0.0027,0.0023,0.0024,0.014,0.0021,0.0029,0.0027,0.0022,0.0022,0.0067
ENSG00000078401,0.2589,1.0338,1.8964,0.743,0.1622,0.1132,0.1639,0.4957,0.0994,0.0432,1.5235,0.3915,0.4772,0.1865
ENSG00000078403,1.2423,1.427,1.4449,1.5587,1.3883,1.7329,1.4183,1.5483,2.0253,2.6713,1.7333,1.7754,1.9204,1.391
ENSG00000078487,0.6586,0.6596,0.841,0.385,0.4041,0.8384,0.4964,0.4636,0.6579,0.1353,0.6323,0.9553,0.5247,0.3843
ENSG00000078549,0.0102,0.0168,0.0024,0.0126,0.0138,0.007,0.0024,0.006,0.0191,0.0029,0.0027,0.0067,0.0022,0.0022
ENSG00000078589,4.1662,3.1629,3.1979,3.6482,3.2004,4.3839,4.0894,3.1102,3.0546,2.8249,2.8293,3.4563,2.4638,2.1302
ENSG00000078596,2.3507,3.2214,6.1229,3.1512,2.2402,2.4365,7.8266,4.3251,2.3319,4.2235,3.1625,3.8098,0.1447,3.2562
ENSG00000078618,4.718,5.577,6.1576,4.369,3.5802,4.9825,5.6318,4.2157,4.1103,2.4828,4.9144,5.1505,3.4658,4.2239
ENSG00000078668,9.2825,6.6131,8.2048,8.4842,10.1069,7.157,12.2019,9.5233,5.8541,9.8088,11.9542,5.8814,9.1406,8.9101
ENSG00000078674,8.1313,10.8504,11.4346,9.5007,10.6515,12.1007,11.4177,12.648,15.9858,12.4855,13.1147,8.2114,14.2292,12.0105
ENSG00000078687,2.1305,1.1082,1.7759,2.0763,1.1716,1.2171,1.3563,1.6799,0.9662,1.2466,1.3784,0.8255,0.935,0.5955
ENSG00000078699,0.7344,0.8748,0.5913,0.6983,0.7271,1.0049,0.4453,0.7499,1.2361,0.7347,0.5039,0.8673,0.715,0.8985
ENSG00000078747,0.6563,1.3377,0.8931,0.84,0.5802,1.0287,0.8385,0.5527,0.7198,0.5673,0.5729,0.9921,0.5912,0.6451
ENSG00000078795,0.0701,0.1864,0.0987,0.1316,0.1268,0.1693,0.0582,0.1128,0.2894,0.1289,0.0999,0.0745,0.1291,0.1044
ENSG00000078804,0.1896,0.2471,0.2964,0.1625,0.2336,0.4273,0.2447,0.2228,0.5518,1.0393,0.4595,0.5257,0.5075,0.6494
ENSG00000078808,8.5445,6.6371,6.2386,6.5482,6.4621,5.6282,7.4323,7.2594,5.9641,6.7456,7.1822,6.5928,8.4928,5.2607
ENSG00000078814,0.0455,0.1383,0.0185,0.137,0.0373,0.1284,0.0071,0.0354,0.1135,0.117,0.0425,0.0555,0.1078,0.0607
ENSG00000078898,0.002,0.0072,0.0024,0.0014,0.0027,0.0023,0.0024,0.002,0.0021,0.0029,0.0027,0.0022,0.0065,0.0022
ENSG00000078900,0.1256,0.4074,0.3909,0.3645,0.7468,0.6038,0.036,0.6264,0.5657,0.3406,0.7768,0.4939,0.6314,0.3966
ENSG00000078902,2.1713,2.3675,2.2723,2.2151,2.8119,2.5751,2.9287,2.3583,1.6047,2.5998,2.4639,2.8166,2.9,1.4584
ENSG00000078967,0.6346,0.5315,0.5724,0.5726,0.6734,0.4524,0.8247,0.5813,0.416,0.5924,0.8963,0.6033,0.6535,0.5334
ENSG00000079101,0.2162,0.21,0.335,0.1833,0.2699,0.378,0.2788,0.2997,0.262,0.3711,0.2489,0.4162,0.3216,0.2707
ENSG00000079102,0.002,0.0264,0.0072,0.0299,0.0027,0.0347,0.0076,0.0228,0.0234,0.0029,0.0027,0.0067,0.0066,0.0175
ENSG00000079112,0.0522,0.1061,0.0778,0.1018,0.1012,0.1114,0.0531,0.0759,0.1554,0.1278,0.0537,0.0928,0.0709,0.4225
ENSG00000079134,1.094,1.4441,1.4037,1.4132,1.1995,1.1106,1.4063,1.5842,1.5891,2.1558,1.3428,1.646,1.5813,1.2947
ENSG00000079150,0.051,0.1463,0.147,0.168,0.0907,0.0762,0.1639,0.1305,0.12,0.0374,0.1479,0.0828,0.1274,0.173
ENSG00000079156,0.0528,0.092,0.0412,0.1321,0.0894,0.0935,0.0472,0.0927,0.1309,0.0939,0.0632,0.6645,0.0493,0.8503
ENSG00000079215,0.002,0.012,0.0169,0.0125,0.0082,0.0162,0.0024,0.0181,0.0063,0.2332,0.0457,0.0201,0.0022,0.0337
ENSG00000079246,25.5478,23.8882,29.1253,26.0665,23.7623,16.4781,34.1354,30.7577,15.4905,31.7125,35.981,20.4631,25.5778,27.8404
ENSG00000079257,0.5122,0.2567,0.1855,0.2986,0.2721,0.1839,0.3207,0.2228,0.1292,0.0489,0.2123,0.2215,0.1663,0.1416
ENSG00000079263,5.9475,13.7812,9.8432,12.1055,13.129,14.6408,6.8909,12.4287,12.4866,6.7889,10.8529,9.9103,7.7705,16.0436
ENSG00000079277,1.6048,1.669,1.2418,1.7349,1.5905,1.6347,1.5237,1.4549,1.8168,0.9387,1.3084,1.3634,1.7763,1.5769
ENSG00000079308,0.0673,0.0988,0.0603,0.082,0.0962,0.0901,0.0499,0.1024,0.0655,0.0892,0.0565,0.1141,0.1231,0.0787
ENSG00000079313,0.1978,0.1463,0.2,0.1403,0.1567,0.1224,0.1354,0.1746,0.1586,0.2159,0.1155,0.132,0.1317,0.1416
ENSG00000079332,3.718,4.5635,4.9972,3.769,3.0622,3.507,3.7431,4.3325,3.573,4.8736,3.4612,3.7579,4.2047,3.2762
ENSG00000079335,0.0754,0.1031,0.1759,0.1208,0.0632,0.0947,0.0784,0.0702,0.0486,0.0777,0.0457,0.0649,0.0583,0.0787
ENSG00000079337,0.0714,0.036,0.012,0.0236,0.0192,0.0346,0.0166,0.006,0.019,0.0374,0.0188,0.0559,0.0324,0.0067
ENSG00000079385,0.2178,0.3546,0.1751,0.2936,0.2917,0.231,0.1444,0.3241,0.3665,0.6467,0.34,0.7214,0.3115,0.9933
ENSG00000079387,1.4292,1.3217,1.7952,1.4013,1.3441,1.2864,1.7601,1.3467,1.2283,1.7994,1.9803,1.8322,1.8117,1.6831
ENSG00000079393,0.002,0.0024,0.0024,0.0125,0.0192,0.0115,0.0071,0.006,0.0148,0.0029,0.0081,0.0201,0.0022,0.0202
ENSG00000079432,0.6748,1.029,0.8554,0.8236,0.6899,0.7229,0.5487,0.869,0.6152,0.3541,0.8571,0.6242,0.853,0.6719
ENSG00000079435,0.9074,0.4346,0.5711,0.4822,0.9648,0.4873,0.5487,0.7165,0.722,0.7359,0.5884,0.5907,0.8211,0.5775
ENSG00000079459,7.6378,12.1225,14.5224,18.4392,18.3085,11.4198,10.399,12.2521,10.1134,13.1663,9.0521,13.64,8.0949,16.4365
ENSG00000079462,1.1601,1.2065,1.8964,1.4874,1.7454,1.0878,1.7981,2.013,1.3805,3.2907,1.6793,1.8501,2.2997,1.8674
ENSG00000079482,1.1598,1.702,0.7098,1.5881,1.1607,2.4837,0.6958,1.3078,2.4698,1.536,1.12,1.2419,1.5318,1.4145
ENSG00000079616,2.053,2.8904,2.7542,2.8929,2.5865,2.3903,2.7482,3.2895,2.7844,4.7936,2.7219,3.1432,3.7854,3.5663
ENSG00000079689,0.0102,0.0024,0.0024,0.0014,0.0027,0.0023,0.0024,0.002,0.0021,0.0029,0.0027,0.0022,0.0022,0.0022
ENSG00000079691,1.0934,0.3875,0.8971,0.2206,0.1072,0.2402,0.6485,0.4906,0.024,0.0211,0.5815,1.3669,0.2865,0.1673
ENSG00000079739,0.9054,1.7877,1.401,1.7563,1.7625,2.495,1.4262,1.6446,2.1192,1.2525,2.3338,2.3893,1.4996,1.8463
ENSG00000079785,8.0674,7.3231,9.7952,8.8175,6.4292,6.03,10.9335,8.1144,4.8732,12.2733,10.1164,6.1633,8.6958,8.4427
ENSG00000079805,3.9869,4.7925,3.6607,4.7081,4.0895,3.4256,4.2506,4.1875,3.5546,3.9262,3.3788,3.4186,4.2993,3.648
ENSG00000079819,20.002,4.938,11.7614,10.8786,5.7245,7.9923,14.0078,10.1249,2.126,7.068,10.6108,7.0196,10.7699,13.541
ENSG00000079841,0.0291,0.0267,0.0122,0.0434,0.0082,0.0226,0.0071,0.0061,0.0155,0.0029,0.0296,0.0022,0.0155,0.0112
ENSG00000079931,3.2967,0.8659,0.3976,0.8986,0.9538,0.5104,1.7411,0.5198,0.0021,0.0144,3.2002,0.0022,0.5636,0.1685
ENSG00000079950,2.7007,2.1932,2.8066,3.3137,2.9159,2.6341,2.29,2.9849,3.4462,1.4516,2.6342,1.0868,2.6014,1.7371
ENSG00000079974,1.1074,1.3424,1.2366,1.2473,1.3569,1.2033,1.4299,1.2266,1.2226,1.0616,1.3826,0.8586,1.2513,1.4157
ENSG00000079999,2.2202,1.893,2.4313,2.4522,2.4271,2.3769,2.8717,2.7844,2.088,2.7035,2.1093,1.5119,2.9778,2.0383
ENSG00000080007,0.2417,0.3417,0.2549,0.1218,0.043,0.0472,0.3813,0.15,0.0608,0.0396,0.084,0.1409,0.0288,0.0112
ENSG00000080031,0.0102,0.0314,0.0072,0.0042,0.0144,0.0071,0.0168,0.0141,0.0066,0.0202,0.0027,0.0067,0.0022,0.0022
ENSG00000080166,0.002,0.0024,0.0024,0.0014,0.0027,0.0023,0.0024,0.006,0.0021,0.0029,0.0134,0.0022,0.0022,0.0247
ENSG00000080189,2.409,2.9278,2.2736,2.1171,2.7269,2.3378,2.6209,2.5592,2.2512,2.1706,2.4866,2.5601,2.3643,2.1827
ENSG00000080200,0.3332,0.3379,0.2672,0.0938,0.0596,0.0736,0.2122,0.3096,0.0546,0.0202,0.3004,0.028,0.0362,0.4446
ENSG00000080224,0.002,0.0072,0.0024,0.0014,0.0027,0.0023,0.0024,0.002,0.0106,0.0086,0.0027,0.0022,0.0022,0.0112
ENSG00000080293,0.0065,0.0265,0.0128,0.0247,0.0143,0.0195,0.0024,0.0181,0.0106,0.0541,0.0027,0.0112,0.0022,0.0343
ENSG00000080298,1.8084,1.4944,1.4964,1.3485,0.8658,1.7945,1.0238,1.154,2.129,1.7994,1.8083,1.4832,1.2503,1.3236
ENSG00000080345,6.8715,7.3806,10.0318,7.4718,6.945,6.1963,7.3692,7.745,8.51,13.3066,8.1261,9.0402,9.8031,9.8966
ENSG00000080371,4.0983,3.5194,3.1923,3.5993,3.1683,4.1871,3.1667,2.9432,3.7385,2.9064,3.2395,3.7314,3.76,3.0389
ENSG00000080493,0.0143,0.0264,0.0072,0.1347,0.0192,0.03,0.0831,0.014,0.0063,0.0029,0.0242,0.0067,0.0022,0.164
ENSG00000080503,31.9509,15.667,14.5663,13.6699,29.5993,15.3503,25.0741,22.8459,23.5938,26.9448,38.8346,8.6992,47.8895,31.4478
ENSG00000080511,0.002,0.012,0.012,0.0264,0.0138,0.0069,0.0119,0.002,0.0063,0.0086,0.0027,0.0086,0.0065,0.0157
ENSG00000080546,0.8991,0.1511,0.2819,0.2069,0.1787,0.2748,0.2827,0.3472,0.2516,0.095,0.4648,0.0425,0.1965,0.2989
ENSG00000080561,0.0102,0.0024,0.0024,0.0097,0.0027,0.0069,0.0119,0.002,0.0148,0.0029,0.0027,0.0022,0.0022,0.0022
ENSG00000080572,0.0116,0.0124,0.0024,0.0137,0.0207,0.0172,0.0024,0.0107,0.0126,0.015,0.0027,0.012,0.0245,0.0075
ENSG00000080573,0.002,0.0072,0.0072,0.0042,0.0192,0.0023,0.0071,0.002,0.0021,0.0029,0.0027,0.0022,0.0022,0.0652
ENSG00000080603,0.2621,0.3807,0.2301,0.2775,0.3252,0.5136,0.3229,0.3461,0.3724,0.6873,0.3013,0.3351,0.6736,0.3202
ENSG00000080608,7.3579,6.8913,9.212,7.3093,6.4567,5.6928,9.1425,7.3236,6.9027,10.8511,9.4769,10.0828,8.7563,8.9236
ENSG00000080618,0.0102,0.0072,0.012,0.0042,0.0027,0.0162,0.0119,0.0301,0.0106,0.0086,0.0134,0.0067,0.0238,0.0112
ENSG00000080644,0.0194,0.036,0.012,0.0114,0.0027,0.0254,0.0231,0.0195,0.0417,0.0353,0.0313,0.0114,0.0108,0.0382
ENSG00000080709,0.0818,0.0376,0.0265,0.0185,0.0027,0.0023,0.0279,0.002,0.0149,0.2499,0.1325,0.1579,0.0373,0.0526
ENSG00000080802,1.5514,1.9791,1.9222,1.6158,1.5562,1.8108,1.2538,1.28,1.8826,1.4851,1.5231,1.5544,1.4975,1.5393
ENSG00000080815,1.5712,1.6366,1.6795,1.9865,1.8004,1.7082,1.9989,1.6277,1.8089,1.3862,1.7667,1.6321,1.65,1.326
ENSG00000080819,1.2742,0.9235,0.9133,1.6318,1.5805,0.963,1.1995,1.2544,1.055,1.0912,1.7438,0.5034,1.9801,1.9303
ENSG00000080822,1.6045,1.9021,1.6892,1.6235,1.498,2.1824,1.4418,1.2664,2.2939,1.4194,1.142,0.9016,2.1572,1.4719
ENSG00000080823,0.2543,0.3114,0.2277,0.2033,0.1142,0.894,0.1178,0.206,0.3092,0.3622,1.3109,1.756,0.4648,0.2944
ENSG00000080824,200.304,129.8282,171.3063,153.1313,160.0485,98.4903,265.7868,201.2819,90.2752,243.6458,270.278,121.0679,209.1329,195.9886
ENSG00000080839,0.7988,1.0912,1.3465,1.1687,1.0956,0.832,1.2085,1.3642,1.1292,1.5343,1.0987,0.9393,1.1041,1.2431
ENSG00000080845,1.6453,1.6575,1.347,1.8235,1.9323,1.6651,1.6271,1.72,1.4989,1.9376,2.0716,2.0067,1.5699,2.6989
ENSG00000080854,0.002,0.0024,0.0024,0.0014,0.0027,0.0023,0.0024,0.002,0.0021,0.0259,0.0027,0.0022,0.0194,0.0067
ENSG00000080910,0.002,0.0183,0.0024,0.024,0.0173,0.0418,0.0082,0.002,0.0285,0.0184,0.0027,0.0081,0.0022,0.0022
ENSG00000080947,0.1173,0.2291,0.1586,0.2016,0.1272,0.1885,0.0925,0.1039,0.2328,0.1585,0.1002,0.1309,0.1397,0.2608
ENSG00000080986,2.9348,4.6354,5.7966,4.8721,3.7719,3.704,4.4857,4.6285,3.7916,4.4754,3.7777,3.4424,3.7361,4.1438
ENSG00000081014,0.6375,0.7172,0.8053,0.7084,0.6468,0.5064,0.6503,0.5927,0.4832,0.8965,0.5464,0.4239,0.6514,0.5378
ENSG00000081019,2.8318,2.8568,2.8988,2.4485,2.8394,3.2402,2.4299,2.4987,2.9408,1.8455,2.566,2.6913,2.9432,2.2629
ENSG00000081026,0.1249,0.1281,0.1374,0.727,0.4931,0.1595,0.0499,0.2312,0.1042,0.1124,0.0833,0.0831,0.1708,0.0789
ENSG00000081041,0.0143,0.0264,0.012,0.0125,0.0302,0.0069,0.0071,0.006,0.0233,0.0202,0.0242,0.0157,0.0151,0.0112
ENSG00000081051,0.002,0.0024,0.0024,0.0014,0.0027,0.0023,0.0024,0.002,0.0021,0.0029,0.0027,0.0022,0.0022,0.0067
ENSG00000081052,0.0061,0.65,0.3976,0.4236,0.2831,0.5058,0.0784,0.3512,1.2283,0.0144,0.2284,0.0022,0.3217,0.1416
ENSG00000081059,1.6286,2.1941,2.0587,2.4447,5.3455,2.5151,4.1856,2.1848,2.2943,3.6821,9.7075,2.2255,9.1062,1.5672
ENSG00000081087,0.9054,0.8012,0.746,0.9409,0.6826,0.8421,0.7007,0.8432,0.9261,0.6168,0.8708,0.7595,0.5455,0.7623
ENSG00000081138,0.0841,0.2104,0.0886,0.1929,0.0992,0.2961,0.0914,0.1368,0.3176,0.1582,0.1342,0.1887,0.1434,0.1799
ENSG00000081148,0.0595,0.0415,0.0519,0.036,0.0578,0.0532,0.0357,0.051,0.071,0.0375,0.0406,0.0429,0.0544,0.0743
ENSG00000081154,4.4465,4.3823,4.2723,4.1706,3.8563,5.2633,4.1591,4.5258,4.2051,4.6784,4.1297,4.7539,3.8588,4.0787
ENSG00000081177,0.2752,0.2135,0.1133,0.2958,0.1842,0.1566,0.2114,0.2388,0.2516,0.2735,0.2445,0.1007,0.2354,0.2674
ENSG00000081181,0.2056,0.083,0.1404,0.1368,0.1739,0.15,0.0381,0.1309,0.1299,0.6811,0.1207,0.1781,0.0975,0.2198
ENSG00000081189,18.4896,18.2706,17.7566,21.689,24.8233,27.9423,19.0126,18.555,21.5201,14.4153,16.2587,4.0022,26.8863,13.6652
ENSG00000081237,10.3128,15.3647,14.2048,17.8347,22.089,25.5277,14.0824,16.8929,25.2484,10.8117,13.1165,7.6315,8.2316,18.205
ENSG00000081248,0.002,0.0024,0.0024,0.0014,0.0027,0.0023,0.0024,0.006,0.0021,0.0029,0.0027,0.0022,0.0022,0.0022
ENSG00000081277,0.002,0.0024,0.0024,0.0014,0.0027,0.0023,0.0024,0.006,0.0106,0.0029,0.0027,0.0022,0.0022,0.0022
