gene,GSM7813411,GSM7813412,GSM7813413,GSM7813414,GSM7813415,GSM7813416,GSM7813417,GSM7813418,GSM7813419,GSM7813420,GSM7813421,GSM7813422,GSM7813423,GSM7813424
ENSG00000000003,0.3704,0.4329,0.0823,0.383,0.1406,0.3735,0.3366,0.3032,0.5199,0.2884,0.0816,0.124,0.1663,0.175
ENSG00000000419,1.947,1.3888,1.8289,1.8486,1.3881,1.1432,1.7981,1.4992,0.9662,2.1737,1.2226,0.8926,1.3323,1.1978
ENSG00000000457,1.1704,0.6598,0.7602,0.7281,0.6236,0.8862,0.6945,0.8328,1.064,0.9105,0.7993,0.9963,0.6302,0.6102
ENSG00000000460,0.4409,0.661,0.6639,0.5598,0.616,0.3897,0.5098,0.5765,0.5175,1.2463,0.6869,0.1382,0.5182,0.7538
ENSG00000000938,3.5006,1.0386,0.412,0.9013,6.3137,8.6212,6.2019,4.3412,2.9619,0.0029,6.7039,5.4295,4.4505,7.1573
ENSG00000000971,0.0143,0.0024,0.0169,0.0042,0.0027,0.0069,0.0024,0.01,0.0063,0.0145,0.0134,0.0112,0.0151,0.0067
ENSG00000001036,0.861,0.9641,1.2745,1.0962,1.2233,1.0254,0.658,1.0984,0.8764,0.815,0.7169,0.7299,0.6586,0.6277
ENSG00000001084,0.454,0.2153,0.4539,0.4167,0.4763,0.4244,0.6493,0.4231,0.3758,0.3797,0.5157,0.5361,0.3227,0.5554
ENSG00000001167,0.5729,0.5205,0.759,0.5875,0.514,0.5335,0.6485,0.4957,0.3319,1.0221,0.5025,0.7181,0.7666,0.573
ENSG00000001460,0.1567,0.2147,0.176,0.2655,0.2656,0.278,0.2349,0.1322,0.2377,0.1682,0.1143,0.1406,0.1962,0.1397
ENSG00000001461,0.9564,1.7634,0.8647,0.977,1.7779,1.5872,1.7142,0.9347,1.5371,0.3527,1.0424,0.5929,1.7106,1.2063
ENSG00000001497,2.0408,1.8206,2.0699,2.2263,2.6305,1.8961,2.9287,2.6914,1.6512,4.6266,2.8723,2.3244,3.4528,2.7618
ENSG00000001561,1.1397,0.8755,0.841,0.4236,0.5745,0.9446,0.8147,0.845,0.4165,0.3829,0.5669,0.6376,0.434,0.3528
ENSG00000001617,0.002,0.012,0.0217,0.0042,0.0137,0.0023,0.0024,0.002,0.0063,0.0029,0.0027,0.0022,0.0022,0.0022
ENSG00000001626,0.0183,0.0024,0.0024,0.0455,0.0137,0.0316,0.0024,0.01,0.0804,0.999,0.0134,0.0191,0.0194,0.0247
ENSG00000001629,3.8819,3.9699,3.3133,4.0067,3.469,3.8776,3.095,3.2628,4.2262,1.4709,2.8032,2.5089,2.4363,2.5279
ENSG00000001630,4.9565,5.4494,9.8031,7.9246,6.724,5.2992,3.7334,5.0197,6.1538,5.9747,3.6889,6.3921,2.7861,6.873
ENSG00000001631,2.7916,3.7284,3.3984,2.726,2.381,2.8431,2.7734,2.4874,2.8901,2.7633,2.7215,2.4167,3.4641,3.1595
ENSG00000002016,0.2467,0.2375,0.2386,0.1914,0.2007,0.4134,0.1784,0.1987,0.3531,0.3253,0.2445,0.2443,0.2922,0.2323
ENSG00000002079,0.002,0.0072,0.0217,0.0014,0.0082,0.0023,0.0024,0.01,0.0021,0.0029,0.0027,0.0022,0.0022,0.0247
ENSG00000002330,0.7197,0.3334,0.359,0.4236,0.4865,0.4503,0.4917,0.7326,0.5687,0.6651,0.5992,0.548,0.4599,0.2989
ENSG00000002549,3.4679,2.9767,3.6843,3.8649,2.1027,2.1132,2.9572,2.7356,2.1459,0.786,1.7062,1.6532,2.52,2.3348
ENSG00000002586,3.5822,4.2433,2.7934,4.8534,4.648,6.2164,4.753,6.7779,11.9276,6.1808,4.1921,4.9185,1.8335,4.3182
ENSG00000002587,1.4499,0.1184,0.0712,0.0716,0.0702,0.0682,0.2593,0.1171,0.0362,0.0264,0.2564,0.0067,0.033,0.0616
ENSG00000002726,0.0599,0.065,0.0024,0.0558,0.0358,0.0671,0.0071,0.0221,0.1631,0.0087,0.0457,0.0391,0.0454,0.0528
ENSG00000002745,0.0754,0.0744,0.041,0.0042,0.0027,0.0208,0.0119,0.0261,0.0106,0.0029,0.0081,0.0022,0.0022,0.0022
ENSG00000002746,0.4015,0.1746,0.154,0.2971,0.1448,0.246,0.1648,0.2509,0.3492,0.2203,0.4159,0.2389,0.3719,0.3078
ENSG00000002822,0.7835,0.3167,0.2456,0.3898,0.223,0.2067,0.7139,0.6617,0.4643,0.6029,0.4819,0.3228,0.7023,0.6079
ENSG00000002834,15.1741,17.3977,15.6296,14.8418,17.9988,17.8704,18.6107,19.72,15.3534,15.7267,15.1159,15.3884,17.1558,14.2465
ENSG00000002919,8.2522,3.9753,5.4675,3.9972,4.6777,2.7913,5.6984,3.787,2.5116,2.8131,6.3293,3.8632,4.9156,2.5781
ENSG00000002933,0.0265,0.012,0.0265,0.0375,0.0082,0.0162,0.0024,0.01,0.0106,0.0202,0.0081,0.0067,0.0065,0.0022
ENSG00000003056,4.4494,4.2068,5.5445,4.3931,5.8681,3.9479,4.9839,4.6535,3.855,3.1981,4.1857,2.9259,5.7866,4.5015
ENSG00000003096,0.0102,0.0744,0.306,0.0764,0.0522,0.1594,0.1876,0.01,0.0106,1.4194,0.7443,0.5391,0.3736,0.5865
ENSG00000003147,0.1751,0.2369,1.3206,0.2608,0.4379,0.3517,0.4543,0.2597,0.4928,2.3365,0.5392,0.3251,0.1325,0.3283
ENSG00000003249,0.4734,0.1286,0.591,0.2042,0.9874,0.8828,0.6345,0.2046,0.4074,0.3796,0.5204,1.4426,0.0807,0.6847
ENSG00000003393,0.3778,0.5902,0.3475,0.3283,0.3996,0.3353,0.3178,0.3503,0.2795,0.3307,0.4271,0.3831,0.2844,0.5223
ENSG00000003400,0.6405,1.3403,0.7173,0.9914,0.8409,1.2259,0.9068,0.908,1.0056,0.9247,0.7339,1.2095,0.5189,0.7108
ENSG00000003402,24.4589,30.7531,15.9465,17.8854,26.3017,18.7175,21.7906,18.3187,21.5296,5.8002,31.5784,21.4682,20.0137,15.9251
ENSG00000003436,3.1487,4.9981,2.7774,3.9271,2.7579,2.7606,3.0458,3.9011,5.0889,2.9842,4.7627,5.202,4.6242,4.6553
ENSG00000003509,0.6248,0.6056,0.5018,0.7328,0.7567,0.6685,0.4276,0.4225,0.5761,1.1234,0.575,0.829,0.7505,0.8344
ENSG00000003756,4.7486,4.8043,4.0747,3.9738,3.6723,4.4763,3.4618,3.4226,4.5467,3.6929,3.9457,3.5515,4.8154,3.7087
ENSG00000003987,0.043,0.0384,0.0133,0.0197,0.0099,0.0449,0.0564,0.0489,0.0734,0.0098,0.0634,0.019,0.0137,0.0576
ENSG00000003989,0.002,0.0168,0.0024,0.0125,0.0027,0.0023,0.0024,0.002,0.0148,0.1181,0.0349,0.0022,0.0108,0.0022
ENSG00000004059,0.075,0.0502,0.0897,0.0756,0.0456,0.0979,0.1415,0.1275,0.0468,0.0402,0.1066,0.031,0.0947,0.0832
ENSG00000004139,0.3998,0.1617,0.4474,0.3505,0.1826,0.276,0.202,0.1717,0.1947,0.186,0.1614,0.2302,0.2453,0.2264
ENSG00000004142,4.5523,4.2322,4.8228,4.6795,5.0214,4.2563,5.2481,4.9871,2.6795,4.9572,5.5525,3.6509,6.0313,3.4199
ENSG00000004399,0.0102,0.0216,0.0072,0.0125,0.0137,0.0716,0.0071,0.006,0.019,0.0029,0.0081,0.0201,0.0022,0.0067
ENSG00000004455,9.9562,10.6428,12.706,10.298,14.6321,10.0716,12.1544,12.2168,9.8034,11.732,12.4271,13.6937,14.7423,13.8449
ENSG00000004468,3.7488,7.3145,3.2005,2.7915,1.4499,11.2061,5.7931,2.8314,5.5296,0.0676,2.0099,4.336,0.1458,1.1258
ENSG00000004478,3.7738,2.2667,3.0578,2.9651,2.8999,2.2979,3.1425,3.4942,2.2812,4.9375,2.8186,2.8702,4.2907,3.9573
ENSG00000004487,1.0173,1.6719,2.6771,1.8568,1.7344,1.254,1.3088,1.5595,1.5285,3.3426,1.8406,1.8367,1.5483,1.9034
ENSG00000004534,3.0567,3.8333,4.0767,3.4566,2.9008,4.2036,3.0097,3.5406,4.3234,4.0055,2.8592,3.5969,3.1878,2.6526
ENSG00000004660,0.0429,0.0461,0.0218,0.0323,0.0414,0.0862,0.0167,0.0302,0.1219,0.0259,0.0081,0.0515,0.0152,0.0434
ENSG00000004700,0.8354,1.1566,0.8292,1.69,0.867,1.0177,1.7124,0.9515,1.1023,1.4641,1.2478,0.6442,0.9748,0.5856
ENSG00000004766,0.6845,0.7251,0.5444,0.5857,0.6353,0.4757,0.7155,0.6586,0.4939,0.4517,0.6425,0.3813,0.6797,0.7576
ENSG00000004776,0.0143,0.0024,0.0169,0.0042,0.0247,0.0023,0.0024,0.006,0.0106,0.0317,0.0027,0.0067,0.0108,0.0067
ENSG00000004777,0.1081,0.2183,0.1663,0.1153,0.2062,0.1409,0.0831,0.1305,0.2474,0.1641,0.1102,0.226,0.2613,0.2045
ENSG00000004779,9.9838,8.8439,10.6819,10.0286,11.3273,7.0554,13.7173,12.1164,6.4926,17.4325,12.6206,9.434,11.395,11.8674
ENSG00000004799,0.002,0.0024,0.0024,0.0014,0.0027,0.0069,0.0024,0.002,0.0021,0.0029,0.0027,0.0022,0.0022,0.0022
ENSG00000004809,0.002,0.012,0.0024,0.0097,0.0027,0.0023,0.0024,0.01,0.0063,0.0086,0.0027,0.0022,0.0108,0.0157
ENSG00000004838,0.0224,0.012,0.0072,0.0069,0.0082,0.0069,0.0024,0.014,0.0063,0.0317,0.0134,0.0246,0.0151,0.0112
ENSG00000004846,0.0403,0.0663,0.0463,0.0642,0.0735,0.0172,0.0214,0.0876,0.1924,0.0883,0.0711,0.0898,0.1499,0.0618
ENSG00000004848,0.0795,0.0843,0.0314,0.0597,0.0431,0.0208,0.0166,0.0463,0.1019,0.0549,0.0588,0.0583,0.065,0.0431
ENSG00000004864,1.1682,0.8036,1.3277,0.868,0.8933,0.552,1.171,0.9333,0.666,1.0336,1.099,1.5593,0.732,1.418
ENSG00000004866,1.209,1.9117,1.4,1.7791,4.0488,2.127,1.5083,1.9408,1.2622,4.2696,1.9749,1.2237,2.0622,3.8764
ENSG00000004897,7.9124,7.3663,8.894,7.3981,7.4682,6.1367,9.2331,8.0743,6.1975,9.2042,8.7807,6.3691,8.7865,6.0292
ENSG00000004939,0.2071,0.1788,0.1049,0.2437,0.1846,0.1881,0.1883,0.1348,0.2224,0.1961,0.2199,0.1589,0.2193,0.301
ENSG00000004948,0.002,0.0024,0.0024,0.0014,0.0027,0.0023,0.0024,0.002,0.0063,0.0029,0.0027,0.0022,0.0022,0.0022
ENSG00000004961,2.1101,2.0269,2.7494,2.0013,2.2347,1.582,2.829,2.3864,1.3087,5.2369,2.8777,1.5817,2.2393,2.4427
ENSG00000004975,1.0255,0.9475,1.029,1.1793,1.1902,1.037,1.209,1.07,0.8956,0.8705,1.0882,0.9776,0.6932,1.1396
ENSG00000005007,3.8268,3.3941,4.0072,3.5012,3.0428,3.037,3.228,4.1887,3.0465,3.8262,3.6032,3.7562,5.4826,3.9618
ENSG00000005020,5.5869,5.5053,5.4453,5.62,5.1104,3.7855,6.53,6.6755,4.5597,1.4354,5.2864,4.7501,2.914,4.13
ENSG00000005022,16.0879,10.5373,15.4771,16.7643,19.205,13.194,18.981,17.2504,11.7738,20.991,17.6828,15.4519,17.1217,18.9955
ENSG00000005059,1.0717,2.7273,3.0976,3.4512,2.2395,3.5635,2.7392,3.1352,3.3645,1.31,2.1789,0.9233,2.4927,1.8135
ENSG00000005073,0.002,0.0072,0.0024,0.0014,0.0027,0.0023,0.0024,0.002,0.0021,0.0029,0.0027,0.0022,0.0022,0.0202
ENSG00000005075,5.1961,4.3222,3.8189,3.6266,5.6391,3.7017,6.3693,5.3805,3.6574,8.019,4.9702,3.3834,5.6642,4.8344
ENSG00000005100,2.5456,2.3961,2.795,2.545,2.2105,2.2321,2.5848,2.5045,2.0096,4.4356,2.981,2.5736,2.4807,2.4015
ENSG00000005102,0.0143,0.0024,0.0024,0.0347,0.0082,0.0023,0.0071,0.002,0.0529,0.072,0.0564,0.0112,0.0885,0.0157
ENSG00000005108,0.002,0.0264,0.0024,0.0569,0.0137,0.0255,0.0071,0.0141,0.0275,0.0029,0.0081,0.0022,0.0065,0.0202
ENSG00000005156,4.0964,4.1038,4.25,3.4171,3.5056,3.9693,4.3687,3.4253,3.8457,4.5728,4.3057,5.0394,5.3113,2.6172
ENSG00000005175,2.1912,1.9462,2.5865,2.5819,2.2864,2.2245,2.3545,2.1478,2.6012,3.3126,2.4381,2.4119,2.1004,2.5407
ENSG00000005187,1.1254,0.6614,1.1521,0.4727,0.2574,0.6279,0.708,0.8374,0.6074,0.4586,0.3996,1.131,0.3906,0.9478
ENSG00000005189,0.3649,0.3674,0.4024,0.332,0.3491,0.3764,0.2874,0.3191,0.2178,0.3196,0.2338,0.3781,0.2095,0.3663
ENSG00000005194,1.4903,1.1777,2.0506,1.6957,1.8883,0.94,2.2922,1.7321,0.9197,2.928,2.0985,1.2013,2.3516,1.4225
ENSG00000005206,1.0829,0.9099,0.7403,0.9904,1.1242,0.858,0.8576,0.9294,1.0514,0.6827,0.8317,0.9424,0.7065,0.8876
ENSG00000005238,0.4057,0.4006,0.1952,0.3125,0.3381,0.2979,0.2589,0.279,0.3615,0.0777,0.1961,0.2036,0.1576,0.0652
ENSG00000005243,0.1284,0.0983,0.041,0.0208,0.1127,0.2564,0.0451,0.0381,0.0444,0.0086,0.0349,0.0291,0.0194,0.0742
ENSG00000005249,0.0245,0.0072,0.0048,0.0069,0.0027,0.0023,0.0048,0.01,0.0021,0.0605,0.0107,0.0022,0.0022,0.1573
ENSG00000005302,13.5873,6.8386,15.2938,4.3837,4.1478,5.3597,5.9512,4.5151,4.6344,2.3161,10.5516,5.818,4.9032,7.9528
ENSG00000005339,3.4033,4.1398,4.5953,3.2719,2.5601,3.3662,3.0523,3.3096,3.1787,3.8384,3.4903,3.0808,4.7701,2.7309
ENSG00000005379,0.9195,0.407,0.3831,0.6072,0.4041,0.3074,0.2495,0.3354,0.2435,0.3491,0.309,0.3648,0.7278,0.3349
ENSG00000005381,0.002,0.0024,0.0024,0.0097,0.0082,0.0023,0.0024,0.006,0.0021,0.0029,0.0027,0.0201,0.0022,0.0787
ENSG00000005421,0.002,0.0072,0.0024,0.0205,0.0027,0.013,0.0024,0.002,0.0157,0.0029,0.0027,0.0113,0.0022,0.0067
ENSG00000005436,0.9326,0.8515,1.0335,1.0649,1.0523,0.8118,0.8722,0.9144,1.3385,1.2216,1.2198,1.0172,1.1691,1.2926
ENSG00000005448,2.3644,5.1664,5.4245,4.239,5.8045,6.0805,2.8907,5.0325,5.0043,4.5146,2.7751,5.0128,4.5989,3.8542
ENSG00000005469,0.8502,0.3219,0.3542,0.3764,0.3161,0.3533,0.6105,0.3753,0.4249,0.4866,0.9796,0.2081,0.5938,0.4697
ENSG00000005471,0.5526,0.8154,0.4937,0.0736,0.8101,0.7753,0.5123,0.7272,1.3026,0.0086,0.7458,0.1941,0.6428,0.8287
ENSG00000005483,11.319,20.2127,14.7012,14.8131,16.3134,21.601,10.7672,13.9103,20.3142,11.688,11.5314,15.1434,13.3652,11.6929
ENSG00000005486,1.0704,0.9571,0.9422,1.0791,1.1792,0.7552,1.1093,1.0497,0.4968,1.1487,0.9646,0.6107,0.6111,0.9416
ENSG00000005513,0.002,0.0024,0.0024,0.0014,0.0027,0.0439,0.0024,0.014,0.0148,0.0029,0.0081,0.0022,0.0065,0.0157
ENSG00000005700,2.6342,3.1683,2.7913,2.6953,2.8333,3.1911,2.7923,2.5112,3.3433,1.9271,2.8047,2.6972,1.905,2.0225
ENSG00000005801,1.5805,1.4582,1.7864,1.7634,1.3487,1.4208,1.4224,1.5767,1.7619,1.4735,1.7716,1.3765,1.6576,1.5509
ENSG00000005810,11.9545,11.1091,7.0794,11.5683,9.7524,11.4995,10.3052,10.8756,12.0328,17.3053,10.8443,11.8851,12.8262,9.8902
ENSG00000005812,0.8032,0.9115,0.9146,0.9764,0.7238,0.9826,0.8263,0.8493,1.2345,0.7132,0.7271,0.5939,0.7761,0.7197
ENSG00000005844,1.1693,5.1427,1.6364,2.7443,4.1653,5.2388,5.7155,5.0834,7.3542,0.6859,7.0585,4.0076,3.0853,4.9821
ENSG00000005882,0.3435,0.2738,0.1277,0.2069,0.2336,0.2102,0.3159,0.3552,0.2558,0.3368,0.3295,0.0112,0.7925,0.191
ENSG00000005884,0.2356,0.5002,0.2183,0.2714,0.2146,0.3352,0.1488,0.331,0.58,0.2447,0.1823,0.2511,0.3841,0.1787
ENSG00000005889,1.7135,0.9757,1.5686,1.3419,0.9256,1.3339,0.8074,0.871,1.1363,0.8436,1.5449,0.7806,1.6945,1.003
ENSG00000005893,2.5429,3.1551,2.2486,3.1025,3.1103,2.7806,3.1971,2.7525,2.3519,3.207,3.1056,2.8388,2.6283,3.0945
ENSG00000005961,0.0066,0.0347,0.0362,0.0481,0.0303,0.028,0.0119,0.006,0.0118,0.0149,0.0027,0.022,0.0512,0.0477
ENSG00000005981,0.0102,0.0506,0.0169,0.0158,0.0195,0.032,0.0262,0.0643,0.058,0.072,0.0403,0.0292,0.0465,0.0067
ENSG00000006007,3.8619,2.7789,2.8975,3.2239,2.5258,2.1041,3.7575,3.2652,2.1424,2.55,3.0884,1.9678,2.5372,2.3194
ENSG00000006015,1.3745,0.755,0.8497,1.0644,0.799,0.8883,1.1003,1.6338,1.3289,0.6706,1.1289,1.1268,1.0638,0.6898
ENSG00000006016,0.002,0.0024,0.0024,0.0014,0.0137,0.0189,0.0024,0.0061,0.0021,0.0086,0.0027,0.0123,0.0144,0.007
ENSG00000006025,0.63,0.7364,0.4795,0.4291,0.613,0.6443,0.6532,0.6844,0.5772,0.5729,0.6422,0.6644,0.8357,0.3348
ENSG00000006042,0.1351,0.1038,0.0544,0.1747,0.097,0.1348,0.0497,0.0782,0.2486,0.5365,0.0689,0.586,0.1036,0.1178
ENSG00000006047,0.002,0.0024,0.0024,0.0014,0.0027,0.0023,0.0024,0.002,0.0021,0.0029,0.0027,0.0067,0.0022,0.0022
ENSG00000006062,0.9399,0.9954,0.947,0.7652,0.8713,0.8014,0.5867,0.6523,0.6617,0.2908,0.9216,0.8121,1.0214,0.5955
ENSG00000006071,0.0061,0.0217,0.012,0.0209,0.0192,0.0023,0.0071,0.0141,0.0106,0.0029,0.0081,0.0157,0.0238,0.0113
ENSG00000006116,0.002,0.0168,0.0024,0.0014,0.0027,0.0069,0.0024,0.002,0.0106,0.0202,0.0564,0.0067,0.0108,0.0022
ENSG00000006118,0.2705,0.5687,0.5324,0.6587,0.6684,0.491,0.1653,0.5997,0.5301,0.4589,0.2596,0.3221,0.5187,0.4109
ENSG00000006125,10.5465,12.461,9.2602,11.6173,9.1009,9.6282,11.2755,10.29,7.9937,9.4518,12.6636,12.1946,11.8657,8.1236
ENSG00000006128,0.002,0.0072,0.0024,0.0014,0.0027,0.0023,0.0024,0.002,0.0021,0.0029,0.0027,0.0022,0.0022,0.0022
ENSG00000006194,0.7137,0.7415,0.8966,0.625,0.7102,0.8673,0.7559,0.7157,0.6332,0.6132,0.7017,0.7047,1.0082,0.8869
ENSG00000006210,0.0326,0.0619,0.0347,0.0752,0.0655,0.1092,0.0293,0.0346,0.1301,0.0838,0.064,0.0705,0.0719,0.1093
ENSG00000006282,0.9073,0.6213,0.3157,0.4652,1.3386,0.4319,0.848,0.8971,0.8816,0.2102,0.6691,1.3624,0.7579,0.5236
ENSG00000006283,0.0563,0.1103,0.0437,0.0818,0.0467,0.1048,0.0761,0.0823,0.2463,0.1201,0.0444,0.106,0.0865,0.106
ENSG00000006327,0.0224,0.0024,0.0024,0.0153,0.0192,0.0115,0.0071,0.0181,0.0063,0.0202,0.0081,0.0067,0.0022,0.0022
ENSG00000006377,0.002,0.0024,0.0024,0.0042,0.0082,0.0162,0.0024,0.006,0.0106,0.0086,0.0027,0.0112,0.0022,0.0022
ENSG00000006432,0.4626,0.3742,0.3229,0.4322,0.3247,0.3222,0.3565,0.4052,0.361,0.2131,0.4075,0.4845,0.3356,0.5917
ENSG00000006451,6.5383,6.1478,8.9711,6.7613,4.8569,7.4527,6.848,6.5045,4.4715,6.6246,6.7469,9.1208,4.7657,6.1865
ENSG00000006453,2.2458,4.3011,1.9735,0.7737,1.9837,1.3262,1.048,3.0135,0.5319,0.1017,4.0763,5.425,3.2128,4.7039
ENSG00000006459,0.0714,0.1127,0.0892,0.0764,0.1127,0.164,0.0736,0.1144,0.3573,0.0892,0.1048,0.0157,0.0238,0.0382
ENSG00000006468,0.002,0.0024,0.0024,0.0069,0.0027,0.0023,0.0024,0.01,0.0021,1.2812,0.0027,0.1186,0.0022,0.0022
ENSG00000006530,0.5976,0.6473,0.4298,0.931,0.7822,0.77,0.5765,0.4858,0.7993,0.9563,0.4696,0.7673,0.9187,0.6472
ENSG00000006534,0.0984,0.2395,0.1413,0.2156,0.1601,0.3197,0.1351,0.199,0.384,0.2654,0.1279,0.1472,0.2228,0.2079
ENSG00000006555,0.0516,0.1798,0.0622,0.179,0.2023,0.1299,0.0262,0.1204,0.1274,0.0345,0.1948,0.2291,0.1141,0.3126
ENSG00000006576,2.0999,3.3185,2.6731,3.2182,2.5869,2.9513,1.67,2.757,3.5659,1.1065,1.7285,2.0854,1.7664,1.5931
ENSG00000006606,0.002,0.0024,0.0024,0.0014,0.0027,0.0023,0.0024,0.002,0.0021,0.0086,0.0027,0.0022,0.0022,0.0022
ENSG00000006607,1.037,1.0727,0.8566,1.1778,1.1432,1.0195,0.6918,1.2928,1.4307,2.0275,1.6591,1.099,1.4599,1.2968
ENSG00000006611,0.002,0.0024,0.0024,0.0014,0.0027,0.0023,0.0024,0.006,0.0021,0.0029,0.0027,0.0022,0.0022,0.0022
ENSG00000006625,4.3332,3.7247,4.4553,3.8801,5.8046,5.1538,4.469,4.4212,3.8306,6.0718,5.8961,4.1634,5.0465,7.0286
ENSG00000006634,2.2031,2.1407,3.1913,2.5689,2.1303,2.4506,2.9228,2.1501,2.3784,3.3467,2.3574,2.5486,2.8265,3.0706
ENSG00000006638,0.1098,0.2335,0.0333,0.157,0.0937,0.1374,0.049,0.1216,0.1116,0.1043,0.1029,0.1687,0.1158,0.0966
ENSG00000006652,0.727,0.9319,0.7592,0.7588,0.6912,0.9556,0.6229,0.79,0.9288,0.9212,0.7163,1.0762,0.7478,0.9998
ENSG00000006659,0.0102,0.0983,0.1277,0.0681,0.5521,0.1857,0.0926,0.2669,0.4961,0.0432,0.1209,0.0425,0.4902,0.3303
ENSG00000006695,1.0785,0.7268,1.1253,0.9263,0.8823,0.7829,1.228,1.142,0.6068,1.1372,1.0184,1.3043,0.6457,0.7798
ENSG00000006704,0.0819,0.2264,0.2163,0.1704,0.2873,0.3818,0.1989,0.2317,0.5637,0.3462,0.0547,0.1219,0.1351,0.3344
ENSG00000006712,1.7227,2.1898,2.1855,2.5261,2.2072,2.0115,2.4534,2.4103,1.6689,2.2081,2.0286,1.9884,2.1006,1.7364
ENSG00000006715,3.9055,3.1074,2.8873,2.9283,4.176,3.691,4.5845,3.3685,3.1349,2.54,3.8121,2.9884,3.4594,3.6184
ENSG00000006740,0.0758,0.0519,0.4079,0.1237,0.4492,0.1773,0.1643,0.1953,0.1339,0.2115,0.0513,0.0254,0.0889,0.0385
ENSG00000006744,3.8713,2.8625,3.8758,3.3231,4.4895,3.0204,4.6687,4.6504,2.8377,5.0907,3.973,3.5756,3.8771,2.9285
ENSG00000006747,0.3973,2.239,0.1893,0.5637,0.4294,0.5943,0.2468,0.464,1.256,0.6688,0.2907,0.4229,0.3897,0.3326
ENSG00000006756,0.5099,0.5938,0.4799,0.8474,0.1527,0.8167,0.9079,0.1669,1.8378,0.1342,0.7564,0.2044,0.3262,0.0585
ENSG00000006757,0.6216,0.479,1.0425,0.5466,0.5811,0.9111,0.4777,0.5164,0.5106,0.6196,1.2657,0.6179,0.7647,0.5875
ENSG00000006788,0.0143,0.0024,0.0024,0.0069,0.0027,0.0023,0.0071,0.002,0.0021,0.0029,0.0027,0.0022,0.0022,0.0022
ENSG00000006831,1.6403,1.823,2.1349,2.0293,1.8554,1.7783,1.6965,1.822,1.5516,2.0268,1.5423,1.783,1.762,2.0131
ENSG00000006837,0.0686,0.1487,0.0892,0.1401,0.109,0.1398,0.0356,0.0662,0.0823,0.1212,0.1048,0.1276,0.1447,0.1281
ENSG00000007001,0.002,0.0024,0.0024,0.0014,0.0027,0.0069,0.0024,0.0063,0.0021,0.0432,0.0027,0.0022,0.0108,0.0022
ENSG00000007038,0.002,0.0168,0.0072,0.0014,0.0055,0.0554,0.019,0.004,0.8372,0.0029,0.0027,0.0022,0.0108,0.5955
ENSG00000007047,1.2534,1.3059,1.3101,0.9302,1.6991,1.3667,1.2391,0.9867,1.4386,1.4771,1.0846,1.1139,1.3152,1.2952
ENSG00000007062,0.002,0.0264,0.0024,0.0236,0.0082,0.0115,0.0071,0.002,0.0063,0.0086,0.0082,0.0246,0.0022,0.0022
ENSG00000007080,0.8083,0.4924,0.4906,0.5103,0.4553,0.3396,0.6726,0.5744,0.4792,0.7531,0.5156,0.4417,0.6527,0.5908
ENSG00000007129,0.0347,0.1583,0.1468,0.1139,0.1154,0.2587,0.1089,0.1706,0.2114,0.0029,0.0564,0.0336,0.2203,0.2468
ENSG00000007168,5.4721,6.6066,6.0973,5.3012,5.5323,5.7576,5.8837,5.7091,5.7959,5.8295,5.6467,5.172,4.4617,3.7185
ENSG00000007171,0.002,0.012,0.0024,0.0014,0.0027,0.0023,0.0024,0.002,0.0021,0.0029,0.0027,0.0022,0.0022,0.0022
ENSG00000007174,0.0292,0.0716,0.0024,0.0419,0.0152,0.0507,0.0127,0.0143,0.0441,0.0089,0.0378,0.0758,0.0419,0.0227
ENSG00000007202,1.7513,1.4608,1.8386,2.1985,2.1148,1.3741,2.3064,2.1823,1.3298,2.9887,2.3575,1.3459,2.7973,1.6825
ENSG00000007216,0.0143,0.0024,0.0024,0.0014,0.0027,0.0023,0.0024,0.002,0.0021,0.0086,0.0027,0.0067,0.0065,0.0022
ENSG00000007237,1.4215,1.2968,1.4724,3.9771,1.414,2.2289,1.074,0.6131,2.1948,0.425,0.7886,0.5919,0.6464,1.208
ENSG00000007255,2.9379,3.5812,2.6048,2.8568,3.6805,4.6813,2.6912,3.2373,3.8076,1.5518,2.9207,4.4139,3.3319,2.5685
ENSG00000007264,0.0277,0.0184,0.0122,0.041,0.0411,0.0494,0.0266,0.0262,0.0367,0.0366,0.0134,0.0256,0.0066,0.0698
ENSG00000007312,10.2285,2.2379,4.6,3.7734,2.537,4.3164,4.5677,4.0682,3.7442,1.4712,1.8029,3.7606,1.0214,0.8742
ENSG00000007314,0.0306,0.0168,0.041,0.0069,0.0357,0.0485,0.0309,0.0181,0.019,0.0259,0.0134,0.0515,0.0108,0.0247
ENSG00000007341,0.1454,0.3229,0.1478,0.2262,0.2537,0.223,0.1973,0.2526,0.2595,0.2996,0.2659,0.2258,0.2709,0.3038
ENSG00000007350,0.002,0.0072,0.0024,0.0014,0.0027,0.0023,0.0024,0.002,0.0021,0.0029,0.0027,0.0022,0.0022,0.0022
ENSG00000007372,0.0294,0.049,0.0575,0.1188,0.051,0.0461,0.0728,0.0432,0.1376,0.0382,0.029,0.0259,0.0305,0.0209
ENSG00000007376,1.9348,1.1586,1.6313,1.6985,1.6739,0.963,2.1971,2.2539,1.2283,1.6267,2.1415,1.3937,2.1356,1.5843
ENSG00000007384,0.0102,0.06,0.041,0.0292,0.0192,0.0115,0.0261,0.01,0.0148,0.0029,0.0134,0.0067,0.0151,0.0876
