gene,GSM7670133,GSM7670134,GSM7670135,GSM7670136,GSM7670137,GSM7670138,GSM7670139,GSM7670140,GSM7670141,GSM7670142,GSM7670143,GSM7670144
ENSG00000229358,0.0594,0.022,0.0189,0.0115,0.0201,0.0559,0.0283,0.0295,0.016,0.0598,0.0145,0.0202
ENSG00000229376,0.005,0.0121,0.0045,0.005,0.0114,0.0065,0.015,0.0061,0.0066,0.0116,0.0091,0.0121
ENSG00000229386,0.0155,0.0116,0.011,0.0103,0.0164,0.0146,0.0128,0.0131,0.0146,0.0118,0.0126,0.0169
ENSG00000229391,0.0023,0.0007,0.0025,0.0026,0.0047,0.0024,0.0007,0.0016,0.0013,0.0031,0.0039,0.0049
ENSG00000229419,0.0054,0.0117,0.0193,0.0229,0.0378,0.0039,0.0032,0.0321,0.018,0.0066,0.0084,0.0259
ENSG00000229427,0.0087,0.0037,0.0036,0.0026,0.0076,0.0024,0.0048,0.0027,0.0049,0.004,0.0073,0.0016
ENSG00000229456,0.0032,0.0007,0.0005,0.0078,0.0046,0.0015,0.0062,0.0016,0.0004,0.0031,0.0028,0.0038
ENSG00000229473,0.0205,0.0183,0.0188,0.0152,0.0178,0.0132,0.0131,0.0147,0.0129,0.0217,0.0128,0.0071
ENSG00000229474,0.2758,0.4448,0.1238,0.1986,0.2463,0.3071,0.4336,0.2177,0.1379,0.2943,0.3642,0.1903
ENSG00000229534,0.0005,0.0022,0.0015,0.0005,0.0015,0.0005,0.0048,0.0027,0.0004,0.0013,0.0006,0.0016
ENSG00000229560,0.0032,0.0066,0.0025,0.0037,0.0036,0.0024,0.0048,0.0038,0.0031,0.0022,0.0006,0.0027
ENSG00000229585,0.0005,0.0051,0.0015,0.0005,0.0005,0.0034,0.0007,0.0016,0.0004,0.0004,0.0006,0.0005
ENSG00000229590,0.0005,0.0011,0.0005,0.0038,0.0005,0.0029,0.0024,0.0005,0.0011,0.0004,0.0006,0.0005
ENSG00000229598,0.016,0.0227,0.0158,0.011,0.0107,0.0181,0.0312,0.0234,0.012,0.0181,0.0195,0.0234
ENSG00000229604,0.0014,0.0051,0.0005,0.0005,0.0015,0.0024,0.0076,0.0005,0.0004,0.0013,0.005,0.0005
ENSG00000229605,0.0005,0.0007,0.0068,0.0018,0.0005,0.0017,0.0007,0.0018,0.0015,0.0015,0.0006,0.0019
ENSG00000229638,0.0074,0.0169,0.0195,0.0221,0.0137,0.0188,0.0128,0.0219,0.0305,0.0126,0.0129,0.0077
ENSG00000229644,1.7983,2.2353,2.5733,0.6356,0.5493,1.3356,1.2954,1.6614,2.5429,1.3623,1.8614,0.6712
ENSG00000229659,0.0068,0.0124,0.0036,0.0047,0.0056,0.0044,0.0201,0.0082,0.0004,0.0058,0.005,0.0093
ENSG00000229676,0.0754,0.0317,0.1474,0.0833,0.0721,0.0817,0.008,0.1193,0.1579,0.0543,0.0355,0.0846
ENSG00000229703,0.0105,0.0417,0.0036,0.0183,0.0178,0.023,0.0256,0.0158,0.0102,0.019,0.0218,0.0158
ENSG00000229754,0.0005,0.0037,0.0005,0.0005,0.0025,0.0005,0.0021,0.0005,0.0004,0.0013,0.0028,0.0016
ENSG00000229758,0.0005,0.0007,0.0015,0.0058,0.0015,0.0005,0.0007,0.0016,0.0013,0.0004,0.0006,0.0005
ENSG00000229759,0.0667,0.1021,0.0349,0.0678,0.0849,0.0515,0.0898,0.0639,0.0467,0.0647,0.0914,0.1119
ENSG00000229769,0.0258,0.0007,0.0005,0.0005,0.0005,0.0358,0.0007,0.0005,0.0004,0.0392,0.0006,0.0005
ENSG00000229800,0.0014,0.0055,0.0005,0.0037,0.0039,0.0046,0.0062,0.0016,0.004,0.004,0.0073,0.0027
ENSG00000229809,0.2916,0.2653,0.2315,0.2713,0.3013,0.3162,0.357,0.2768,0.2334,0.2775,0.3247,0.262
ENSG00000229815,0.0018,0.0037,0.0005,0.0005,0.0025,0.0042,0.0007,0.0005,0.0004,0.0004,0.0006,0.0019
ENSG00000229816,0.0541,0.0576,0.0181,0.0435,0.0424,0.0297,0.0595,0.0323,0.0278,0.0327,0.0537,0.0641
ENSG00000229828,0.0143,0.0056,0.0016,0.0005,0.0005,0.0005,0.0035,0.0016,0.004,0.0041,0.0039,0.0082
ENSG00000229833,1.1605,1.2029,1.3976,1.0671,1.1708,1.3499,1.1673,1.2667,1.5159,1.2341,1.2092,1.0801
ENSG00000229859,0.005,0.0051,0.0025,0.0005,0.0076,0.0029,0.0035,0.0068,0.0022,0.0004,0.0045,0.0055
ENSG00000229870,0.0059,0.0007,0.0025,0.0037,0.0015,0.0024,0.0035,0.0027,0.004,0.0058,0.0028,0.0027
ENSG00000229894,0.0005,0.0007,0.0034,0.0063,0.0016,0.0027,0.0071,0.0114,0.0014,0.0024,0.0043,0.003
ENSG00000229920,0.0077,0.0139,0.0036,0.012,0.0148,0.0064,0.0035,0.0114,0.0138,0.0066,0.0073,0.0147
ENSG00000229924,0.0005,0.0057,0.0005,0.0016,0.0005,0.0005,0.0022,0.0005,0.0004,0.0004,0.0017,0.0005
ENSG00000229927,0.0032,0.0051,0.002,0.0005,0.0005,0.0005,0.0076,0.0005,0.0042,0.0018,0.0006,0.0005
ENSG00000229932,0.0005,0.0007,0.0028,0.0029,0.0016,0.0005,0.0007,0.003,0.0004,0.0063,0.0054,0.0042
ENSG00000229944,0.0005,0.2787,0.0005,0.1121,0.0005,0.0393,0.0007,0.0005,0.0004,0.0476,0.2342,0.0005
ENSG00000229948,0.0032,0.008,0.0005,0.0016,0.0015,0.0044,0.0007,0.0016,0.0013,0.0004,0.0006,0.0005
ENSG00000229972,0.0005,0.0207,0.0005,0.004,0.0008,0.0015,0.0024,0.0086,0.0004,0.0004,0.0006,0.0056
ENSG00000229979,0.005,0.0066,0.0036,0.0026,0.0036,0.0073,0.0104,0.0049,0.0076,0.0013,0.0056,0.006
ENSG00000230006,0.0237,0.0422,0.0242,0.0472,0.0447,0.0335,0.0215,0.0303,0.0238,0.0279,0.029,0.0304
ENSG00000230018,0.0005,0.0007,0.0005,0.0037,0.0005,0.0005,0.0021,0.0038,0.0004,0.0004,0.0006,0.0005
ENSG00000230022,0.0005,0.0007,0.0025,0.0037,0.0005,0.0005,0.0021,0.0005,0.0013,0.004,0.0039,0.0016
ENSG00000230042,0.0023,0.0066,0.0036,0.0058,0.0036,0.0054,0.0048,0.0049,0.0076,0.0031,0.0073,0.0049
ENSG00000230043,0.0005,0.0007,0.0005,0.0015,0.0005,0.0041,0.0007,0.0005,0.0004,0.0008,0.0006,0.0005
ENSG00000230054,0.0032,0.0007,0.0005,0.0016,0.0005,0.0005,0.0035,0.0038,0.0004,0.0004,0.0039,0.0005
ENSG00000230066,0.0184,0.0212,0.0096,0.01,0.0185,0.0121,0.0187,0.0179,0.0004,0.0164,0.0195,0.0277
ENSG00000230067,0.0005,0.0051,0.0026,0.0016,0.0005,0.0015,0.0007,0.0049,0.0031,0.0004,0.0039,0.0005
ENSG00000230069,0.0005,0.0021,0.0005,0.0005,0.0087,0.0005,0.0035,0.006,0.0045,0.0004,0.0044,0.0063
ENSG00000230071,0.0173,0.0197,0.0188,0.0171,0.0302,0.0127,0.0281,0.0228,0.0316,0.0173,0.0229,0.0153
ENSG00000230076,0.0005,0.0007,0.0005,0.0005,0.0046,0.0005,0.0007,0.0005,0.0013,0.0013,0.0017,0.0016
ENSG00000230099,0.1987,0.1612,0.3039,0.1111,0.1653,0.2225,0.2654,0.3612,0.3434,0.2379,0.1917,0.1302
ENSG00000230124,1.857,1.863,2.0111,1.3071,1.4644,1.6363,1.7731,1.8987,2.0644,1.7678,1.8039,1.5039
ENSG00000230162,0.0032,0.0007,0.0015,0.0016,0.0046,0.0005,0.0021,0.0038,0.0013,0.0013,0.0061,0.0005
ENSG00000230170,0.0005,0.0023,0.0005,0.0005,0.0005,0.0005,0.0007,0.0005,0.0013,0.0004,0.0039,0.0005
ENSG00000230201,0.0005,0.0022,0.0005,0.0037,0.0005,0.0015,0.0007,0.0005,0.0013,0.0013,0.0028,0.0005
ENSG00000230207,0.0037,0.0022,0.0031,0.0032,0.0016,0.0015,0.0035,0.0045,0.0023,0.0043,0.0023,0.005
ENSG00000230216,0.0005,0.0022,0.0025,0.0037,0.0087,0.0054,0.0007,0.002,0.0004,0.0031,0.005,0.0027
ENSG00000230219,0.0033,0.0026,0.0018,0.0056,0.0095,0.0046,0.0072,0.011,0.0014,0.0004,0.0098,0.0087
ENSG00000230224,0.0369,0.0314,0.0229,0.0256,0.0565,0.0504,0.0422,0.0462,0.0334,0.0465,0.0408,0.0354
ENSG00000230225,0.0241,0.0475,0.0341,0.0099,0.0107,0.0132,0.0201,0.0375,0.0325,0.0243,0.0441,0.0158
ENSG00000230231,0.0096,0.0066,0.0066,0.0068,0.0015,0.0083,0.0021,0.0049,0.0129,0.0084,0.0073,0.0005
ENSG00000230246,0.0093,0.016,0.0051,0.0041,0.0027,0.0017,0.0114,0.0074,0.0042,0.0063,0.0121,0.011
ENSG00000230257,0.0159,0.0241,0.0147,0.0288,0.0341,0.0269,0.0367,0.019,0.0085,0.0243,0.0229,0.0223
ENSG00000230267,0.0083,0.0137,0.0056,0.0421,0.0079,0.012,0.0106,0.0033,0.009,0.0013,0.0208,0.005
ENSG00000230280,0.0305,0.0329,0.0127,0.0183,0.0311,0.0318,0.027,0.031,0.0245,0.0252,0.0318,0.0223
ENSG00000230295,0.0114,0.0285,0.0137,0.0152,0.026,0.024,0.0367,0.0168,0.0111,0.0173,0.0084,0.0223
ENSG00000230302,0.0005,0.0022,0.0036,0.0005,0.0005,0.0005,0.0007,0.0005,0.0004,0.0004,0.0028,0.0005
ENSG00000230306,0.0077,0.011,0.0066,0.0058,0.0026,0.0054,0.0076,0.0103,0.0004,0.0058,0.0128,0.0016
ENSG00000230312,0.0087,0.0124,0.0097,0.0058,0.0056,0.0083,0.0007,0.006,0.0076,0.0111,0.0128,0.0267
ENSG00000230342,0.0029,0.0067,0.0005,0.0005,0.0005,0.0005,0.0022,0.0005,0.0004,0.0004,0.0006,0.0005
ENSG00000230358,0.0137,0.0209,0.0089,0.0087,0.0149,0.0069,0.0092,0.0067,0.0075,0.0072,0.0107,0.0049
ENSG00000230359,0.0141,0.0227,0.0178,0.0183,0.0178,0.0152,0.0215,0.0147,0.0156,0.0199,0.0084,0.0114
ENSG00000230364,0.0014,0.0007,0.0005,0.0016,0.0036,0.0034,0.0007,0.0005,0.0004,0.0031,0.0028,0.0005
ENSG00000230370,0.0014,0.0051,0.0005,0.0005,0.0005,0.0005,0.0007,0.0016,0.0004,0.0004,0.0006,0.0005
ENSG00000230373,0.185,0.3774,0.1557,0.2022,0.2844,0.1933,0.3106,0.1682,0.1036,0.1749,0.3128,0.2938
ENSG00000230397,0.0021,0.0007,0.0024,0.0048,0.0005,0.0027,0.0034,0.0025,0.0016,0.0019,0.0031,0.0052
ENSG00000230399,0.0005,0.0007,0.0005,0.0037,0.0036,0.0064,0.0035,0.0005,0.0013,0.0004,0.0006,0.0027
ENSG00000230409,0.01,0.0007,0.0038,0.0041,0.0005,0.0039,0.017,0.0005,0.0153,0.0161,0.0081,0.0088
ENSG00000230445,0.0278,0.0388,0.0361,0.0371,0.0484,0.0279,0.0615,0.0636,0.0316,0.0305,0.0553,0.0322
ENSG00000230453,0.0116,0.0371,0.0082,0.0065,0.0126,0.0169,0.0294,0.0101,0.0076,0.0083,0.0165,0.0027
ENSG00000230457,0.0087,0.011,0.0015,0.0068,0.0066,0.0074,0.0062,0.0071,0.0094,0.004,0.0118,0.0027
ENSG00000230465,0.0083,0.0069,0.0027,0.0112,0.0231,0.0075,0.005,0.0077,0.0167,0.0094,0.0065,0.013
ENSG00000230474,0.0041,0.0037,0.0025,0.0047,0.0015,0.0093,0.0104,0.0049,0.004,0.0093,0.0084,0.0016
ENSG00000230482,0.0077,0.0168,0.0056,0.0131,0.0076,0.0044,0.0104,0.0038,0.0076,0.0004,0.0128,0.006
ENSG00000230510,0.04,0.0671,0.0248,0.0423,0.0336,0.0302,0.0513,0.0435,0.0365,0.023,0.0566,0.0415
ENSG00000230519,0.0032,0.0007,0.0015,0.0047,0.0005,0.0015,0.0007,0.0005,0.0004,0.0058,0.0006,0.0005
ENSG00000230528,0.0171,0.0125,0.0068,0.0173,0.018,0.0162,0.0176,0.0061,0.0103,0.0147,0.012,0.0214
ENSG00000230561,0.0059,0.0183,0.0066,0.011,0.0168,0.0083,0.0076,0.0027,0.0112,0.0093,0.0095,0.018
ENSG00000230562,0.0022,0.0036,0.0045,0.0023,0.0024,0.0005,0.0031,0.0005,0.0004,0.0098,0.0006,0.0025
ENSG00000230568,0.0023,0.0007,0.0005,0.0058,0.0005,0.0005,0.0021,0.0005,0.0004,0.0013,0.0006,0.0005
ENSG00000230578,0.0076,0.0139,0.0067,0.0018,0.0052,0.0016,0.0035,0.0038,0.001,0.0074,0.0072,0.0024
ENSG00000230581,0.0132,0.0095,0.0117,0.0099,0.0138,0.0083,0.0215,0.0168,0.0236,0.0084,0.0117,0.0082
ENSG00000230583,0.0069,0.0022,0.0056,0.0058,0.0039,0.0034,0.0117,0.0049,0.0031,0.004,0.0106,0.0089
ENSG00000230585,0.0132,0.008,0.028,0.0173,0.0138,0.0113,0.0215,0.0223,0.0138,0.0111,0.0095,0.0093
ENSG00000230593,0.0148,0.0066,0.0117,0.0068,0.0168,0.0064,0.0104,0.0093,0.0067,0.0085,0.0073,0.0082
ENSG00000230596,0.0014,0.0022,0.0056,0.0048,0.0005,0.0005,0.0021,0.0038,0.004,0.0013,0.0051,0.0028
ENSG00000230601,0.0059,0.0051,0.0178,0.0099,0.0076,0.0064,0.0048,0.0114,0.012,0.0102,0.0039,0.0071
ENSG00000230604,0.0014,0.0022,0.0015,0.0005,0.0046,0.0005,0.0007,0.0038,0.0004,0.0004,0.0006,0.0016
ENSG00000230629,0.0164,0.007,0.0034,0.002,0.005,0.0072,0.0046,0.0052,0.0142,0.0134,0.0053,0.0068
ENSG00000230635,0.0005,0.0007,0.0005,0.0005,0.0005,0.0024,0.0007,0.0016,0.0004,0.004,0.002,0.0005
ENSG00000230666,0.0103,0.0157,0.0039,0.0161,0.019,0.0098,0.0231,0.0089,0.0055,0.0127,0.0102,0.0067
ENSG00000230673,0.0032,0.0022,0.0046,0.0037,0.0015,0.0015,0.0035,0.0049,0.004,0.0066,0.0028,0.0016
ENSG00000230683,0.0032,0.0124,0.0076,0.0078,0.0076,0.0015,0.0035,0.0081,0.0022,0.0022,0.0073,0.0093
ENSG00000230697,0.0005,0.0007,0.0015,0.0026,0.0036,0.0005,0.0007,0.0049,0.0004,0.0004,0.0006,0.0005
ENSG00000230701,0.0187,0.0183,0.0229,0.0131,0.0138,0.024,0.0333,0.0284,0.0227,0.0208,0.014,0.0125
ENSG00000230702,0.0005,0.0051,0.0005,0.0005,0.0005,0.0015,0.0021,0.0005,0.0013,0.0013,0.0039,0.0016
ENSG00000230756,0.0005,0.0007,0.0005,0.002,0.0005,0.0005,0.0041,0.0005,0.0004,0.0004,0.0006,0.002
ENSG00000230758,0.0023,0.0022,0.0015,0.0016,0.0015,0.0044,0.0021,0.006,0.0004,0.0004,0.0028,0.0005
ENSG00000230772,0.005,0.0037,0.0005,0.0089,0.0076,0.0073,0.0021,0.0071,0.0022,0.0066,0.0039,0.0038
ENSG00000230777,0.0014,0.0037,0.0005,0.0037,0.0005,0.0005,0.0035,0.0038,0.0004,0.0004,0.0028,0.0005
ENSG00000230778,0.0041,0.0022,0.0005,0.0047,0.0015,0.0034,0.0007,0.0005,0.0004,0.0004,0.0006,0.0005
ENSG00000230783,0.0014,0.0007,0.0005,0.0005,0.0046,0.0015,0.0007,0.0049,0.0013,0.0013,0.0006,0.0005
ENSG00000230795,0.2049,0.0007,0.0005,0.0005,0.0005,0.2336,0.0007,0.0005,0.0004,0.2444,0.0022,0.0005
ENSG00000230797,0.1743,0.136,0.2765,0.1531,0.1411,0.1185,0.0837,0.249,0.2665,0.167,0.1277,0.1579
ENSG00000230799,0.0059,0.0095,0.0127,0.0068,0.0056,0.0073,0.0048,0.0114,0.0067,0.0066,0.0073,0.006
ENSG00000230804,0.0006,0.0008,0.0084,0.0005,0.0006,0.0024,0.0007,0.0046,0.0031,0.0005,0.005,0.0049
ENSG00000230832,0.0023,0.0022,0.0005,0.0005,0.0025,0.0024,0.0021,0.0016,0.0004,0.0066,0.0017,0.0005
ENSG00000230847,0.0075,0.0382,0.0115,0.0268,0.0084,0.024,0.0193,0.0279,0.0237,0.0278,0.0409,0.0046
ENSG00000230849,0.0014,0.0051,0.0025,0.0026,0.0005,0.0015,0.0007,0.0022,0.0022,0.0004,0.0006,0.0049
ENSG00000230869,0.0426,0.036,0.0071,0.035,0.0295,0.0532,0.0348,0.017,0.0051,0.0388,0.023,0.0279
ENSG00000230870,0.0005,0.0037,0.0005,0.0037,0.0015,0.0054,0.0062,0.0016,0.0004,0.0031,0.0028,0.0027
ENSG00000230872,0.0146,0.0205,0.0046,0.012,0.0092,0.0078,0.0111,0.0076,0.0071,0.0075,0.0101,0.0098
ENSG00000230873,0.0303,0.0333,0.0299,0.079,0.0676,0.0154,0.0377,0.0318,0.0188,0.0249,0.0333,0.0641
ENSG00000230911,0.0032,0.0022,0.0005,0.0068,0.0015,0.0005,0.0007,0.006,0.0022,0.0031,0.0039,0.0005
ENSG00000230914,0.0041,0.0124,0.0025,0.0089,0.0015,0.0015,0.0048,0.0027,0.0049,0.0049,0.0073,0.0104
ENSG00000230927,0.0042,0.0007,0.0015,0.0028,0.0015,0.0005,0.0007,0.0005,0.0004,0.0013,0.0018,0.0016
ENSG00000230946,0.0005,0.0037,0.0005,0.0016,0.0046,0.0005,0.0062,0.0038,0.0013,0.0022,0.0028,0.0027
ENSG00000230951,0.0068,0.0066,0.0025,0.0005,0.0015,0.0034,0.0007,0.0049,0.004,0.0031,0.0006,0.0027
ENSG00000230965,0.0014,0.0007,0.0005,0.0256,0.0107,0.0005,0.0007,0.0005,0.0004,0.0004,0.0017,0.0158
ENSG00000230982,0.0724,0.1221,0.0137,0.1061,0.1085,0.0974,0.1086,0.0277,0.0174,0.088,0.0854,0.0638
ENSG00000230989,1.7949,1.5643,2.2667,1.8488,1.794,1.566,1.6981,1.7368,2.2747,1.7896,1.5641,1.7013
ENSG00000230992,0.0132,0.0024,0.006,0.0141,0.0049,0.014,0.0092,0.0092,0.0066,0.0093,0.0039,0.004
ENSG00000230993,0.0014,0.0066,0.0025,0.0068,0.0015,0.0015,0.0021,0.0027,0.0031,0.0013,0.0028,0.0016
ENSG00000231006,0.0005,0.0038,0.0037,0.0038,0.0005,0.0025,0.005,0.0005,0.0023,0.0014,0.0017,0.0017
ENSG00000231007,0.0078,0.0007,0.0005,0.0142,0.0159,0.0104,0.0007,0.0005,0.0004,0.0076,0.0028,0.0126
ENSG00000231047,0.0014,0.0037,0.0015,0.0005,0.0036,0.0024,0.0048,0.0016,0.0013,0.0022,0.0017,0.0027
ENSG00000231049,0.0041,0.0053,0.0057,0.008,0.0097,0.0093,0.0247,0.0127,0.0106,0.012,0.0207,0.0071
ENSG00000231066,0.0123,0.0022,0.0015,0.0173,0.0138,0.0034,0.0007,0.006,0.0076,0.0155,0.0028,0.0168
ENSG00000231084,0.0023,0.0051,0.0056,0.0016,0.0005,0.0054,0.0062,0.0016,0.004,0.0066,0.005,0.0038
ENSG00000231086,0.0023,0.0007,0.0005,0.0037,0.0005,0.0005,0.0007,0.0005,0.0004,0.0004,0.0006,0.0027
ENSG00000231087,0.0091,0.0084,0.0059,0.0049,0.0005,0.0077,0.0094,0.0051,0.0058,0.0088,0.0123,0.012
ENSG00000231192,0.0078,0.0212,0.0097,0.0058,0.0169,0.0144,0.0216,0.0092,0.0031,0.0173,0.0168,0.0098
ENSG00000231205,0.0971,0.0572,0.0841,0.1685,0.133,0.1416,0.0519,0.0898,0.0862,0.1581,0.0897,0.1246
ENSG00000231234,0.0097,0.02,0.0108,0.0121,0.0077,0.0104,0.0272,0.0202,0.0149,0.012,0.0265,0.016
ENSG00000231245,0.0026,0.1921,0.2166,0.0005,0.0005,0.0005,0.116,0.1363,0.1958,0.0094,0.1504,0.0042
ENSG00000231256,0.0136,0.0319,0.007,0.0156,0.0182,0.0157,0.0149,0.011,0.0089,0.0048,0.0156,0.0173
ENSG00000231259,0.6156,0.7443,0.9676,0.6127,0.605,0.6426,0.8261,0.8894,0.8524,0.7057,0.6778,0.5959
ENSG00000231307,0.0032,0.008,0.0056,0.0068,0.0025,0.0044,0.009,0.0049,0.0031,0.0031,0.0028,0.0038
ENSG00000231340,0.0056,0.0131,0.0053,0.0265,0.0184,0.0142,0.0139,0.003,0.0034,0.004,0.0099,0.0154
ENSG00000231345,0.0407,0.1148,0.0269,0.1364,0.1187,0.0733,0.1218,0.0236,0.0182,0.042,0.1217,0.1209
ENSG00000231389,0.0047,0.0379,0.0076,0.0375,0.0804,0.0096,0.0434,0.0299,0.0072,0.0033,0.012,0.0354
ENSG00000231395,0.005,0.0095,0.0066,0.0016,0.0076,0.0024,0.0062,0.0027,0.0031,0.004,0.005,0.0049
ENSG00000231431,0.0023,0.0024,0.0005,0.0029,0.0016,0.0045,0.0022,0.0005,0.0004,0.0004,0.0088,0.0046
ENSG00000231434,0.0023,0.0066,0.0025,0.0016,0.0005,0.0015,0.0007,0.006,0.0031,0.0013,0.005,0.0016
ENSG00000231445,0.0326,0.0454,0.0614,0.0294,0.0226,0.0155,0.0417,0.0348,0.059,0.018,0.032,0.0272
ENSG00000231468,0.005,0.0139,0.0249,0.0152,0.0066,0.0024,0.0076,0.0103,0.0067,0.004,0.0162,0.0147
ENSG00000231475,0.0055,0.008,0.0047,0.0047,0.0058,0.0054,0.0021,0.0094,0.0162,0.0037,0.005,0.006
ENSG00000231500,81.1098,72.5284,117.114,61.8325,67.3757,74.9359,82.5012,98.6486,120.3355,81.1063,66.1392,68.0573
ENSG00000231503,0.0005,0.0007,0.0036,0.0005,0.0005,0.0005,0.0007,0.0005,0.0004,0.0013,0.0006,0.0027
ENSG00000231512,0.0005,0.0024,0.0005,0.0005,0.0013,0.0005,0.0007,0.0005,0.0004,0.0035,0.0006,0.0023
ENSG00000231548,0.0033,0.0038,0.0078,0.0048,0.0067,0.0066,0.0022,0.0062,0.0004,0.0069,0.0017,0.0061
ENSG00000231550,0.0041,0.0007,0.0086,0.0026,0.0025,0.0073,0.0035,0.0038,0.0085,0.0049,0.0151,0.0049
ENSG00000231551,0.1524,0.1891,0.0936,0.2368,0.2578,0.1866,0.1787,0.1552,0.0998,0.1202,0.2422,0.2217
ENSG00000231579,0.0005,0.0007,0.0038,0.0028,0.0038,0.0015,0.0007,0.0005,0.0014,0.0004,0.0017,0.0029
ENSG00000231584,0.0822,0.0717,0.0584,0.0565,0.093,0.0836,0.0684,0.0862,0.0767,0.0801,0.0949,0.1239
ENSG00000231588,0.0232,0.0256,0.03,0.0256,0.0413,0.0269,0.0381,0.0288,0.02,0.0155,0.0564,0.0235
ENSG00000231645,0.0005,0.0007,0.0005,0.0005,0.0058,0.0017,0.0007,0.0005,0.0004,0.0013,0.0017,0.0027
ENSG00000231655,0.0032,0.0066,0.0056,0.0047,0.0046,0.0064,0.0159,0.0038,0.0004,0.0004,0.005,0.0049
ENSG00000231668,0.0032,0.0007,0.0005,0.0005,0.0005,0.0005,0.0021,0.0016,0.0004,0.0004,0.0028,0.0005
ENSG00000231701,0.0055,0.0091,0.0051,0.0005,0.0027,0.0051,0.0188,0.0176,0.0034,0.0004,0.0149,0.0005
ENSG00000231707,0.0005,0.0007,0.0015,0.0005,0.0005,0.0005,0.0076,0.0027,0.0013,0.0031,0.0006,0.0005
ENSG00000231738,0.0116,0.0346,0.0067,0.015,0.0198,0.0065,0.0234,0.0119,0.0129,0.0076,0.0247,0.0116
ENSG00000231752,0.1457,0.2002,0.1543,0.1431,0.1385,0.1425,0.1712,0.1188,0.1078,0.1466,0.2606,0.1378
ENSG00000231767,0.0087,0.0007,0.0036,0.0005,0.0057,0.0034,0.0021,0.0027,0.004,0.0031,0.0006,0.0005
ENSG00000231784,0.0269,0.0358,0.0507,0.0214,0.0331,0.0298,0.0381,0.0353,0.0449,0.0358,0.0307,0.0365
ENSG00000231787,0.0023,0.0007,0.0036,0.0026,0.0036,0.0024,0.0021,0.0005,0.0022,0.0004,0.0017,0.0027
ENSG00000231793,0.1863,0.185,0.1652,0.08,0.0443,0.1483,0.1834,0.195,0.1259,0.203,0.1435,0.0921
ENSG00000231799,0.026,0.0517,0.0127,0.0173,0.0209,0.0162,0.0298,0.0343,0.0156,0.0146,0.0273,0.0202
ENSG00000231822,0.0069,0.0123,0.004,0.0029,0.0039,0.006,0.0114,0.0121,0.0056,0.0015,0.0146,0.008
ENSG00000231831,0.0005,0.0037,0.0005,0.0047,0.0066,0.0005,0.0007,0.0038,0.0004,0.0004,0.0006,0.0027
ENSG00000231845,0.0023,0.0037,0.0025,0.0005,0.0005,0.0005,0.0007,0.0027,0.0022,0.0013,0.0006,0.0005
ENSG00000231861,0.0077,0.0125,0.0087,0.0111,0.0108,0.0025,0.0091,0.0147,0.015,0.0128,0.0117,0.0114
ENSG00000231884,0.0005,0.0007,0.0005,0.0037,0.0005,0.0025,0.0007,0.0027,0.0013,0.0004,0.0006,0.0016
ENSG00000231887,0.019,0.0466,0.0288,0.0261,0.0281,0.0278,0.0293,0.0241,0.0323,0.0162,0.0475,0.0081
ENSG00000231888,0.0005,0.0007,0.0005,0.0037,0.0036,0.0005,0.0007,0.0005,0.0013,0.0004,0.0039,0.0005
ENSG00000231907,0.0014,0.0037,0.0015,0.0026,0.0025,0.0005,0.0048,0.0038,0.0013,0.0004,0.0017,0.0005
ENSG00000231909,0.0005,0.0007,0.0005,0.0016,0.0046,0.0005,0.0035,0.0027,0.0013,0.0004,0.0017,0.0005
ENSG00000231925,0.5159,0.5989,6.2344,2.824,2.5302,0.2479,0.3261,4.5196,6.6074,0.5532,0.4664,4.1918
ENSG00000231940,0.0087,0.011,0.0097,0.0162,0.0117,0.0093,0.027,0.0168,0.0165,0.0102,0.0218,0.0191
ENSG00000231942,0.0014,0.0007,0.0005,0.0026,0.0046,0.0005,0.0021,0.0016,0.0004,0.0004,0.0006,0.0027
ENSG00000231947,0.0005,0.0051,0.0046,0.0026,0.0025,0.0005,0.0007,0.0005,0.0004,0.0004,0.0039,0.0049
ENSG00000231976,0.0014,0.0082,0.0082,0.0037,0.0018,0.0025,0.0078,0.0098,0.0031,0.0004,0.0028,0.0017
ENSG00000232000,0.0435,0.0507,0.0367,0.0337,0.0262,0.03,0.0353,0.0268,0.0304,0.0254,0.0399,0.026
ENSG00000232022,0.0059,0.0051,0.0046,0.0068,0.0056,0.0054,0.0035,0.0038,0.0022,0.0066,0.0095,0.0082
ENSG00000232024,0.2114,0.353,0.4121,0.3694,0.2497,0.3072,0.2626,0.2963,0.3319,0.1604,0.3455,0.2522
ENSG00000232040,0.0306,0.03,0.0234,0.031,0.0234,0.0246,0.029,0.021,0.0242,0.0175,0.0289,0.028
ENSG00000232070,0.0005,0.0007,0.0005,0.0005,0.0025,0.0005,0.0007,0.0027,0.0004,0.0004,0.0006,0.0036
ENSG00000232091,0.0032,0.0037,0.0017,0.0005,0.0015,0.0015,0.0021,0.0016,0.0004,0.0004,0.0062,0.0016
ENSG00000232112,7.4686,7.382,11.7486,6.4455,6.5381,7.283,7.4529,8.5967,11.9687,7.1745,6.953,6.2511
ENSG00000232119,2.0424,2.4314,2.5577,2.1818,2.2789,2.0864,2.554,2.4189,2.65,2.0849,2.4147,1.9918
ENSG00000232133,0.3334,0.185,0.2581,0.0561,0.0691,0.0621,0.0623,0.0335,0.1329,0.1094,0.0789,0.1943
