gene,GSM7670133,GSM7670134,GSM7670135,GSM7670136,GSM7670137,GSM7670138,GSM7670139,GSM7670140,GSM7670141,GSM7670142,GSM7670143,GSM7670144
ENSG00000075240,2.6528,5.1777,6.3307,4.5182,5.2122,2.6165,5.0787,6.5109,6.3422,2.3049,5.2913,5.3441
ENSG00000075275,0.0615,0.0534,0.0849,0.0528,0.0555,0.0602,0.0685,0.1081,0.077,0.0641,0.0843,0.0638
ENSG00000075290,0.0387,0.0548,0.0188,0.034,0.0413,0.0465,0.0948,0.0386,0.0209,0.0332,0.0888,0.0234
ENSG00000075292,4.6264,5.2961,4.4785,5.2836,4.9985,4.6639,5.1825,4.3966,4.5496,4.8004,5.3027,4.5463
ENSG00000075303,1.1749,1.0825,1.23,1.5356,1.2428,1.1992,0.8946,1.0185,1.1949,1.2973,1.1315,1.3018
ENSG00000075336,1.471,1.0259,1.7308,1.4886,1.4896,1.449,0.9573,1.6856,1.8915,1.5745,1.0305,1.5501
ENSG00000075340,0.2043,0.2751,0.1231,0.6957,0.5631,0.3018,0.4494,0.2432,0.1558,0.289,0.8065,0.6021
ENSG00000075391,0.0105,0.0113,0.0097,0.0141,0.0046,0.0149,0.0204,0.0275,0.0213,0.012,0.0106,0.0117
ENSG00000075399,0.9806,0.9334,0.9751,0.6573,0.7533,0.8243,0.9876,0.9767,0.9344,0.9312,0.8977,0.8459
ENSG00000075407,3.3457,5.0639,4.0329,4.0582,3.8247,3.0497,3.7475,4.2376,3.9623,3.148,4.5615,3.9143
ENSG00000075413,2.764,2.9536,2.8985,2.9257,2.9284,2.7118,2.9526,2.8878,2.8324,2.7936,2.784,2.8002
ENSG00000075415,15.8,12.7523,17.0512,13.5553,14.3085,12.8139,12.7471,16.7761,18.9221,15.4956,11.5397,13.7564
ENSG00000075420,0.7915,1.1482,1.0998,0.8664,0.667,0.6738,0.8203,0.7915,1.0932,0.7383,0.9504,0.8727
ENSG00000075426,7.8746,15.5257,14.6727,6.7368,5.2002,4.2176,10.0958,9.9021,12.6972,4.8721,8.1771,7.9837
ENSG00000075539,6.0773,8.742,4.9642,7.14,6.5925,5.8491,7.9022,6.1907,4.985,5.6944,7.2901,6.3238
ENSG00000075568,2.8195,3.7898,2.4159,3.1099,3.1922,2.6977,3.2227,2.82,2.4268,2.6623,3.2501,3.0891
ENSG00000075618,0.1699,0.1783,0.4905,0.129,0.1472,0.078,0.0853,0.432,0.4437,0.1819,0.1126,0.1827
ENSG00000075624,193.1018,231.4887,257.1305,214.2577,219.4325,225.4675,253.8707,287.1308,302.8909,193.254,241.088,229.3635
ENSG00000075643,0.023,0.0216,0.0079,0.0212,0.0167,0.0206,0.0268,0.0274,0.0125,0.0123,0.0145,0.0217
ENSG00000075651,0.0152,0.0319,0.0151,0.0172,0.0241,0.0142,0.0329,0.0236,0.0079,0.0253,0.0119,0.0249
ENSG00000075673,0.026,0.1835,0.1052,0.0288,0.0066,0.0054,0.0339,0.0168,0.1064,0.0349,0.1066,0.0191
ENSG00000075702,1.0716,0.2862,0.6333,1.8957,2.0516,1.3685,0.3087,0.9225,0.7611,1.2114,0.5873,1.9468
ENSG00000075711,2.8106,3.4206,2.9514,3.1818,2.9996,2.8056,3.0367,2.7953,2.7471,2.8897,3.1093,2.8428
ENSG00000075785,13.1392,15.2332,14.9319,10.8666,9.965,10.8147,12.6437,11.9512,14.3839,11.6094,13.276,11.201
ENSG00000075790,0.6139,0.6923,0.7173,0.6026,0.5254,0.519,0.6553,0.5754,0.701,0.5246,0.6532,0.5303
ENSG00000075826,7.3246,12.2995,3.8225,7.0332,6.4063,11.2053,16.9014,6.781,4.403,8.3849,12.5373,6.4861
ENSG00000075856,4.425,4.3251,4.5802,4.3541,4.3426,3.7106,3.8081,4.7954,4.6501,4.4634,4.4283,4.6597
ENSG00000075884,3.0913,3.5778,5.765,3.3642,3.3877,3.4603,3.9076,5.1138,5.8427,3.3407,3.4086,3.1033
ENSG00000075886,0.0644,0.124,0.0873,0.0873,0.071,0.0796,0.0907,0.1276,0.0809,0.0978,0.1372,0.1016
ENSG00000075914,2.7311,2.8885,3.7504,2.4453,2.592,2.0466,2.7322,2.9053,3.6858,2.5936,2.7946,2.794
ENSG00000075945,0.4569,0.5535,0.3838,0.6665,0.577,0.5299,0.4782,0.4036,0.4891,0.5109,0.4919,0.5269
ENSG00000075975,2.1005,2.0964,2.7427,1.9184,1.9521,1.8541,2.0158,2.3908,2.6074,1.8633,1.9648,1.9438
ENSG00000076003,6.3202,3.4637,7.3178,7.1436,7.3473,6.7357,3.5175,6.8837,7.6862,7.3632,5.3574,6.9473
ENSG00000076043,4.4523,4.3766,5.5762,3.6494,3.4962,3.8868,4.5219,4.8617,5.8722,4.0889,4.3646,3.3998
ENSG00000076053,2.2103,2.4007,3.0192,2.0616,1.9257,1.8781,2.1424,2.4425,2.8904,2.0445,2.1558,1.8805
ENSG00000076067,0.1783,0.2233,0.1323,0.0862,0.0868,0.1828,0.1864,0.1666,0.1552,0.2241,0.1978,0.0774
ENSG00000076108,8.0927,11.0705,7.5866,8.9114,7.9206,6.9354,7.4219,7.7201,7.1438,7.8381,8.976,8.8803
ENSG00000076201,2.0651,2.2499,1.995,1.7716,1.894,1.9363,2.0781,2.5745,2.077,1.8936,2.0017,2.2337
ENSG00000076242,1.5676,1.1699,1.5203,1.5458,1.5895,1.6163,1.1864,1.5533,1.729,1.7087,1.5115,1.389
ENSG00000076248,2.046,0.982,2.5735,2.7398,2.6793,2.2612,0.9681,2.3637,2.6252,2.427,1.478,2.9584
ENSG00000076258,0.0515,0.0709,0.095,0.0622,0.0647,0.0621,0.0796,0.1103,0.1117,0.0624,0.11,0.055
ENSG00000076321,0.7476,0.9615,0.8372,0.6728,0.684,0.7971,0.9183,0.772,0.814,0.7515,0.8682,0.6664
ENSG00000076344,0.0005,0.0037,0.0005,0.0027,0.0056,0.0005,0.0021,0.011,0.004,0.005,0.0052,0.0017
ENSG00000076351,0.5292,0.3942,0.7611,0.2951,0.3971,0.4151,0.4051,0.8221,0.6446,0.4479,0.5001,0.4403
ENSG00000076356,0.0059,0.0168,0.0158,0.011,0.0066,0.0122,0.009,0.0212,0.012,0.0066,0.0128,0.006
ENSG00000076382,1.4811,0.4994,1.1584,3.3025,3.1916,2.2377,0.4394,1.219,1.1691,1.9785,1.1039,2.8825
ENSG00000076513,3.4125,3.6258,2.0751,3.5552,3.2644,3.6935,3.4528,1.8906,2.0176,3.8141,4.2983,3.2044
ENSG00000076554,0.421,0.5585,0.5854,0.7347,0.6482,0.5211,0.5231,0.4831,0.6297,0.472,0.5298,0.7434
ENSG00000076555,0.112,0.1589,0.0718,0.2312,0.2218,0.1733,0.1531,0.1256,0.101,0.1372,0.1399,0.2197
ENSG00000076604,7.358,8.1215,11.1381,7.8681,5.2573,2.8416,3.4303,6.3307,9.9923,7.0014,6.904,9.6523
ENSG00000076641,3.2859,6.1897,6.048,5.1476,5.2827,4.1945,5.1149,7.701,6.9076,4.1853,6.4668,4.7784
ENSG00000076650,0.5307,0.5379,0.5345,0.624,0.6203,0.5976,0.596,0.6198,0.6017,0.5473,0.5913,0.5845
ENSG00000076662,3.7252,4.6146,3.2495,3.4602,3.5624,4.9545,5.2046,3.5079,3.3996,3.7247,3.9995,3.4783
ENSG00000076685,3.2989,4.3869,4.6253,3.6885,3.8587,3.3927,4.241,4.565,4.433,3.4499,4.2208,3.5392
ENSG00000076706,0.0246,0.0359,0.0409,0.0383,0.0399,0.0442,0.0221,0.0401,0.0347,0.0276,0.028,0.0436
ENSG00000076770,0.8651,0.7744,0.825,1.1151,1.0904,0.9175,0.6553,0.8002,0.7499,0.9594,0.8347,0.9444
ENSG00000076826,0.015,0.0241,0.0056,0.0099,0.0239,0.0103,0.0131,0.0168,0.012,0.0137,0.0184,0.0147
ENSG00000076864,0.0096,0.0007,0.0015,0.0068,0.0046,0.0103,0.0007,0.0038,0.0031,0.0111,0.0039,0.0071
ENSG00000076924,3.0373,2.8173,3.3644,2.5746,2.7445,2.6693,2.4892,3.8469,3.5251,2.7923,2.6472,3.2331
ENSG00000076928,26.3409,24.2269,18.8896,22.3294,28.0672,32.1531,31.7765,32.3913,21.5823,26.4193,23.3069,25.0922
ENSG00000076944,3.0147,3.5059,2.9567,2.7503,2.9015,3.0079,3.6815,3.6412,3.2278,2.8206,3.2933,3.2443
ENSG00000076984,3.0646,2.8486,3.221,2.7293,2.7633,2.6914,2.8845,3.4163,3.0604,2.8953,2.9852,3.0931
ENSG00000077044,2.3417,3.5985,1.956,2.1028,2.1732,2.3471,3.5773,2.1279,1.8319,2.2272,3.0824,2.3028
ENSG00000077063,0.0005,0.0007,0.0005,0.0005,0.0046,0.0005,0.0007,0.0016,0.0013,0.0004,0.0006,0.0005
ENSG00000077092,0.0123,0.0095,0.0015,0.0037,0.0036,0.0073,0.0048,0.0049,0.012,0.0066,0.005,0.0038
ENSG00000077097,7.7151,9.3017,7.7133,8.4411,8.1795,8.2086,9.0799,7.9681,8.3386,8.1691,9.2748,7.1391
ENSG00000077147,7.7051,9.5371,9.6437,7.8807,7.5877,7.3474,9.2903,8.5591,9.1539,7.71,8.7689,7.0999
ENSG00000077150,11.6526,15.3254,11.5999,12.1357,6.494,5.2838,5.8202,6.8676,13.3502,13.217,15.4656,14.3002
ENSG00000077152,0.7394,0.2727,0.7884,1.3639,1.3684,1.0154,0.2692,0.6698,0.8149,1.0151,0.579,1.2441
ENSG00000077157,0.4536,0.5099,0.2393,0.6142,0.6777,0.5391,0.5107,0.3909,0.2433,0.4885,0.491,0.5152
ENSG00000077232,5.4291,6.8153,6.1829,4.6197,4.2123,4.2053,5.2657,5.1706,5.8085,5.2571,5.7035,4.32
ENSG00000077235,2.9899,2.6857,2.1821,3.18,3.155,3.1655,2.629,2.7658,2.4517,2.8675,2.8616,3.1295
ENSG00000077238,35.975,45.0403,28.0064,27.7489,24.0917,27.7318,41.8649,23.3725,26.7204,30.7733,37.3799,27.0954
ENSG00000077254,2.9711,3.0297,2.923,2.9193,2.8156,3.0693,3.1133,2.7529,2.7643,3.0378,2.8656,2.5248
ENSG00000077264,0.0259,0.0357,0.032,0.0442,0.0284,0.0408,0.0298,0.0487,0.0372,0.0251,0.045,0.0247
ENSG00000077279,0.0059,0.0022,0.0107,0.0047,0.0097,0.0025,0.0063,0.0136,0.0094,0.004,0.0039,0.0016
ENSG00000077312,3.2086,3.0074,3.3857,3.5965,3.375,3.1107,2.6732,3.7349,3.8086,3.0843,3.1073,3.6058
ENSG00000077327,0.0032,0.0022,0.0025,0.0005,0.0005,0.0034,0.0048,0.0016,0.0004,0.004,0.0006,0.0027
ENSG00000077348,1.9057,1.3622,2.3529,0.9697,1.0578,1.3657,1.537,2.0671,2.2755,1.5981,1.2859,1.352
ENSG00000077380,2.5789,2.6652,3.2993,2.7063,2.8667,2.7838,2.9445,2.8581,3.2323,2.6703,2.8616,2.5018
ENSG00000077420,7.6887,5.5374,6.4619,6.0531,7.6203,8.7224,6.2648,10.0118,8.3849,7.2907,5.9113,5.7811
ENSG00000077454,2.1706,2.1762,0.9948,2.3512,2.7174,3.5796,3.0905,1.8072,1.1497,2.4481,1.811,2.2543
ENSG00000077458,1.3745,1.431,1.3739,1.551,1.5813,1.5448,1.3958,1.3685,1.2928,1.3681,1.4177,1.377
ENSG00000077463,0.9234,0.925,0.9388,0.8631,0.8591,0.8089,0.8214,0.9111,1.0205,0.8461,0.9498,0.9542
ENSG00000077498,0.0005,0.0037,0.0056,0.0016,0.0036,0.0024,0.0021,0.0038,0.0022,0.0022,0.0006,0.0005
ENSG00000077514,1.0091,0.5916,0.9139,1.5814,1.626,1.3139,0.5169,0.8706,1.0049,1.177,0.8409,1.4269
ENSG00000077522,0.0232,0.0212,0.0391,0.0152,0.0127,0.0161,0.0201,0.0668,0.0476,0.0234,0.0396,0.0147
ENSG00000077549,8.7429,9.524,8.3649,10.0135,9.8672,10.4312,11.2279,8.8569,9.4743,9.0308,9.8622,9.224
ENSG00000077585,0.4515,0.4629,0.4813,0.5369,0.5261,0.4311,0.5225,0.4819,0.4909,0.4932,0.5142,0.4735
ENSG00000077616,0.0246,0.019,0.0142,0.024,0.0306,0.0211,0.0235,0.0169,0.0165,0.0279,0.0235,0.0256
ENSG00000077684,2.0039,1.853,2.2945,1.8738,2.228,2.1046,1.9658,2.6058,2.2044,1.9581,1.994,1.9162
ENSG00000077713,0.1939,0.3228,0.3093,0.2533,0.2334,0.1377,0.1779,0.2184,0.2769,0.2177,0.2714,0.283
ENSG00000077721,2.856,2.9565,3.6968,3.5136,3.4461,2.9815,3.0013,3.2218,3.859,2.971,3.0002,3.3148
ENSG00000077782,1.2262,2.5216,1.1825,2.1495,2.6241,1.7424,3.2034,1.9218,1.1871,1.4295,2.2051,2.131
ENSG00000077800,0.0398,0.0537,0.0185,0.0403,0.0258,0.0455,0.066,0.0264,0.0196,0.0442,0.0426,0.0383
ENSG00000077935,0.0287,0.0197,0.0391,0.0204,0.0158,0.0484,0.0159,0.0679,0.0432,0.0411,0.0307,0.0125
ENSG00000077942,0.0478,0.0417,0.0473,0.0664,0.0586,0.0318,0.0491,0.0646,0.0414,0.0314,0.0575,0.043
ENSG00000077943,0.0071,0.0169,0.0083,0.0117,0.0111,0.0102,0.0159,0.0151,0.0098,0.0031,0.0043,0.0125
ENSG00000077984,1.892,1.6006,0.8666,0.8965,1.0476,2.1956,2.0643,0.8806,0.8104,1.407,1.4076,0.9771
ENSG00000078018,0.0088,0.0115,0.0046,0.0126,0.008,0.011,0.0144,0.0107,0.0079,0.0104,0.0147,0.0207
ENSG00000078043,1.2992,1.4259,1.2367,1.2914,1.3615,1.2193,1.346,1.4183,1.3504,1.36,1.2473,1.2158
ENSG00000078053,0.016,0.0095,0.0005,0.0099,0.0138,0.0191,0.0145,0.0125,0.0076,0.0243,0.005,0.0071
ENSG00000078061,2.5016,2.6038,2.3153,2.378,2.4776,2.4423,2.3189,2.6462,2.3903,2.3996,2.3791,2.6467
ENSG00000078070,1.1895,1.4851,1.2968,1.1522,1.0758,1.1591,1.4031,1.1599,1.2415,1.2016,1.3092,1.0047
ENSG00000078081,1.4645,1.2574,2.6638,1.194,0.8243,0.7169,0.4962,1.2755,2.2941,1.257,1.2493,1.3874
ENSG00000078114,0.1383,0.1747,0.1713,0.0779,0.0631,0.0984,0.1044,0.1461,0.1615,0.1536,0.1133,0.055
ENSG00000078124,0.3535,0.5643,0.3151,0.5732,0.4618,0.4055,0.4441,0.3249,0.2805,0.3591,0.4163,0.4691
ENSG00000078140,3.8081,4.3821,4.8343,3.6306,3.3475,3.2957,3.8372,3.7045,4.8842,3.5469,4.0486,3.5175
ENSG00000078142,3.5162,4.2878,4.3433,2.7967,2.7592,3.0651,3.9266,3.5169,4.1453,3.4365,3.8128,2.5724
ENSG00000078177,4.4546,5.4861,5.1661,4.5059,4.9217,4.5383,5.1047,5.2025,4.7973,4.348,5.0762,4.1831
ENSG00000078237,0.6442,0.8312,0.8424,0.8192,0.7411,0.686,0.669,0.8691,0.8692,0.7304,0.7204,0.643
ENSG00000078246,0.2118,0.2011,0.1398,0.2452,0.2745,0.2569,0.236,0.1494,0.1437,0.2251,0.225,0.249
ENSG00000078269,4.7915,4.6993,4.9981,5.1573,5.4669,4.8931,5.5817,6.2905,5.1492,4.7968,6.079,5.3788
ENSG00000078295,0.0438,0.0288,0.0209,0.0235,0.0313,0.0329,0.0341,0.02,0.0309,0.0274,0.0294,0.0261
ENSG00000078304,6.8246,6.7169,5.2072,7.7448,8.2708,8.5715,9.1717,6.5539,5.7688,7.9737,7.8189,6.3434
ENSG00000078319,0.865,1.0985,1.1351,0.6607,0.6892,0.7044,0.973,1.0018,1.119,0.8623,1.0833,0.6852
ENSG00000078328,0.0097,0.0082,0.0047,0.0058,0.0119,0.0103,0.0078,0.0139,0.005,0.0049,0.005,0.0075
ENSG00000078369,12.8586,14.7116,14.7928,14.178,12.655,11.8033,12.8628,11.8308,14.1587,12.5419,15.0673,14.1252
ENSG00000078401,0.0096,0.0183,0.0168,0.0193,0.0188,0.024,0.0201,0.0212,0.0191,0.0173,0.0151,0.0169
ENSG00000078403,1.2679,1.848,1.6931,1.3785,1.447,1.5059,1.9343,1.7906,1.5038,1.3805,1.8457,1.1242
ENSG00000078487,0.1077,0.1644,0.0772,0.0899,0.1187,0.125,0.197,0.105,0.0925,0.1264,0.1553,0.101
ENSG00000078549,0.0087,0.0081,0.0005,0.0111,0.0117,0.0093,0.0049,0.0016,0.0031,0.0067,0.0096,0.0093
ENSG00000078589,2.076,2.3394,1.6836,2.3285,2.2044,2.2981,2.5012,1.6256,1.6433,2.5179,2.7585,1.9206
ENSG00000078596,9.0764,4.1408,6.7313,5.7635,6.5152,9.1697,5.0524,5.5332,6.5834,8.7901,4.043,5.3441
ENSG00000078618,4.7613,6.0719,4.2962,5.9534,5.6962,4.7457,5.9794,4.3778,4.3773,4.6534,5.5503,5.3735
ENSG00000078668,4.0715,3.6451,4.6127,4.8267,4.7133,4.2567,3.7957,3.8664,4.7445,4.3696,3.6935,4.3371
ENSG00000078674,4.6778,5.2202,3.9193,6.0151,6.4487,5.5137,5.7262,5.3679,4.3871,5.1967,5.947,5.2075
ENSG00000078687,0.9289,1.0493,0.519,0.9206,1.015,1.3961,1.2422,0.8361,0.5532,1.0602,0.9665,0.8525
ENSG00000078699,0.7424,0.9361,0.4075,1.0337,1.0355,0.8731,0.8363,0.5134,0.3923,0.8041,0.8524,0.9004
ENSG00000078747,3.8519,4.4467,4.2546,4.0235,3.9792,3.7577,4.0047,3.8925,3.9354,3.7246,4.3822,3.6439
ENSG00000078795,0.0162,0.0123,0.0101,0.0133,0.0153,0.0143,0.033,0.0236,0.0111,0.0192,0.0193,0.0162
ENSG00000078804,0.2401,0.5433,0.2953,0.2818,0.2745,0.2168,0.427,0.4297,0.304,0.2074,0.4551,0.236
ENSG00000078808,9.6058,9.0516,11.6708,7.039,6.7851,7.0156,7.3261,10.9854,11.2277,8.0577,8.4216,8.3728
ENSG00000078814,0.0459,0.0789,0.0467,0.0493,0.0687,0.0595,0.0982,0.0891,0.0595,0.0431,0.0655,0.0659
ENSG00000078900,0.0386,0.0184,0.0304,0.0351,0.0331,0.0742,0.0114,0.0673,0.0298,0.0661,0.0316,0.0519
ENSG00000078902,2.5508,2.2441,3.2769,1.7706,2.0325,2.1624,2.0684,2.844,3.0836,2.2527,2.1167,2.3165
ENSG00000078967,0.5097,0.4817,0.6255,0.4349,0.4504,0.4509,0.4688,0.6148,0.6525,0.5195,0.5368,0.4991
ENSG00000079101,0.0033,0.0156,0.0098,0.012,0.0214,0.0054,0.0104,0.0128,0.0211,0.0049,0.0128,0.0136
ENSG00000079102,0.0014,0.0022,0.0026,0.0027,0.0005,0.0005,0.0007,0.0027,0.0058,0.0014,0.0006,0.0016
ENSG00000079112,0.0203,0.0179,0.0078,0.012,0.0097,0.0186,0.0129,0.0107,0.0263,0.0138,0.0151,0.0084
ENSG00000079134,4.4397,5.0585,5.941,4.0658,3.753,3.67,3.9987,5.3334,5.9701,4.5892,4.5791,3.9861
ENSG00000079150,0.1097,0.1257,0.1549,0.1267,0.1121,0.0892,0.1027,0.1165,0.1505,0.1007,0.1374,0.1202
ENSG00000079156,0.0087,0.0157,0.0099,0.0186,0.0179,0.0146,0.0146,0.0169,0.0165,0.0247,0.0166,0.0149
ENSG00000079246,28.6451,32.4209,40.079,26.7848,25.944,27.1625,33.3183,32.8692,40.2999,29.0968,31.1243,26.3892
ENSG00000079257,0.1081,0.1952,0.1245,0.1585,0.1792,0.1502,0.2152,0.094,0.1019,0.0863,0.2083,0.1347
ENSG00000079263,3.0183,2.7754,1.7487,2.5814,2.5328,3.1623,2.9554,1.9162,1.7361,2.8088,2.6391,2.5486
ENSG00000079277,1.1952,1.9219,0.7843,1.2178,1.206,1.226,2.0679,1.0099,0.9275,1.2622,2.0165,1.12
ENSG00000079308,0.0164,0.0337,0.0197,0.0605,0.0275,0.024,0.0206,0.0116,0.0232,0.0234,0.0318,0.0657
ENSG00000079313,3.3699,3.2166,3.7903,2.8987,2.9767,2.6987,2.9238,3.7697,3.6942,2.8693,2.8303,3.6952
ENSG00000079332,5.4712,6.3379,7.2329,5.4843,5.6103,5.1423,5.6889,6.7968,7.6458,5.2546,5.7858,5.1298
ENSG00000079335,0.5189,0.5813,0.277,0.5536,0.4344,0.5867,0.5501,0.2016,0.2728,0.5905,0.5667,0.4082
ENSG00000079337,0.0415,0.0826,0.153,0.0894,0.1278,0.025,0.0353,0.1049,0.1295,0.0296,0.0419,0.152
ENSG00000079385,1.2089,3.0971,1.9103,0.9755,0.8278,1.584,4.0817,2.3877,2.2663,1.5236,2.5235,1.0481
ENSG00000079387,2.2024,2.5169,2.8846,2.6439,2.4567,2.0701,1.8811,2.1726,2.6359,2.4199,2.6453,2.5296
ENSG00000079432,2.7703,2.5073,2.0875,2.6969,3.0368,3.1958,2.521,2.9635,2.1286,2.8295,2.2518,3.0271
ENSG00000079435,0.7784,0.6127,0.7726,0.6587,0.6407,0.6613,0.6348,0.7206,0.7473,0.6664,0.606,0.7772
ENSG00000079459,3.5383,3.2539,4.061,2.5035,2.6981,3.1172,3.3787,4.1028,4.2916,3.629,3.2609,2.8327
ENSG00000079462,0.5591,0.4136,0.654,0.479,0.4347,0.4868,0.3288,0.5473,0.6914,0.5425,0.4044,0.5572
ENSG00000079482,0.1927,0.3409,0.1417,0.2095,0.2369,0.1552,0.3246,0.1777,0.1365,0.1408,0.2858,0.1792
ENSG00000079616,4.251,1.6416,3.5789,6.3458,6.2901,5.1248,1.7003,3.974,3.8259,5.0517,3.0336,6.5495
ENSG00000079691,0.1298,0.0826,0.0829,0.3142,0.2888,0.2579,0.1156,0.1114,0.1099,0.1535,0.1457,0.2697
ENSG00000079739,1.4536,1.6324,1.5054,1.2888,1.2274,1.2772,1.4734,1.2944,1.5566,1.3976,1.4694,1.397
ENSG00000079785,5.2396,5.688,8.3588,4.9229,4.6858,4.4544,5.1756,6.599,8.1401,5.1127,5.5618,4.7828
ENSG00000079805,7.6162,7.9362,6.566,7.533,7.6538,7.9831,7.9135,7.1229,6.2842,7.3388,7.7174,8.0071
ENSG00000079819,0.9693,1.4669,1.1749,1.5112,0.7942,0.539,0.4521,0.6781,1.2945,1.1996,1.4047,1.482
ENSG00000079841,0.0059,0.0022,0.0086,0.0047,0.0077,0.0082,0.0121,0.0039,0.0059,0.004,0.0099,0.006
ENSG00000079950,0.9285,0.8772,0.7214,0.9802,0.8094,0.8786,0.9382,0.5752,0.739,0.9094,0.8382,0.7832
ENSG00000079974,1.4727,1.6984,1.1622,1.237,1.2473,1.3517,1.7557,1.4746,1.3136,1.4465,1.6028,1.3532
ENSG00000079999,2.6191,2.4167,2.8459,2.4826,2.4817,2.361,2.4132,2.4702,2.8131,2.5031,2.6215,2.8549
ENSG00000080007,0.015,0.1192,0.0325,0.0189,0.0117,0.0171,0.1486,0.0288,0.0313,0.0155,0.1284,0.042
ENSG00000080031,0.0024,0.0053,0.0015,0.0131,0.005,0.0026,0.0007,0.0052,0.004,0.0013,0.0006,0.0093
ENSG00000080166,0.0159,0.0212,0.0198,0.0016,0.0066,0.0064,0.0035,0.0114,0.0093,0.0102,0.0017,0.0005
ENSG00000080189,2.3668,3.2718,2.4734,2.121,2.1463,2.1539,3.1021,2.6097,2.5899,2.3136,3.2677,2.5148
ENSG00000080200,1.5465,2.7574,2.5682,1.0108,0.6163,0.7776,1.472,2.0954,2.6277,1.4926,2.3203,1.3685
ENSG00000080293,0.0005,0.0007,0.0017,0.0029,0.0059,0.0016,0.0024,0.002,0.0017,0.0047,0.0038,0.0005
ENSG00000080298,0.2711,0.2976,0.1672,0.3037,0.2664,0.2589,0.3218,0.2037,0.1562,0.2676,0.2351,0.2567
ENSG00000080345,8.188,9.938,10.3778,9.2621,8.4036,7.2287,7.7162,9.5324,8.9481,7.7958,9.0964,8.7341
ENSG00000080371,3.7947,4.9186,4.4994,3.8152,3.3543,3.1379,3.7148,3.7887,4.9325,3.5139,4.634,3.4699
ENSG00000080493,0.0232,0.0329,0.0239,0.0267,0.0229,0.0328,0.0865,0.0331,0.0209,0.019,0.0173,0.03
ENSG00000080503,3.4723,4.1945,1.2182,3.7485,3.906,5.0491,5.0684,1.8601,1.3679,3.618,3.9207,2.8
ENSG00000080511,0.0041,0.0007,0.0015,0.0037,0.0026,0.0054,0.0021,0.0005,0.0014,0.0075,0.0017,0.003
ENSG00000080546,0.949,0.3619,0.3522,0.8924,0.9029,1.076,0.582,0.3069,0.3342,1.1522,0.5075,0.6806
ENSG00000080561,0.138,0.144,0.1388,0.1323,0.1716,0.1336,0.1432,0.1244,0.1259,0.0933,0.2071,0.1553
ENSG00000080572,0.0015,0.0007,0.0005,0.0016,0.0016,0.0015,0.0007,0.0052,0.0004,0.0014,0.009,0.0039
ENSG00000080573,0.005,0.008,0.0025,0.0037,0.0076,0.0034,0.009,0.0038,0.0058,0.0084,0.0095,0.0158
ENSG00000080603,9.8126,11.6096,8.9882,9.9384,9.5719,8.9323,8.7006,10.089,7.8299,8.3232,11.4367,10.3925
ENSG00000080608,9.224,11.6415,15.9984,7.9748,7.2292,7.0205,9.0577,11.295,15.2277,8.1329,10.0118,8.2453
ENSG00000080618,0.0032,0.0022,0.0015,0.0037,0.0005,0.0005,0.0076,0.0027,0.0004,0.0013,0.005,0.0016
ENSG00000080644,0.0041,0.0095,0.0036,0.0131,0.0046,0.0073,0.0064,0.0081,0.0022,0.0031,0.0017,0.0093
ENSG00000080709,0.0099,0.0139,0.0142,0.0116,0.007,0.0075,0.0307,0.0137,0.0038,0.0066,0.0175,0.01
ENSG00000080802,0.9163,1.3213,0.9104,1.1033,0.9999,0.8911,0.9929,1.0147,0.9969,0.9272,1.2543,0.9587
ENSG00000080815,1.9321,2.5546,1.7736,2.1596,1.9319,2.0675,2.2017,1.7314,1.7576,1.9699,2.4585,1.8894
ENSG00000080819,3.3353,3.3365,2.7178,4.0478,3.9492,3.4513,4.3272,2.9559,2.7294,3.7999,3.8845,4.276
ENSG00000080822,15.6859,19.5034,17.3269,18.7697,16.9673,14.6384,21.9402,15.5629,16.1957,16.083,19.257,18.1521
ENSG00000080823,0.158,0.1703,0.1442,0.1626,0.1472,0.1094,0.1266,0.1151,0.1255,0.1429,0.1489,0.1448
ENSG00000080824,76.4851,74.0575,126.339,74.4328,74.8433,72.7575,76.0932,101.6706,117.8783,72.2295,76.5249,73.6058
ENSG00000080839,1.4285,0.8247,1.3608,1.9822,1.957,1.859,0.7607,1.339,1.4202,1.6761,1.3039,1.896
ENSG00000080845,1.6797,1.8346,1.7165,1.3911,1.345,1.2473,1.3446,1.6564,1.7557,1.6883,1.7594,1.559
ENSG00000080854,2.0724,1.9311,1.1421,1.3848,1.6363,2.9619,2.539,2.4442,1.0035,1.9652,2.3389,1.6364
ENSG00000080910,0.0005,0.0046,0.0016,0.0039,0.0143,0.0043,0.0007,0.0045,0.006,0.0058,0.0043,0.0086
ENSG00000080947,0.1088,0.1868,0.0497,0.0966,0.1092,0.1556,0.2229,0.0745,0.0596,0.1112,0.1629,0.1022
ENSG00000080986,0.9168,0.2918,0.705,1.8851,1.6524,1.4393,0.2707,0.6158,0.7062,1.2164,0.6513,1.406
ENSG00000081014,1.7468,1.9545,1.9482,1.9157,1.7896,1.5376,1.607,1.9967,2.0737,1.6575,1.8162,1.7776
ENSG00000081019,1.3745,1.5655,1.3485,1.4068,1.4081,1.4656,1.501,1.2414,1.3436,1.4176,1.3395,1.2637
ENSG00000081026,0.0797,0.0725,0.022,0.1763,0.1401,0.117,0.0768,0.0408,0.0289,0.0597,0.0676,0.1166
