gene,GSM5470489,GSM5470490,GSM5470491,GSM5470492,GSM5470493,GSM5470494
ENSG00000000003,1.0718,1.5782,1.398,0.7374,0.6701,0.8139
ENSG00000000005,0.002,0.0166,0.0062,0.0141,0.0001,0.0053
ENSG00000000419,0.8531,0.5382,0.8311,0.8441,1.6107,1.8262
ENSG00000000457,3.991,7.1662,4.4936,3.5297,2.0939,1.9546
ENSG00000000460,1.2906,0.8012,1.3464,1.5634,1.24,1.0327
ENSG00000000938,0.0238,0.2357,0.0332,0.118,0.0528,0.0422
ENSG00000000971,0.1674,2.5045,0.2397,0.3841,0.2784,0.6513
ENSG00000001036,1.7494,0.8225,1.361,1.3188,1.3832,1.1208
ENSG00000001084,7.5094,1.8606,6.184,5.9904,5.1472,4.9313
ENSG00000001167,1.201,0.6582,1.2883,1.9873,1.3691,1.6775
ENSG00000001460,2.7231,2.2524,2.9397,3.3479,3.5833,2.7387
ENSG00000001461,12.7706,3.5746,12.5525,9.3884,16.1294,9.9457
ENSG00000001497,4.4366,1.9812,6.1777,2.4684,3.1917,2.4945
ENSG00000001561,13.1695,2.6803,6.2991,4.3789,7.1189,7.9254
ENSG00000001617,0.0206,0.3011,0.0144,0.0542,0.0301,0.0717
ENSG00000001626,1.8954,0.4522,1.765,1.544,0.7563,1.4087
ENSG00000001629,16.4436,5.4466,13.6318,15.2673,15.0049,13.3055
ENSG00000001630,8.751,2.907,7.2561,4.7171,15.1527,24.1
ENSG00000001631,5.7542,4.3096,4.6174,6.4484,7.8005,5.7904
ENSG00000002016,2.3209,1.1238,2.9551,2.5618,5.0212,3.8092
ENSG00000002079,0.0907,0.0582,0.107,0.0253,0.0175,0.0129
ENSG00000002330,0.5797,1.2725,0.86,0.6856,2.4662,2.0978
ENSG00000002549,1.7953,1.4434,1.9685,1.9088,2.1397,1.988
ENSG00000002586,0.7118,2.5056,1.4149,0.4995,0.4867,1.4313
ENSG00000002587,0.4283,1.1183,0.2714,0.4077,0.2664,0.2791
ENSG00000002726,0.0499,0.1093,0.0596,0.0924,0.0256,0.0351
ENSG00000002745,0.0254,0.1312,0.025,0.0983,0.0283,0.1022
ENSG00000002746,0.787,4.2045,0.6569,1.0251,0.564,0.5068
ENSG00000002822,0.6134,0.506,0.8035,0.6252,0.693,1.041
ENSG00000002834,1.5758,2.7556,1.4232,1.732,1.4684,1.6205
ENSG00000002919,1.0124,0.5564,0.8565,0.93,1.1969,0.8943
ENSG00000002933,0.1705,0.4438,0.2054,0.2646,0.2479,0.7062
ENSG00000003056,2.583,2.2653,1.9709,2.0134,2.664,2.2176
ENSG00000003096,0.1801,0.3778,0.1636,0.4158,0.2541,0.4031
ENSG00000003137,0.0544,0.1873,0.0291,0.0352,0.0386,0.0513
ENSG00000003147,0.8632,2.4736,0.7423,1.0319,0.7913,0.7314
ENSG00000003249,0.2177,0.5646,0.2263,0.1854,0.2032,0.1038
ENSG00000003393,2.6249,3.7375,3.031,2.8853,2.5067,2.9968
ENSG00000003400,2.471,2.2396,2.3377,2.573,1.8954,2.5056
ENSG00000003402,36.8681,30.8349,38.6604,41.9752,29.0433,30.2575
ENSG00000003436,24.5514,22.7456,21.1586,30.8007,16.3618,16.325
ENSG00000003509,1.7596,1.8047,1.6373,2.1287,1.7463,1.1961
ENSG00000003756,21.2664,10.3108,22.1161,24.4548,18.7282,18.3533
ENSG00000003987,4.4858,1.5361,4.2985,3.2166,2.1698,2.1292
ENSG00000003989,0.6276,0.8502,0.7632,0.5078,0.5314,1.043
ENSG00000004059,0.9112,0.9473,1.106,0.3743,1.7566,1.4172
ENSG00000004139,1.2023,1.1177,1.8177,1.1839,0.8197,0.7341
ENSG00000004142,1.0253,1.3123,1.1906,1.0198,1.6882,1.1836
ENSG00000004399,2.9165,1.2372,3.6495,3.46,3.3463,5.8723
ENSG00000004455,2.5676,1.3541,2.6185,2.0529,2.4752,2.8198
ENSG00000004468,1.4642,0.7693,2.0173,1.1896,0.6219,0.669
ENSG00000004478,2.4055,2.5663,2.9172,19.8618,16.686,36.0738
ENSG00000004487,1.2932,2.0687,1.3313,1.0437,1.5312,1.5001
ENSG00000004534,8.3801,8.3882,7.9088,13.48,19.0812,14.262
ENSG00000004660,0.4048,1.9282,0.5116,0.4378,0.4693,0.2637
ENSG00000004700,1.1084,1.0401,1.1486,0.9716,1.2916,1.1577
ENSG00000004766,2.6936,2.6456,2.2495,2.8616,2.4215,1.47
ENSG00000004776,0.1108,0.6298,0.435,0.1075,0.0507,0.0885
ENSG00000004777,2.9508,0.9137,4.557,1.8009,2.1279,2.6318
ENSG00000004779,0.9813,0.9152,1.2173,0.7143,4.5101,2.5298
ENSG00000004799,8.8163,1.3026,10.2705,8.7122,17.6046,10.6277
ENSG00000004809,0.1812,0.0701,0.2513,0.1535,0.1865,0.1768
ENSG00000004838,0.1092,2.3218,0.1095,0.2863,0.2154,0.3135
ENSG00000004846,0.4757,0.4983,0.4371,0.4936,0.2319,0.2844
ENSG00000004848,0.283,0.6757,0.1225,0.1423,0.0838,0.1264
ENSG00000004864,6.0421,0.7547,4.7558,2.7984,5.0885,7.9787
ENSG00000004866,0.3978,1.1242,0.6458,0.5578,0.3381,0.9077
ENSG00000004897,2.4569,3.046,1.8444,2.9426,2.0397,2.6724
ENSG00000004939,2.1255,4.3503,2.592,2.3623,0.8791,1.0688
ENSG00000004948,0.006,0.0183,0.0021,0.0069,0.0068,0.0014
ENSG00000004961,0.2067,0.3028,0.2021,0.1746,0.3846,0.154
ENSG00000004975,1.3499,0.8369,1.4119,1.6296,1.7533,1.828
ENSG00000005001,0.0004,0.0089,0.0004,0.0016,0.0003,0.0014
ENSG00000005007,2.4772,2.4424,2.3924,3.4362,3.0731,2.4509
ENSG00000005020,1.317,2.2371,1.3647,1.2751,1.9297,1.2989
ENSG00000005022,1.2698,0.746,1.0913,0.4591,4.0651,3.0847
ENSG00000005059,0.3333,0.1945,0.2411,0.1946,0.1366,0.3739
ENSG00000005073,0.0004,0.0089,0.0004,0.0003,0.0001,0.0011
ENSG00000005075,1.2493,0.9638,1.5314,1.2427,4.1545,2.9834
ENSG00000005100,2.5759,2.4414,2.6426,2.3604,1.419,1.6819
ENSG00000005102,0.0294,0.0361,0.0176,0.0069,0.0079,0.0187
ENSG00000005108,0.7701,1.1411,0.8798,0.4924,0.2594,0.4529
ENSG00000005156,4.3499,1.8889,4.6921,3.5757,2.9733,1.853
ENSG00000005175,1.8703,1.9628,1.5532,2.2401,1.5268,1.5915
ENSG00000005187,0.9309,0.5924,1.0154,0.9527,1.7509,1.1609
ENSG00000005189,0.1542,0.1067,0.1828,0.1025,0.0716,0.0782
ENSG00000005194,0.805,0.6895,0.9347,0.5499,0.8405,0.7373
ENSG00000005206,2.8427,1.9156,2.9258,1.8224,1.9145,4.1121
ENSG00000005238,1.3891,0.6587,1.1468,0.6532,0.5525,2.0489
ENSG00000005243,0.1342,0.2085,0.1718,0.0759,0.2845,0.1658
ENSG00000005249,0.2611,1.5964,0.1661,0.2676,0.2107,0.1725
ENSG00000005302,1.8945,2.1966,1.6417,1.8313,1.8238,1.7719
ENSG00000005339,5.8405,6.6919,6.0938,10.3133,6.4584,4.6944
ENSG00000005379,0.5518,2.4119,0.9236,0.5162,0.5014,0.4969
ENSG00000005381,0.0077,0.0174,0.0209,0.0062,0.0015,0.0005
ENSG00000005421,0.1099,0.1135,0.1548,0.1499,0.1511,0.0181
ENSG00000005436,4.1814,3.1033,3.4802,6.1979,4.5079,2.862
ENSG00000005448,0.76,1.0953,1.1069,0.8745,0.8719,0.7421
ENSG00000005469,0.9181,0.8577,0.9684,1.1336,0.883,0.7884
ENSG00000005471,0.0474,0.0622,0.0381,0.0558,0.0157,0.0264
ENSG00000005483,19.2722,15.9048,17.5689,34.4949,27.7524,32.2117
ENSG00000005486,0.9982,3.2061,0.9508,1.7991,1.7268,1.0685
ENSG00000005513,7.9636,0.4608,6.158,3.0627,9.2383,11.9793
ENSG00000005700,3.9251,2.8477,2.6315,2.3413,1.9579,3.8905
ENSG00000005801,7.6,3.4583,7.5002,4.5826,4.5446,4.237
ENSG00000005810,13.1555,23.4824,10.2614,18.0034,11.1215,10.0177
ENSG00000005812,4.7318,3.1796,4.0471,4.3394,5.2509,3.8635
ENSG00000005844,0.5783,0.5035,0.3725,0.5272,0.343,0.3176
ENSG00000005882,0.8465,1.5553,1.1451,0.7141,1.3422,0.794
ENSG00000005884,1.0391,1.7855,1.0859,1.1441,1.0115,1.5612
ENSG00000005889,3.1117,4.0782,3.2047,4.053,3.6932,2.2693
ENSG00000005893,50.5693,4.647,31.473,31.6271,70.5064,54.061
ENSG00000005961,0.3846,0.3273,0.3944,0.7792,0.2921,0.3239
ENSG00000005981,1.037,0.8912,1.5609,1.5636,0.9227,1.0436
ENSG00000006007,3.305,1.6968,2.5528,2.9947,5.1238,3.2546
ENSG00000006015,3.5469,3.252,4.0673,2.2839,6.1801,5.2502
ENSG00000006016,0.0999,1.6576,0.2643,0.1358,0.1171,0.1459
ENSG00000006025,0.866,0.6672,0.8844,0.9221,1.2942,1.2099
ENSG00000006042,9.894,0.8179,7.6638,4.4889,10.5174,12.742
ENSG00000006047,0.0359,0.1108,0.0488,0.0365,0.0102,0.0288
ENSG00000006059,0.0004,0.0035,0.0004,0.0003,0.0001,0.0002
ENSG00000006062,0.2543,0.736,0.3702,0.2554,0.2,0.3242
ENSG00000006071,1.3266,2.2322,1.2849,0.8406,0.4838,0.8247
ENSG00000006116,0.1132,0.6224,0.0902,0.1466,0.1406,0.0164
ENSG00000006118,1.1487,1.7815,1.3853,1.2514,1.202,1.2601
ENSG00000006125,4.6816,6.3844,4.6631,4.1968,4.4787,3.8976
ENSG00000006128,0.3026,0.0973,0.0193,0.0233,0.1265,0.0474
ENSG00000006194,0.5929,0.4813,0.7129,0.6709,0.8367,0.5788
ENSG00000006210,0.7086,2.0946,0.7443,0.7523,0.7902,0.6894
ENSG00000006282,0.4098,0.849,0.2776,0.2258,0.2248,0.4966
ENSG00000006283,0.3249,0.8554,0.3698,0.398,0.3565,0.4121
ENSG00000006327,0.0157,0.0692,0.0275,0.0838,0.1107,0.4363
ENSG00000006377,0.2968,0.3304,0.2868,0.2224,0.0883,0.1083
ENSG00000006432,0.5213,2.2783,0.3929,0.7237,0.4769,0.4526
ENSG00000006451,1.6468,1.347,1.5135,1.596,3.1209,1.94
ENSG00000006453,0.4716,0.3337,0.3975,0.5656,0.4932,0.487
ENSG00000006459,1.8816,2.3913,2.5856,2.834,1.651,3.6854
ENSG00000006468,0.7298,1.3977,0.54,0.8392,0.6516,0.8767
ENSG00000006530,6.1282,3.9537,6.5211,5.7658,3.7051,3.1653
ENSG00000006534,2.0535,1.27,1.5262,1.8361,1.4567,2.2612
ENSG00000006555,0.435,0.3385,0.4222,0.3892,0.3643,0.4472
ENSG00000006576,4.385,2.1291,3.8513,3.4935,3.5447,3.2427
ENSG00000006606,0.002,0.02,0.0004,0.0056,0.0168,0.0008
ENSG00000006607,5.0514,2.5658,4.9304,6.1285,3.6204,4.1003
ENSG00000006611,2.4877,0.3003,1.3863,0.6413,0.948,0.8148
ENSG00000006625,0.5152,0.5862,0.3976,0.2217,0.5694,0.7229
ENSG00000006634,0.5502,0.6253,0.4011,0.5261,0.4478,1.0508
ENSG00000006638,0.5521,0.4308,0.4291,0.4769,0.3675,0.6798
ENSG00000006652,3.1049,2.4568,2.8277,4.7873,4.0872,7.9982
ENSG00000006659,0.1487,0.0794,0.1144,0.164,0.0842,0.0946
ENSG00000006695,0.451,0.6919,0.4682,0.5489,0.509,0.1186
ENSG00000006704,1.8991,1.2765,1.7256,2.1089,1.7597,2.4294
ENSG00000006712,1.418,0.882,1.7196,1.1218,1.4662,2.6309
ENSG00000006715,4.9104,5.3301,5.0042,6.4657,4.2327,5.0683
ENSG00000006740,1.1296,2.7252,1.8484,1.7302,2.2362,3.5086
ENSG00000006744,2.1275,1.4197,1.8165,1.8495,1.8214,1.8762
ENSG00000006747,4.4131,7.6829,4.0642,5.0721,3.5192,3.4044
ENSG00000006756,2.0524,1.8429,1.9706,1.8102,1.2935,2.0589
ENSG00000006757,0.8794,1.3893,1.0237,1.1551,0.5074,0.4681
ENSG00000006788,0.0004,0.0256,0.0004,0.0017,0.0006,0.0014
ENSG00000006831,7.0057,1.0416,6.0155,7.6933,10.5934,9.7689
ENSG00000006837,1.5935,1.6968,1.7845,2.7844,1.8407,1.4832
ENSG00000007001,0.1138,0.3703,0.1841,0.298,0.078,0.0899
ENSG00000007038,0.0036,0.0047,0.0008,0.0013,0.0022,0.0078
ENSG00000007047,1.3943,1.6509,1.3982,1.8153,1.3923,1.1296
ENSG00000007062,0.31,0.4164,0.2256,0.2094,0.1574,0.4248
ENSG00000007080,1.2765,1.3918,1.6957,1.706,3.6299,3.2871
ENSG00000007129,0.0235,0.0664,0.0226,0.0358,0.0334,0.0157
ENSG00000007168,12.5386,10.7679,10.6567,9.4605,9.7666,16.7454
ENSG00000007171,0.0641,0.0327,0.016,0.0187,0.0216,0.0266
ENSG00000007174,0.4404,10.349,0.6964,0.5013,0.2377,0.3535
ENSG00000007202,3.0543,2.5059,3.0423,3.2132,3.2067,2.7594
ENSG00000007216,0.0012,0.0361,0.0021,0.0062,0.0003,0.0023
ENSG00000007237,13.4809,11.1581,11.2501,12.139,12.8841,11.2303
ENSG00000007255,0.8483,0.3487,1.1378,0.2528,1.351,1.0573
ENSG00000007264,0.4235,1.8767,0.5798,0.5265,0.5817,0.6647
ENSG00000007306,0.0004,0.0129,0.0004,0.0003,0.0001,0.0002
ENSG00000007312,0.002,0.0369,0.0012,0.0043,0.0184,0.0014
ENSG00000007314,0.002,0.0471,0.0004,0.003,0.0001,0.002
ENSG00000007341,2.5824,1.2499,2.5368,2.751,2.5288,2.2596
ENSG00000007350,0.0012,0.0115,0.0062,0.0003,0.0001,0.0038
ENSG00000007372,1.4614,2.6767,2.4426,1.1872,0.2722,1.3092
ENSG00000007376,0.1568,0.3504,0.2103,0.2449,0.4835,0.2069
ENSG00000007384,0.1866,0.1992,0.2153,0.1475,0.1306,0.5733
ENSG00000007392,8.1007,6.2521,7.6523,5.2546,5.8333,5.3551
ENSG00000007402,0.1737,0.6222,0.1734,0.194,0.14,0.1104
ENSG00000007516,0.331,3.2248,0.9145,0.2799,0.1959,0.2831
ENSG00000007520,1.3495,1.2778,1.4275,0.7872,3.1997,1.7888
ENSG00000007541,0.8768,2.0347,1.5027,0.6813,1.1705,1.5229
ENSG00000007545,1.3728,0.9019,1.4963,1.4115,1.5009,1.1601
ENSG00000007866,0.0713,0.0947,0.0857,0.0725,0.0585,0.2197
ENSG00000007908,0.052,0.1754,0.0824,0.0115,0.0127,0.1661
ENSG00000007923,1.4584,1.0337,1.2937,1.3122,1.4108,0.6181
ENSG00000007933,0.3599,0.4124,0.3731,0.4411,0.2993,0.3077
ENSG00000007944,2.1218,0.4209,1.8143,1.4973,3.4443,2.7613
ENSG00000007952,0.0318,0.0336,0.0176,0.0233,0.0741,0.0245
ENSG00000007968,0.2389,0.2567,0.2497,0.3138,0.287,0.2273
ENSG00000008018,2.6779,1.469,3.4437,3.5466,6.1761,5.7657
ENSG00000008056,0.5485,7.5779,0.271,0.6959,0.6926,0.1859
ENSG00000008083,2.8124,2.4568,2.6085,2.5968,2.1097,3.3398
ENSG00000008086,11.089,12.4912,13.0744,13.3968,8.3645,10.8365
ENSG00000008118,0.1398,0.5695,0.0677,0.1851,0.1726,0.0111
ENSG00000008128,4.1572,4.1723,4.3548,7.5777,8.3883,5.1432
ENSG00000008130,1.1447,0.8795,0.9413,1.3234,1.3145,1.1745
ENSG00000008196,0.0036,0.1032,0.0012,0.0082,0.0013,0.0029
ENSG00000008197,0.0004,0.0106,0.0012,0.0003,0.0001,0.0005
ENSG00000008226,0.9297,2.406,0.9527,0.5665,0.535,1.5675
ENSG00000008256,0.4074,1.1904,0.3178,0.5381,0.3816,0.4664
ENSG00000008277,3.6491,6.8253,3.7471,3.2876,2.7488,2.3175
ENSG00000008282,5.6834,1.0594,4.43,3.3366,7.988,7.0913
ENSG00000008283,0.3456,1.7339,0.3182,0.4678,0.2975,0.2626
ENSG00000008294,32.1568,15.3376,27.7824,31.8014,32.0313,34.4203
ENSG00000008300,0.4066,1.0732,0.5162,0.9444,1.0036,0.559
ENSG00000008311,15.5891,3.0043,12.5083,6.8226,7.5241,6.8272
ENSG00000008323,0.1741,0.2178,0.1954,0.2482,0.2399,0.1494
ENSG00000008324,0.8196,0.5439,0.747,0.9349,3.825,3.7113
ENSG00000008382,0.2599,0.2671,0.3087,0.2613,0.3851,0.2575
ENSG00000008394,1.4441,2.3886,2.6677,1.7504,1.226,1.3166
ENSG00000008405,0.7508,0.6748,0.6064,1.6801,1.934,3.3597
ENSG00000008438,0.0109,0.0106,0.0398,0.0155,0.0077,0.0026
ENSG00000008441,22.2493,17.8822,17.9673,14.0559,12.1471,13.0389
ENSG00000008513,0.6349,1.3392,0.651,1.1678,0.5505,1.1524
ENSG00000008516,0.0721,0.0845,0.1144,0.0404,0.0461,0.0337
ENSG00000008517,0.2423,0.684,0.2446,0.4461,0.4231,0.3124
ENSG00000008710,2.0258,3.5442,3.0888,3.9895,3.1609,3.4699
ENSG00000008735,1.3925,5.2443,1.2128,1.5225,1.4701,1.7412
ENSG00000008838,1.943,1.761,1.9001,2.1374,1.9118,2.0261
ENSG00000008853,0.4153,1.622,0.2822,0.227,0.292,0.2724
ENSG00000008869,2.4917,2.4418,2.0927,2.1914,2.1654,2.1687
ENSG00000008952,15.9579,12.5929,9.716,7.7757,14.7805,18.1919
ENSG00000008988,5.6925,7.5088,7.2002,5.9348,17.3714,21.6552
ENSG00000009307,8.2731,11.0785,6.9503,6.8618,10.5483,10.282
ENSG00000009335,3.9856,3.308,4.2451,5.8276,4.1108,3.653
ENSG00000009413,10.2722,14.8674,14.114,9.9286,5.4549,9.6156
ENSG00000009694,0.7968,1.6999,0.6823,0.8984,0.483,0.7382
ENSG00000009709,0.0004,0.0947,0.0029,0.0069,0.0104,0.0032
ENSG00000009724,0.483,0.5042,0.7009,0.4466,0.3522,0.2633
ENSG00000009765,1.1068,1.103,1.2417,1.4243,0.9917,0.8894
ENSG00000009780,2.7163,2.3025,2.6413,1.6973,2.2392,2.0503
ENSG00000009790,0.8018,0.5332,0.6477,0.4278,0.4608,0.4196
ENSG00000009830,3.4929,1.6241,3.4046,3.1654,4.2991,3.5884
ENSG00000009844,1.1834,1.5331,1.2759,1.5597,1.66,1.0392
ENSG00000009950,1.4891,2.3298,1.011,0.8588,1.1175,0.8579
ENSG00000009954,7.5518,7.7115,5.7592,9.6913,5.8787,5.8644
ENSG00000010017,1.3542,2.125,1.2618,3.0801,2.5047,2.0041
ENSG00000010030,0.11,0.0896,0.0972,0.0648,0.1458,0.065
ENSG00000010072,1.0283,0.5832,1.0225,1.0058,1.2452,0.686
ENSG00000010165,0.8548,0.4566,0.6245,0.6381,0.8444,0.6416
ENSG00000010219,0.7812,0.5743,0.7651,0.8436,1.1578,0.9805
ENSG00000010244,21.4289,13.102,22.8728,20.9902,18.1173,21.1573
ENSG00000010256,1.5697,2.3745,1.7545,1.0595,2.4594,2.4059
ENSG00000010270,2.1773,1.7969,1.8556,2.1273,2.105,2.3723
ENSG00000010278,9.0944,0.7419,7.1601,3.5907,24.8115,31.4406
ENSG00000010282,11.4028,0.8006,4.6811,9.4354,14.8248,18.6221
ENSG00000010292,1.664,0.8118,1.343,1.5413,1.6807,1.4018
ENSG00000010295,1.5724,1.1319,2.0008,0.934,0.8699,1.4361
ENSG00000010310,1.7006,0.888,1.4008,1.1814,1.6268,2.88
ENSG00000010318,1.196,0.5851,1.0179,0.7768,0.6574,1.0266
ENSG00000010319,0.0189,0.1423,0.0078,0.022,0.0432,0.0239
ENSG00000010322,2.5066,4.3514,3.0748,2.7003,3.5783,3.6843
ENSG00000010327,0.1118,1.5013,0.1966,0.2792,0.5846,0.3915
ENSG00000010361,1.1015,1.1301,1.3179,0.6387,1.5329,1.5505
ENSG00000010379,0.0955,0.2374,0.0898,0.1535,0.0713,0.0988
ENSG00000010404,12.7215,31.22,9.0289,13.8941,15.6432,12.5841
ENSG00000010438,0.0165,0.2111,0.0037,0.0214,0.0649,0.0224
ENSG00000010539,2.0178,1.8045,2.3435,1.966,1.6083,1.0678
ENSG00000010610,0.2302,0.5468,0.1908,0.2483,0.3849,0.3702
ENSG00000010626,0.4671,2.7947,0.5667,0.4964,0.6637,0.7125
ENSG00000010671,0.16,0.2476,0.0882,0.1154,0.2227,0.0924
ENSG00000010704,1.319,0.5826,1.9527,2.364,1.3273,0.7685
ENSG00000010803,0.5267,0.6434,0.5589,0.3126,0.2671,0.541
ENSG00000010810,6.8139,3.5066,9.0611,6.7306,8.8651,10.647
ENSG00000010818,2.2499,7.4794,1.9152,2.1009,1.4259,3.0932
ENSG00000010932,0.0504,0.0617,0.0226,0.0365,0.0189,0.0114
ENSG00000011007,2.7327,1.61,2.2284,3.9325,2.58,3.3518
ENSG00000011009,0.3236,0.8685,0.303,0.4697,0.658,0.3997
ENSG00000011021,2.8996,1.9932,2.3292,2.8514,3.3146,3.6808
ENSG00000011028,0.3615,0.9348,0.2054,0.1897,0.1746,0.5225
ENSG00000011052,0.0042,0.0004,0.0004,0.0003,0.0033,0.0018
ENSG00000011083,0.0165,0.6553,0.0193,0.0707,0.0693,0.0056
ENSG00000011105,0.0721,0.5143,0.0832,0.1437,0.135,0.1485
ENSG00000011114,3.4598,2.2483,3.0067,3.9182,2.5845,3.3966
ENSG00000011132,2.1931,1.4804,2.2823,2.0639,1.8441,2.4022
ENSG00000011143,0.6676,0.4258,0.5509,0.3363,0.6063,0.6159
ENSG00000011198,3.5903,1.6013,4.3186,3.5243,5.2264,3.5317
ENSG00000011201,1.6558,0.4812,1.4578,1.3204,0.7836,1.0313
ENSG00000011243,2.8246,2.9113,3.2822,3.2987,4.4524,5.812
ENSG00000011258,3.0475,2.0231,2.5904,3.104,2.4887,3.4715
ENSG00000011260,1.2295,0.9041,1.1099,1.4395,1.5292,1.4913
ENSG00000011275,3.353,2.6395,2.8236,5.5062,4.1442,2.9876
ENSG00000011295,5.1091,5.9349,5.3116,6.6262,5.8627,4.5795
ENSG00000011304,2.1701,2.439,2.2588,2.9233,3.6057,2.9961
ENSG00000011332,0.7354,1.4359,0.6809,1.5544,1.203,1.1673
ENSG00000011347,0.2599,5.423,0.2103,0.7189,0.4345,0.0659
ENSG00000011376,0.7949,0.9048,0.7692,0.8103,0.7854,0.4602
ENSG00000011405,5.9294,5.9161,4.5902,4.8868,4.4326,5.4803
ENSG00000011422,0.9527,0.7395,0.9548,1.0261,1.0234,1.7328
ENSG00000011426,31.3446,1.3382,38.4582,40.3361,57.4955,40.6095
ENSG00000011451,0.9574,1.1391,1.133,1.0278,1.0752,0.8836
ENSG00000011454,6.5075,5.2558,5.6081,5.8987,5.4537,5.4668
ENSG00000011465,0.951,3.4815,1.1592,1.1069,0.7949,1.2857
ENSG00000011478,0.9811,0.846,0.9194,1.1427,0.5809,0.9872
ENSG00000011485,2.1556,2.6042,2.8937,3.0948,2.7143,2.0267
ENSG00000011523,3.8884,3.5433,3.9732,3.7062,2.9997,3.0535
ENSG00000011566,2.5731,2.7414,2.9304,4.9805,4.6051,6.8545
ENSG00000011590,0.0737,0.0471,0.1046,0.1095,0.1055,0.0239
ENSG00000011600,0.1664,0.8379,0.1997,0.45,0.7986,0.7707
ENSG00000011638,0.2452,0.3596,0.2686,0.3538,0.2893,0.2538
ENSG00000011677,0.1092,0.5542,0.0488,0.0976,0.0787,0.0745
ENSG00000012048,3.6668,2.1875,3.3277,3.9348,2.8586,3.5615
ENSG00000012061,2.3865,2.1296,2.4529,2.4155,2.7404,3.4657
ENSG00000012124,17.057,0.864,17.765,25.7161,20.5848,22.9474
ENSG00000012171,11.714,1.1537,16.7511,7.7737,13.5042,17.6179
ENSG00000012174,2.186,1.2972,2.0223,1.409,1.466,1.2769
ENSG00000012211,1.1213,0.7855,1.2046,1.119,0.9496,1.1402
ENSG00000012223,0.0125,0.0361,0.0037,0.0056,0.0038,0.0099
ENSG00000012232,3.404,2.7169,3.3263,3.1762,2.6521,2.5839
ENSG00000012504,0.1588,0.1145,0.1064,0.1592,0.1336,0.2091
ENSG00000012660,6.0381,1.3612,4.5114,5.6412,6.8108,21.0192
ENSG00000012779,0.1235,0.1441,0.0987,0.0539,0.1114,0.0781
ENSG00000012817,7.2227,0.3101,6.3667,4.4839,4.2592,5.3361
ENSG00000012822,4.7082,3.6367,5.8401,6.7379,9.403,7.0054
ENSG00000012963,0.8314,0.6215,0.6647,0.7381,1.2556,0.9486
ENSG00000012983,30.8382,5.1302,26.0921,35.081,30.1556,35.7296
ENSG00000013016,0.6818,2.3935,0.58,0.6408,0.8689,0.547
ENSG00000013275,0.5176,0.3945,0.477,0.3324,0.7945,0.5278
ENSG00000013288,3.6344,2.6835,3.9079,2.6583,3.6593,3.4795
ENSG00000013293,9.2621,5.3967,9.9528,6.2483,4.6999,4.8491
ENSG00000013297,37.1129,2.4893,40.1555,15.3482,57.4879,44.591
ENSG00000013306,1.3673,1.0035,0.9687,1.6187,1.8108,2.6638
ENSG00000013364,3.5717,2.8981,3.4444,3.4213,2.9654,4.2267
ENSG00000013374,3.6716,3.3781,3.5211,4.8797,4.8657,3.8549
ENSG00000013375,3.1703,2.74,2.6937,4.1043,2.8719,3.3719
ENSG00000013392,0.7514,1.0164,0.6216,0.6978,0.5777,0.6241
ENSG00000013441,23.5882,8.05,13.5528,53.1025,29.0051,106.8467
ENSG00000013503,0.6936,0.6179,0.5958,0.5848,0.5433,0.443
ENSG00000013523,3.7399,1.2484,3.0501,1.5043,2.0337,1.8784
ENSG00000013561,1.9539,1.8459,1.4787,1.7591,1.4269,1.2401
ENSG00000013563,0.1306,0.2801,0.1188,0.0734,0.0511,0.0395
ENSG00000013573,1.5548,0.6481,1.3857,2.3082,2.226,1.4682
ENSG00000013583,1.2208,0.4817,1.115,0.7024,2.0259,2.3047
ENSG00000013588,1.8229,2.0421,1.5117,1.9142,1.4452,2.3494
ENSG00000013619,0.2611,0.3397,0.3262,0.1679,0.0897,0.4227
ENSG00000013725,1.2458,0.83,0.9964,1.0762,0.5942,1.2828
ENSG00000013810,0.8998,0.8561,1.0824,0.9707,0.6436,0.8046
ENSG00000014123,8.0845,2.1205,5.4175,3.2021,6.6405,5.5574
ENSG00000014138,1.6132,0.7018,1.7272,1.4571,1.7071,2.0853
ENSG00000014164,0.4719,0.5469,0.593,0.9107,0.681,0.9459
ENSG00000014216,0.6859,1.2808,0.8145,0.6496,0.8373,0.7473
ENSG00000014257,0.2502,0.3034,0.2473,0.5044,0.2937,1.3749
ENSG00000014641,2.8939,5.1413,2.281,2.295,3.9042,3.6337
ENSG00000014824,3.8308,3.7134,3.4121,3.4672,3.0588,2.4133
ENSG00000014914,0.3978,0.2841,0.5777,0.6229,0.5893,1.5881
ENSG00000014919,2.5548,1.6212,2.551,1.6086,1.7929,1.7051
ENSG00000015133,0.3795,1.0242,0.3394,0.4323,0.2859,0.2986
ENSG00000015153,4.5056,4.8706,4.1,5.3707,3.78,4.3859
ENSG00000015171,5.8592,5.2463,4.2441,4.258,3.9279,3.5647
ENSG00000015285,0.1975,0.3886,0.1672,0.1389,0.271,0.1664
ENSG00000015413,0.0044,0.0225,0.0029,0.0141,0.0013,0.0005
ENSG00000015475,0.713,1.1969,0.6884,1.0682,0.8919,1.1851
ENSG00000015479,25.2502,29.6915,24.4418,45.2683,43.0924,35.4191
ENSG00000015520,0.0678,0.0821,0.063,0.282,0.1599,0.1205
ENSG00000015532,1.4602,0.8466,1.3747,1.2048,1.3091,1.2858
