gene,GSM5470483,GSM5470484,GSM5470485,GSM5470486,GSM5470487,GSM5470488,GSM5903107,GSM5903108,GSM5903109,GSM5903110,GSM5903111,GSM5903112,GSM5903113,GSM5903114
ENSG00000000003,5.2488,0.945,1.6516,1.5131,1.9775,0.6556,2.4968,0.5955,1.5774,1.0098,0.446,1.1212,1.6149,1.3007
ENSG00000000005,0.0085,0.0004,0.0016,0.022,0.0078,0.0066,0.0186,0.0003,0.0064,0.0003,0.0004,0.0004,0.001,0.0061
ENSG00000000419,1.6437,1.4445,2.1846,0.8185,1.5015,1.4258,1.2532,1.2933,1.0604,1.6892,1.9532,1.1119,1.789,1.5428
ENSG00000000457,0.9331,1.6247,1.3049,0.9989,1.1912,1.1027,0.9149,0.9965,0.8669,1.185,1.3664,1.4271,0.9557,1.8893
ENSG00000000460,0.4552,0.612,0.9316,0.6143,0.6887,0.7181,0.3768,0.7708,0.4557,0.7935,0.9598,0.7203,1.1026,0.9475
ENSG00000000938,0.2015,0.0406,0.1434,1.3996,0.2549,0.1056,0.6686,0.7374,0.1277,0.1362,0.1817,0.3275,0.1462,0.0441
ENSG00000000971,1.0845,0.1598,1.1769,2.9445,0.5648,1.3053,3.1383,0.5238,0.6377,0.4913,0.2723,1.4091,1.2335,0.067
ENSG00000001036,1.0932,0.8999,0.6294,0.5055,0.9675,0.7019,0.6895,1.2547,0.6208,2.0097,1.4615,1.0738,1.0141,1.4814
ENSG00000001084,2.3289,2.6303,2.7781,1.869,2.6428,3.7625,1.8433,4.1619,1.5985,4.6219,4.8113,2.8095,3.0192,4.4217
ENSG00000001167,0.3695,0.3746,1.1498,0.72,0.4857,1.2287,0.7304,0.6141,0.3812,0.6013,0.7324,0.6865,0.9287,0.6729
ENSG00000001460,2.126,2.0901,2.3445,2.172,2.2033,2.3826,1.197,2.3645,1.8858,2.0433,2.9175,2.3736,2.8222,3.0153
ENSG00000001461,4.2243,7.1935,4.3484,3.407,5.9196,6.862,1.5094,8.2984,4.3304,10.7633,14.7063,7.4736,8.9051,13.6052
ENSG00000001497,1.432,2.3849,1.509,1.3976,1.8295,1.7079,1.6543,1.938,1.751,1.935,2.3816,1.9973,2.3956,2.68
ENSG00000001561,3.2131,4.2417,4.0107,1.2905,4.2186,5.7291,1.2673,5.9201,2.9546,6.8652,6.9648,3.53,4.2046,9.0582
ENSG00000001617,0.0685,0.0257,0.1707,0.8103,0.1314,0.4706,0.4106,0.0534,0.1782,0.0507,0.0596,0.0962,0.113,0.002
ENSG00000001626,0.3029,0.5431,0.8882,0.6084,0.3657,0.9161,0.2546,0.4523,0.1975,0.4186,0.6725,0.8381,0.4823,0.8462
ENSG00000001629,4.4544,7.0398,7.5153,5.795,7.2831,9.7724,6.8849,11.4369,5.4315,8.2112,13.326,7.4371,10.1809,14.7324
ENSG00000001630,6.6389,4.9715,11.2508,2.8424,7.6545,15.9787,2.2384,7.581,4.0728,10.6453,13.6105,4.7633,10.7838,6.3597
ENSG00000001631,4.4103,4.8331,6.2229,4.0935,5.2831,5.6201,4.205,6.5084,5.1123,5.4407,6.9245,4.3916,7.921,7.773
ENSG00000002016,2.0408,1.9766,2.5891,0.7863,2.4488,2.3927,0.7899,1.9885,1.2939,1.4947,4.458,2.4396,4.3691,1.4803
ENSG00000002079,0.019,0.0108,0.0068,0.0335,0.014,0.0005,0.0128,0.0062,0.0057,0.0202,0.0359,0.044,0.0045,0.0482
ENSG00000002330,2.8329,1.2794,1.1439,2.1904,1.2412,1.1092,4.0391,1.1548,2.909,1.4617,2.1774,1.9714,2.1293,0.7475
ENSG00000002549,3.3782,1.8698,2.0661,3.0851,2.1878,1.7958,4.1517,2.6228,1.4386,2.5837,2.3697,1.646,2.0672,1.152
ENSG00000002586,12.7079,1.9341,8.0412,7.0265,3.8982,3.4685,18.3837,2.5919,5.358,2.7291,0.7386,6.0156,3.2211,0.4752
ENSG00000002587,0.3242,0.4448,0.27,0.4106,0.4742,0.4679,0.6152,0.5093,1.1501,0.4133,0.3401,0.3367,0.2261,0.31
ENSG00000002726,0.0232,0.0413,0.0355,0.053,0.0454,0.0574,0.0079,0.0588,0.0376,0.0353,0.0213,0.0499,0.0388,0.0777
ENSG00000002745,0.1566,0.0473,0.1069,0.0584,0.1258,0.0996,0.0335,0.0514,0.1023,0.0142,0.0122,0.0152,0.0453,0.0231
ENSG00000002746,0.253,1.3518,0.3269,0.7366,1.0259,0.4884,0.3238,0.4862,1.6175,0.299,0.2754,0.4555,0.1952,0.5777
ENSG00000002822,0.5907,0.5082,0.4491,0.9941,0.4517,0.6131,0.8838,0.6309,0.5313,0.6853,0.8435,0.699,0.5769,0.4206
ENSG00000002834,1.9143,1.5744,2.0957,4.4284,1.5241,2.0093,4.1346,1.9225,2.3791,1.49,1.0756,2.2006,1.4601,1.5149
ENSG00000002919,0.5316,0.6116,0.6838,0.8013,0.5629,0.5808,0.5879,0.7768,0.5357,0.6025,0.9168,0.6063,0.8839,0.5508
ENSG00000002933,1.6636,0.3105,1.2837,0.8658,0.5451,0.7071,4.0252,0.8684,1.0436,0.5324,0.2017,0.7932,0.6411,0.1671
ENSG00000003056,3.4775,3.334,3.1537,2.2983,3.1156,2.4134,4.0804,3.9267,3.0034,3.3813,2.9041,3.2159,3.1552,2.8815
ENSG00000003096,0.331,0.2613,0.2186,0.3607,0.2019,0.305,0.3543,0.2144,0.2477,0.16,0.1625,0.2582,0.2444,0.1153
ENSG00000003137,0.0417,3.0632,0.0537,0.0335,0.3167,0.1107,0.0848,0.1699,0.284,0.1454,0.0248,0.0471,0.0522,0.0919
ENSG00000003147,0.3787,1.6701,0.7054,0.6851,1.1497,0.8895,0.5933,0.9426,1.2278,0.7783,0.6409,0.8438,0.4845,0.8326
ENSG00000003249,0.2125,0.5936,0.1068,0.3707,0.2794,0.1595,0.3799,0.3365,1.018,0.37,0.2367,0.2409,0.1078,0.3747
ENSG00000003393,1.7062,2.2845,2.4467,1.7562,2.8929,2.2942,1.2047,2.1783,2.191,1.8073,2.7812,1.7441,1.8101,2.0881
ENSG00000003400,1.287,1.3794,2.0641,4.2936,1.4172,1.641,2.0954,1.449,0.9177,1.2942,1.5265,1.461,1.3534,1.7344
ENSG00000003402,18.3783,21.1546,30.794,34.4827,20.6385,27.1273,21.609,22.5847,18.3503,22.0473,22.8472,23.1564,22.5578,28.2474
ENSG00000003436,10.7995,26.1342,18.3821,12.1929,16.4934,18.9357,10.7891,19.2002,22.2748,15.4442,16.7942,15.3788,17.243,25.5834
ENSG00000003509,1.1762,1.6499,1.3998,1.0184,1.5976,0.8741,0.9702,1.6168,1.4176,1.3805,1.8105,1.3596,1.5215,1.5793
ENSG00000003756,7.767,11.2248,15.3049,9.5166,11.4046,13.7676,7.9599,14.9632,8.4737,12.3294,16.3963,10.3777,15.1027,19.3638
ENSG00000003987,0.5688,2.2226,0.6519,0.6767,1.416,0.9706,0.3016,1.952,1.1821,1.484,2.295,1.8166,1.4045,3.3168
ENSG00000003989,0.9474,0.3987,2.8488,0.5967,0.617,0.9448,2.6685,0.4869,1.127,0.9197,0.4078,0.9002,0.7179,1.3351
ENSG00000004059,5.0399,3.3992,1.4952,1.0613,2.9882,1.8581,2.4382,3.1983,4.0893,4.7269,5.0865,3.1146,2.4604,2.488
ENSG00000004139,0.5328,0.7222,0.6197,0.5321,0.6246,0.6173,0.4802,0.5515,0.5302,0.6751,0.5342,0.7416,0.5395,1.048
ENSG00000004142,2.1291,1.7475,1.05,2.0741,2.041,1.0996,2.7091,2.2901,2.2197,2.0054,2.6046,2.1589,2.0441,0.9852
ENSG00000004399,1.4175,1.0633,5.5192,2.4538,1.5562,4.4969,1.89,3.1367,1.4017,2.0854,2.4637,3.0409,2.2006,1.4353
ENSG00000004455,2.2452,1.791,4.8603,1.9005,1.6076,2.4932,2.0512,2.153,1.4142,2.073,2.7957,1.8027,2.231,2.2675
ENSG00000004468,1.4769,0.6594,0.605,0.7421,0.9458,0.3981,0.8436,0.604,0.2762,0.8961,0.4622,0.843,0.4443,0.9276
ENSG00000004478,4.6641,2.4415,20.9765,30.3454,3.7605,23.9309,31.2673,4.7156,7.8593,2.2471,6.7354,2.171,18.2772,1.8432
ENSG00000004487,1.2069,1.0961,1.074,1.2369,1.158,1.1468,1.6229,1.1171,1.4037,1.075,1.1055,0.9996,1.246,1.0622
ENSG00000004534,12.2943,10.6615,18.9144,10.3067,11.9898,15.9491,15.0355,10.4602,11.0896,11.1866,13.5897,10.2753,23.3317,11.9461
ENSG00000004660,0.3094,2.3133,0.4174,0.383,0.9829,0.3147,0.5468,0.7597,2.7981,0.3627,0.3,0.6373,0.3725,0.7109
ENSG00000004700,1.0433,0.9513,0.9257,1.2564,1.2738,1.2916,0.9474,1.7235,0.8352,1.3618,1.6744,1.3929,1.2917,1.1283
ENSG00000004766,1.2117,1.8149,0.6297,1.7815,1.7846,0.7834,1.4836,1.7698,1.6953,1.5826,1.9609,1.293,1.6061,1.5303
ENSG00000004776,0.1572,0.0496,0.1184,0.1693,0.0914,0.0733,1.0506,0.1241,0.2732,0.0646,0.0633,0.3828,0.1268,0.0279
ENSG00000004777,0.6934,1.3666,1.1575,0.309,1.2602,1.6702,0.6611,2.3399,1.2193,2.1345,2.8775,1.4496,1.2639,2.5764
ENSG00000004779,8.1354,3.1504,2.3509,2.1629,3.5839,1.9596,4.9952,2.5455,2.9686,4.3872,5.8235,2.4148,4.5986,1.5518
ENSG00000004799,6.4382,5.5364,6.2495,3.0144,7.3878,9.9586,2.3308,10.6656,4.0736,8.2798,15.2861,8.0067,16.9589,8.8623
ENSG00000004809,0.0872,0.0883,0.0944,0.177,0.1445,0.2209,0.0616,0.219,0.1331,0.1249,0.181,0.1328,0.2699,0.2505
ENSG00000004838,6.4581,0.4603,0.1299,0.8524,1.7646,0.1329,1.4277,0.1889,1.3004,0.0752,0.1388,0.3283,1.2971,0.2286
ENSG00000004846,0.1517,0.1732,0.2425,0.4833,0.1697,0.2386,0.1503,0.1519,0.1186,0.1526,0.1473,0.2182,0.1514,0.2723
ENSG00000004848,0.9792,0.3055,0.2026,0.1139,0.609,0.0973,0.9508,0.2715,0.9717,0.2087,0.1158,0.3562,0.3298,0.1854
ENSG00000004864,3.258,3.33,5.612,0.971,4.2979,5.991,0.7786,5.8586,1.0007,5.8694,8.03,5.7785,4.1458,4.9825
ENSG00000004866,0.6681,0.786,0.929,1.1068,0.8547,1.3905,1.6014,0.473,1.228,0.4078,0.3668,0.5502,0.5084,0.4803
ENSG00000004897,1.2114,1.9307,2.0275,2.5301,1.7311,2.1712,1.7075,1.6571,1.8873,1.4699,1.5171,1.7214,1.8064,2.0981
ENSG00000004939,0.2873,0.4253,0.6155,1.0906,0.3522,0.704,0.4377,0.448,0.2533,0.4641,0.4812,0.8119,0.3848,0.8085
ENSG00000004948,0.0015,0.0034,0.0005,0.0086,0.0003,0.0005,0.0236,0.0016,0.0164,0.0017,0.0004,0.0004,0.0487,0.002
ENSG00000004961,0.3251,0.35,0.2196,0.3434,0.3336,0.3119,0.5991,0.2308,0.2652,0.319,0.2742,0.1678,0.3156,0.1785
ENSG00000004975,1.1399,1.2997,1.9467,1.2291,1.1698,1.5204,1.1912,1.4519,1.5467,1.41,1.4057,1.0961,1.9273,1.8858
ENSG00000005001,0.0003,0.0004,0.0005,0.001,0.0003,0.0005,0.0012,0.0003,0.0003,0.0003,0.0011,0.0004,0.0003,0.0004
ENSG00000005007,1.6315,1.6432,1.3452,2.8192,1.7035,1.8494,2.5722,2.1377,2.3122,1.8747,1.95,2.1266,2.5981,1.9986
ENSG00000005020,1.2452,1.082,1.3403,1.6058,1.4686,1.4151,2.1108,2.3083,1.5807,1.1683,1.5069,2.4188,1.3091,0.9488
ENSG00000005022,5.7162,2.5608,2.8871,2.182,3.3707,3.388,3.9292,2.9782,3.389,5.6679,4.9559,1.7925,4.6788,2.0261
ENSG00000005059,1.087,0.203,0.8679,0.4908,0.4902,0.2785,0.4498,0.4568,0.2817,0.2395,0.2393,0.3199,0.1954,0.2893
ENSG00000005073,0.0009,0.0004,0.0005,0.001,0.0003,0.0005,0.0004,0.0003,0.0003,0.0003,0.0004,0.0012,0.0003,0.0004
ENSG00000005075,4.6151,1.6362,2.3179,2.2018,2.2223,1.7324,5.9741,2.6906,2.5292,3.027,4.7347,2.0606,3.6792,1.4015
ENSG00000005100,0.7891,1.6503,0.7016,1.2314,1.2006,1.0485,0.9123,1.2853,1.2946,1.4924,1.5452,1.4515,1.2633,1.9844
ENSG00000005102,0.0143,0.0168,0.0183,0.022,0.039,0.046,0.017,0.037,0.0251,0.0394,0.0004,0.037,0.0204,0.1485
ENSG00000005108,1.099,1.5535,0.6816,1.424,0.9967,1.1024,1.2366,0.541,1.8896,1.0694,0.1745,1.0877,0.4448,0.751
ENSG00000005156,1.3391,2.4126,1.6316,1.7177,1.827,1.7282,1.1987,2.5036,1.4326,2.5681,2.7585,2.5003,2.2195,2.8172
ENSG00000005175,1.2284,1.2753,1.2662,0.9507,1.4395,1.2821,1.1265,1.2568,1.0874,1.0988,1.3528,1.5789,1.4535,0.9813
ENSG00000005187,0.3969,0.4448,0.5254,0.5931,0.4359,0.4165,0.2513,0.3938,0.2881,0.504,0.6722,0.4097,0.6043,0.549
ENSG00000005189,0.0883,0.0979,0.0492,0.1336,0.0902,0.0646,0.0365,0.1349,0.0616,0.1127,0.1304,0.2043,0.0942,0.1993
ENSG00000005194,0.9362,1.0452,0.5983,0.6265,0.9011,0.4574,0.9213,0.9143,0.8167,1.0226,1.1165,0.7786,0.8927,0.875
ENSG00000005206,1.8765,2.3523,2.6213,0.8632,1.7867,2.3181,1.1745,2.0312,1.5049,2.8977,2.3937,2.3678,1.362,3.4562
ENSG00000005238,0.9608,1.2213,2.5137,0.6457,1.0101,2.4842,0.8704,1.6251,1.0865,1.1234,1.1736,1.8789,0.6183,2.4267
ENSG00000005243,0.9095,0.1815,0.4481,1.0226,0.3142,0.0814,1.3318,0.2831,0.3101,0.3628,0.3897,0.6593,0.2886,0.159
ENSG00000005249,0.3208,0.7186,0.3297,0.353,0.6547,0.5014,0.8489,0.3581,1.7919,0.1544,0.131,0.4124,0.2074,0.2659
ENSG00000005302,1.4646,1.2843,1.1549,5.2562,1.6095,1.4757,3.7085,1.638,1.6037,1.4432,1.2469,1.6628,1.7075,1.4606
ENSG00000005339,3.3992,3.5705,3.8119,7.9251,3.7574,5.3654,6.3601,4.1264,4.7813,3.8401,3.9895,3.9902,5.4534,3.9275
ENSG00000005379,1.0738,2.2022,0.4927,0.3462,1.4612,0.5942,1.1639,0.5261,2.8333,0.6465,0.3792,0.7199,0.5535,0.652
ENSG00000005381,0.0044,0.0093,0.0151,0.001,0.0134,0.0005,0.0037,0.0101,0.0044,0.0023,0.0004,0.0238,0.0003,0.0344
ENSG00000005421,0.0767,0.0717,0.0274,0.0225,0.0764,0.0046,0.0837,0.0269,0.0441,0.0501,0.027,0.0484,0.0664,0.0268
ENSG00000005436,1.8878,2.4482,2.0163,2.1396,2.4998,1.8939,2.1523,2.713,2.3014,2.8344,2.9699,2.1401,2.916,2.7048
ENSG00000005448,3.4437,1.1013,1.2769,0.2771,1.3372,0.7975,0.4434,0.7462,0.8547,0.9653,0.9598,0.7978,1.5081,0.9272
ENSG00000005469,0.8711,1.0361,0.5646,0.9948,0.9785,0.6832,1.0543,0.9564,0.7804,1.0964,0.9429,1.0656,0.9158,0.8423
ENSG00000005471,0.0108,0.0514,0.0089,0.3619,0.0309,0.0167,0.1308,0.018,0.0569,0.0916,0.0156,0.0655,0.0586,0.0667
ENSG00000005483,13.3227,16.0805,35.2734,21.0376,17.2017,32.9666,15.7251,21.5401,15.2141,20.322,28.6994,17.876,32.5179,25.6154
ENSG00000005486,1.9844,2.6294,0.7016,2.2337,1.6404,1.5532,4.0475,1.8968,4.9808,1.6826,1.7147,1.5323,1.9262,1.4442
ENSG00000005513,1.6082,5.5886,3.1114,2.2357,2.5042,9.6352,1.4393,5.4822,3.4782,8.6879,6.4608,6.0098,6.9267,7.1474
ENSG00000005700,1.5116,1.9977,2.9548,1.311,2.1961,3.1342,0.799,2.4189,1.5106,2.4113,2.2458,2.1671,1.512,3.1061
ENSG00000005801,1.8287,3.292,2.2077,2.3986,2.6118,3.7758,1.6212,3.0196,2.4411,3.3286,3.0664,3.4089,2.8629,4.9725
ENSG00000005810,8.5668,12.6876,7.2222,8.9402,11.8623,9.1546,9.9227,9.8995,15.1155,7.8624,8.746,8.3788,9.0707,11.9259
ENSG00000005812,2.4204,3.1567,2.1521,3.3502,3.016,2.5647,3.2085,3.1035,3.1627,3.5346,3.9607,3.008,4.1542,2.9159
ENSG00000005844,0.2214,0.253,0.279,0.538,0.2191,0.1702,0.3445,0.5451,0.205,0.3148,0.1898,0.5247,0.2498,0.3025
ENSG00000005882,1.6925,1.5472,0.7346,0.5833,1.4339,0.6475,0.7384,1.1867,1.5638,1.3894,1.3451,1.4905,1.3616,1.1132
ENSG00000005884,1.2619,1.2635,1.6918,1.6255,1.1951,1.4393,0.7885,0.9748,1.1704,0.826,0.8643,1.0232,0.766,1.1576
ENSG00000005889,3.2432,1.9211,1.7793,2.634,3.4553,1.8671,2.0282,3.0861,1.7493,2.1382,4.6489,2.8338,3.3637,3.0682
ENSG00000005893,13.7156,19.6804,23.8271,9.6917,16.3244,32.3886,6.2647,27.7299,12.3088,40.6175,39.1624,17.8618,49.2093,37.4659
ENSG00000005961,0.0918,0.2733,0.2278,0.3589,0.2023,0.2113,0.1518,0.2372,0.2207,0.1884,0.2084,0.3004,0.2349,0.588
ENSG00000005981,0.7925,1.101,1.2381,1.2674,0.9984,0.9258,0.9608,1.0942,0.8197,0.9677,1.1552,0.9845,0.9795,1.2281
ENSG00000006007,1.8206,3.0381,1.2451,1.9995,2.0264,2.6382,1.7562,3.3576,2.8965,3.6709,4.8296,2.1576,4.5999,2.9378
ENSG00000006015,5.9235,3.8657,2.8062,2.7737,4.1502,4.368,3.6471,4.2881,3.128,4.7579,6.333,4.8168,4.272,3.3782
ENSG00000006016,8.1874,0.574,0.3531,0.6568,2.4851,0.0589,5.7352,0.1838,2.2252,0.1872,0.0891,0.6785,1.8474,0.0282
ENSG00000006025,0.5094,0.7666,0.5972,0.3549,0.7024,0.7678,0.5569,0.977,1.0584,0.9988,0.8634,0.6484,1.1796,1.1569
ENSG00000006042,4.3517,4.8163,8.7277,1.2411,4.1568,7.8836,1.3148,7.4592,2.6567,10.3167,12.3262,3.5839,8.422,7.5276
ENSG00000006047,0.0738,0.0682,0.0516,0.0392,0.0877,0.0571,0.1526,0.0455,0.1385,0.0657,0.0329,0.0432,0.0674,0.0951
ENSG00000006062,0.4365,0.3015,0.47,0.3052,0.3005,0.321,0.7744,0.3067,0.3879,0.1719,0.1802,0.2091,0.3909,0.2602
ENSG00000006071,0.3406,1.5834,0.6168,0.4255,1.2319,1.0084,0.4496,1.0819,1.7456,1.0156,0.5811,0.8188,0.2815,1.7597
ENSG00000006116,0.0604,1.2515,0.0906,0.0719,0.4633,0.1046,0.1981,0.2185,1.1536,0.0394,0.0485,0.1254,0.0336,0.1057
ENSG00000006118,1.7188,2.4392,1.4112,1.4153,1.6333,1.4635,6.8319,1.2853,4.4394,1.4588,0.8819,1.3801,1.604,1.3391
ENSG00000006125,2.3477,3.0215,1.919,3.1942,2.9729,3.022,3.8201,3.3704,2.9619,2.2372,4.4511,3.2815,2.8221,2.5093
ENSG00000006128,0.0557,0.2918,1.0657,0.0985,0.1464,0.0015,0.619,0.0887,0.2417,0.056,0.0233,0.1227,0.0225,0.2068
ENSG00000006194,0.4435,0.6377,0.9509,0.8045,0.5695,0.7506,1.1284,0.6556,0.6078,0.6795,0.6014,0.5993,1.0905,0.5604
ENSG00000006210,0.7278,2.0252,0.5997,2.02,1.1764,1.0324,1.1064,0.9038,1.9362,0.5768,0.6035,1.1589,0.531,0.7269
ENSG00000006282,1.1358,0.6444,0.7381,0.5386,0.836,0.4696,1.2053,0.8559,1.168,0.4939,0.3756,0.7301,0.5229,0.7045
ENSG00000006283,0.125,0.5136,0.3844,0.2443,0.5554,0.4845,0.2793,0.3067,1.3149,0.1739,0.223,0.3214,0.1751,0.2082
ENSG00000006327,2.2083,0.1055,1.0344,2.3428,0.7118,0.3311,1.0324,0.198,0.1499,0.1872,0.255,0.2706,0.3729,0.0287
ENSG00000006377,0.0096,0.0819,0.0833,0.2852,0.0524,0.0168,0.1285,0.0129,0.1387,0.0224,0.019,0.0764,0.0264,0.0151
ENSG00000006432,0.287,0.9034,0.502,0.4952,0.6294,0.6782,0.5907,0.4057,1.5654,0.2731,0.2448,0.3562,0.3071,0.4692
ENSG00000006451,2.6205,1.8454,1.1742,1.6602,1.8577,1.8878,2.0608,1.5921,1.505,1.7694,2.7962,2.0256,2.9181,1.0406
ENSG00000006453,0.2243,0.2431,0.4992,0.4084,0.2315,0.3765,0.2276,0.2322,0.1459,0.3583,0.3047,0.351,0.2745,0.2777
ENSG00000006459,1.1778,1.6544,4.8989,2.6804,1.4357,3.4219,1.6717,1.6386,1.3234,1.5816,1.5563,1.8364,1.6321,1.4921
ENSG00000006468,0.4721,1.1937,0.3709,0.2382,0.8634,1.1933,0.8555,1.0778,1.4882,1.1472,0.3372,0.4716,0.2948,0.469
ENSG00000006530,2.0283,3.4699,2.219,1.7685,2.9354,2.8957,1.7384,3.4413,2.6082,3.2602,3.7069,2.907,2.6695,5.4448
ENSG00000006534,1.2626,1.2564,2.4125,1.6376,1.2461,2.1576,0.7984,1.2847,0.7443,1.5297,1.4142,1.4199,1.023,2.0776
ENSG00000006555,0.2254,0.2598,0.3641,0.4945,0.2707,0.3038,0.212,0.2151,0.233,0.2331,0.3095,0.3143,0.3417,0.3365
ENSG00000006576,1.1617,2.8803,1.662,1.4211,2.2587,2.2966,0.7063,2.7557,1.6905,2.5939,3.319,2.2485,2.4628,3.7634
ENSG00000006606,0.0989,0.0004,0.0005,0.4659,0.0034,0.0349,2.0322,0.0029,0.0466,0.0116,0.0115,0.0066,0.0584,0.0004
ENSG00000006607,1.3718,2.0822,3.1575,2.311,1.8902,3.0223,1.4323,2.7237,1.5485,2.5494,2.9393,2.5425,2.4983,3.629
ENSG00000006611,2.8848,0.3209,0.688,0.2937,1.2148,0.3361,0.9671,1.923,0.5448,1.1313,3.634,1.002,0.5464,1.9152
ENSG00000006625,1.3219,0.9742,1.4545,0.4646,0.8209,0.8296,1.0625,0.6859,0.8229,1.0877,0.8369,0.6307,0.5262,0.38
ENSG00000006634,0.4168,0.5725,0.8124,0.6416,0.4963,0.8624,0.3132,0.5171,0.4274,0.4267,0.6156,0.4186,0.3831,0.3982
ENSG00000006638,0.271,0.2671,0.439,0.4923,0.2437,0.5225,0.2051,0.2782,0.183,0.2475,0.2617,0.2507,0.1885,0.4353
ENSG00000006652,4.8819,3.3317,12.6725,5.1627,4.1256,9.0168,7.4469,3.573,3.4703,3.9093,4.3078,2.5653,4.5503,3.9253
ENSG00000006659,0.026,0.0302,0.0537,0.0679,0.0378,0.0278,0.0302,0.0455,0.0191,0.0242,0.03,0.0479,0.0377,0.0732
ENSG00000006695,0.4824,0.3013,0.0986,0.4103,0.5569,0.2916,0.3136,0.3829,0.3682,0.2951,0.4368,0.5805,0.378,0.2626
ENSG00000006704,1.2406,0.936,2.6488,1.6067,1.1984,1.9964,1.1339,1.3433,1.1429,1.3514,1.6172,1.0222,1.4739,1.83
ENSG00000006712,1.2847,1.0391,1.7927,0.5712,0.9784,2.1007,1.2957,1.0183,1.0277,1.0863,1.3446,1.361,1.2937,1.1578
ENSG00000006715,2.7856,3.2703,3.2153,3.414,3.634,3.7645,3.0029,3.8097,3.0224,2.7734,3.9762,3.6612,2.6643,2.8594
ENSG00000006740,0.9593,2.265,1.1292,1.2464,1.5228,1.2568,1.5171,1.0807,2.312,0.7498,1.0975,1.3164,1.3055,0.9182
ENSG00000006744,1.8838,1.4896,1.4825,1.041,1.5834,1.7344,1.3745,1.7771,1.3057,1.761,2.1928,1.5292,1.6357,1.9575
ENSG00000006747,4.2282,2.6968,4.8234,3.0583,3.4948,3.1279,4.0835,6.4028,2.0346,3.9894,3.0796,3.9662,3.5803,3.0847
ENSG00000006756,2.0265,1.4541,1.8233,1.6185,1.4829,1.8218,1.0603,1.3431,1.0022,1.8704,1.1882,2.026,1.2405,2.3592
ENSG00000006757,1.3525,0.4704,0.5747,1.2138,0.7471,0.3803,0.9266,0.5259,0.6398,0.4764,0.478,0.7622,0.5151,0.5038
ENSG00000006788,0.0003,0.0004,0.0005,0.0301,0.0091,0.0005,0.0045,0.0003,0.0037,0.0003,0.0004,0.0004,0.001,0.0004
ENSG00000006831,3.1383,4.0927,4.0791,5.3363,4.1987,7.1948,1.9382,6.7498,2.6355,7.0536,9.6584,4.6569,8.6885,6.1804
ENSG00000006837,1.3593,1.0777,1.1495,0.9915,1.613,1.2534,1.4529,1.3587,0.9805,1.084,2.1291,1.1969,1.39,1.2623
ENSG00000007001,0.0699,0.1323,0.11,0.1138,0.183,0.1312,0.0893,0.1249,0.2691,0.1256,0.0529,0.1446,0.0688,0.1072
ENSG00000007038,0.0114,0.0011,0.0073,0.0048,0.0016,0.001,0.0066,0.0046,0.0027,0.003,0.0022,0.0082,0.0003,0.0004
ENSG00000007047,1.0721,1.269,1.3851,1.6331,1.271,1.3301,1.0239,1.2447,1.301,1.3029,1.3738,1.3854,1.3826,1.8038
ENSG00000007062,0.7854,0.2518,0.5145,1.3322,0.3846,0.7082,0.751,0.1467,0.2634,0.2193,0.0648,0.2149,0.2462,0.1383
ENSG00000007080,2.0166,1.4201,1.8732,4.0933,1.4312,2.0245,4.461,2.0281,2.7116,2.5144,2.9254,1.8399,3,1.3773
ENSG00000007129,0.0692,0.0575,0.0136,0.0522,0.0323,0.0089,0.054,0.0792,0.0274,0.0541,0.0255,0.0807,0.0213,0.1061
ENSG00000007168,7.4808,10.106,18.0269,6.2499,9.7152,14.9791,6.359,8.9422,6.6463,9.1286,11.6949,8.5452,8.705,12.2844
ENSG00000007171,0.0166,0.0684,0.036,0.0086,0.0296,0.0066,0.0012,0.0187,0.0915,0.0149,0.0011,0.0167,0.0038,0.0214
ENSG00000007174,4.6085,0.9296,0.2818,1.2659,1.9974,0.2847,0.8906,0.2948,1.2404,0.3388,0.2322,0.425,0.8132,0.4002
ENSG00000007202,2.1326,2.4158,2.3454,2.1855,1.8863,2.2926,2.4257,2.2629,1.984,2.5851,2.2912,2.1456,2.7182,3.4554
ENSG00000007216,0.0003,0.0004,0.0005,0.0029,0.0041,0.0005,0.0037,0.0003,0.0003,0.0003,0.0004,0.0004,0.0003,0.0004
ENSG00000007237,5.1665,6.7516,5.7224,3.8024,7.8253,10.3146,1.6829,9.2156,8.9122,9.8011,9.1818,7.3363,6.7071,10.7008
ENSG00000007255,1.7598,1.1095,0.4752,0.2879,1.055,0.4402,0.5594,1.212,0.461,1.8045,2.5762,1.1904,0.9176,1.0833
ENSG00000007264,0.3907,0.7496,0.4498,0.4776,0.5947,0.5562,0.5503,0.6364,1.7081,0.5013,0.3632,0.6863,0.3113,0.4739
ENSG00000007306,0.0003,0.0004,0.0005,0.0029,0.0003,0.0005,0.0004,0.0003,0.0003,0.0003,0.0004,0.0004,0.0003,0.0004
ENSG00000007312,0.0557,0.0145,0.0183,0.0928,0.0259,0.0066,0.0517,0.0088,0.0339,0.0003,0.0041,0.072,0.0308,0.0004
ENSG00000007314,0.0003,0.0004,0.0005,0.0143,0.0022,0.0005,0.0012,0.0003,0.003,0.001,0.0004,0.0027,0.0003,0.0004
ENSG00000007341,1.6978,1.4136,1.4088,1.0038,1.7299,1.6674,0.5978,1.9925,0.8078,2.4725,2.5789,1.3547,1.899,2.1441
