gene,GSM2677508,GSM2677509,GSM2677510,GSM2677511,GSM2677512,GSM2677513,GSM2677514,GSM2677515,GSM2677516,GSM2677517
ENSG00000270757,0.3407,0.0253,0.5116,0.1951,0.2465,0.1564,0.2482,0.2812,0.115,0.2256
ENSG00000270762,0.0005,0.0009,0.0004,0.0004,0.0004,0.0009,0.0004,0.0006,0.0016,0.0005
ENSG00000270765,0.1532,0.2027,0.1391,0.1009,0.1826,0.101,0.1276,0.1762,0.1117,0.3309
ENSG00000270772,0.0046,0.006,0.0031,0.0036,0.0037,0.0047,0.002,0.0006,0.0005,0.0005
ENSG00000270788,0.0026,0.0009,0.0013,0.0012,0.0029,0.0009,0.0004,0.0006,0.0016,0.0015
ENSG00000270791,0.0036,0.0009,0.0004,0.0004,0.0012,0.0009,0.0012,0.0006,0.0005,0.0005
ENSG00000270800,0.4607,0.124,0.7786,0.6266,0.3075,0.2486,0.4721,0.5001,0.4728,0.6438
ENSG00000270806,0.0198,0.0317,0.0083,0.0036,0.027,0.0217,0.0075,0.0061,0.0078,0.0181
ENSG00000270809,0.0056,0.018,0.0022,0.0012,0.0021,0.0066,0.0027,0.0017,0.0047,0.0034
ENSG00000270813,0.0056,0.0094,0.0013,0.0036,0.0021,0.0179,0.0043,0.0017,0.0036,0.0034
ENSG00000270814,0.0107,0.0043,0.0039,0.0051,0.0021,0.0066,0.0035,0.0028,0.0047,0.0083
ENSG00000270831,0.0005,0.0044,0.0004,0.0043,0.0004,0.0009,0.0004,0.0006,0.0005,0.0072
ENSG00000270837,0.0107,0.0094,0.0118,0.0099,0.0079,0.0123,0.0114,0.0105,0.0078,0.0132
ENSG00000270846,0.0005,0.0009,0.0004,0.0012,0.0004,0.0009,0.0004,0.0006,0.0016,0.0005
ENSG00000270849,0.0005,0.0009,0.0004,0.0004,0.0004,0.0009,0.0004,0.0017,0.0016,0.0005
ENSG00000270863,0.0273,0.0319,0.0058,0.0036,0.0192,0.0338,0.006,0.0163,0.0121,0.0094
ENSG00000270864,0.0005,0.0009,0.0004,0.0013,0.0004,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000270872,0.0671,0.0234,0.4521,0.3517,0.0191,0.0295,0.2186,0.0798,0.1039,0.143
ENSG00000270874,0.0025,0.0043,0.004,0.0012,0.0004,0.0028,0.0036,0.0006,0.0005,0.0005
ENSG00000270878,0.0272,0.006,0.0111,0.0124,0.02,0.0397,0.0172,0.012,0.0183,0.0156
ENSG00000270882,0.1128,0.0835,0.3414,0.2046,0.5161,0.0677,0.0723,0.1502,0.1905,0.0477
ENSG00000270885,1.8625,0.9711,0.7931,0.8143,1.417,0.7877,0.7194,0.5666,0.7871,1.47
ENSG00000270889,0.0005,0.0026,0.0013,0.0004,0.0021,0.0029,0.0028,0.0006,0.0005,0.0005
ENSG00000270900,0.0015,0.0009,0.0004,0.0004,0.0021,0.0009,0.0004,0.0006,0.0005,0.0015
ENSG00000270903,0.025,0.0181,0.054,0.0554,0.0314,0.0351,0.0494,0.0582,0.0382,0.0565
ENSG00000270904,0.0005,0.0009,0.0022,0.0028,0.0012,0.0028,0.002,0.0028,0.0005,0.0005
ENSG00000270906,0.0736,0.2351,0.0338,0.0365,0.0517,0.4738,0.0574,0.0931,0.143,0.0922
ENSG00000270915,0.0056,0.0043,0.0039,0.0012,0.0029,0.0142,0.0027,0.0017,0.0016,0.0015
ENSG00000270921,0.0063,0.0125,0.0173,0.0137,0.0114,0.0206,0.0024,0.0006,0.0088,0.0005
ENSG00000270923,0.0239,0.0307,0.0623,0.0327,0.0324,0.0263,0.0406,0.0137,0.027,0.0279
ENSG00000270929,0.0005,0.0009,0.0022,0.0004,0.0004,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000270930,0.0015,0.0009,0.0013,0.0004,0.0004,0.0009,0.0004,0.0006,0.0005,0.0015
ENSG00000270936,0.0005,0.0017,0.0004,0.0004,0.0004,0.0009,0.0004,0.0006,0.0005,0.001
ENSG00000270938,0.0015,0.0009,0.0031,0.0091,0.0012,0.0028,0.0004,0.0006,0.0068,0.0034
ENSG00000270945,0.0005,0.0009,0.004,0.0004,0.0004,0.0009,0.0004,0.0006,0.0016,0.0018
ENSG00000270946,0.0005,0.0009,0.0004,0.0004,0.0004,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000270948,0.0239,0.0419,0.0467,0.0407,0.0229,0.0368,0.0137,0.0149,0.013,0.0181
ENSG00000270954,0.0005,0.0043,0.0048,0.0044,0.0029,0.0009,0.0075,0.0017,0.0088,0.0015
ENSG00000270965,0.0025,0.0009,0.0004,0.0004,0.0004,0.0028,0.0004,0.0006,0.0005,0.0005
ENSG00000270975,0.0045,0.0032,0.0004,0.0004,0.0004,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000270986,0.0137,0.0145,0.0031,0.0044,0.0054,0.0217,0.0059,0.0061,0.0078,0.0123
ENSG00000270999,0.0009,0.0009,0.0027,0.0004,0.0016,0.0009,0.0004,0.0016,0.0005,0.0005
ENSG00000271013,0.0276,0.022,0.0141,0.0137,0.0187,0.0314,0.0096,0.0181,0.0144,0.0154
ENSG00000271024,0.0005,0.0009,0.0013,0.0004,0.0004,0.0009,0.0012,0.0006,0.0005,0.0005
ENSG00000271026,0.0005,0.0009,0.0004,0.0004,0.0012,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000271043,0.0091,0.022,0.004,0.0063,0.0075,0.0284,0.0043,0.0039,0.0092,0.0015
ENSG00000271045,0.0051,0.0009,0.0013,0.0024,0.0017,0.0047,0.0024,0.0022,0.001,0.0015
ENSG00000271063,0.0036,0.0077,0.0022,0.0015,0.0046,0.0142,0.0043,0.0017,0.0016,0.0074
ENSG00000271070,0.0005,0.0009,0.0013,0.0036,0.0004,0.0009,0.002,0.0006,0.0005,0.0005
ENSG00000271072,0.0152,0.0143,0.0143,0.0112,0.0182,0.0068,0.0205,0.0222,0.0196,0.0089
ENSG00000271079,0.0052,0.0075,0.0025,0.0004,0.0024,0.0009,0.0016,0.0036,0.0005,0.0022
ENSG00000271081,0.0015,0.0009,0.0004,0.0004,0.0012,0.0047,0.0012,0.0006,0.0016,0.0005
ENSG00000271092,0.0656,0.0605,0.1053,0.072,0.0685,0.0581,0.0929,0.1107,0.0804,0.0528
ENSG00000271093,0.0038,0.0009,0.0004,0.0004,0.0004,0.0009,0.002,0.0006,0.0005,0.0005
ENSG00000271095,0.0873,0.0809,0.0502,0.0418,0.0584,0.1114,0.0306,0.0371,0.0552,0.0392
ENSG00000271097,0.0005,0.0009,0.0004,0.0011,0.0004,0.0009,0.0021,0.0006,0.0005,0.0005
ENSG00000271098,0.0005,0.0026,0.0004,0.0004,0.0004,0.0047,0.0004,0.0006,0.0005,0.0015
ENSG00000271105,0.0392,0.0299,0.0528,0.0526,0.0562,0.0311,0.0593,0.0337,0.0462,0.0387
ENSG00000271108,0.0005,0.0009,0.0004,0.0004,0.0012,0.0009,0.0004,0.0006,0.0016,0.0005
ENSG00000271115,0.0005,0.0009,0.0004,0.0004,0.0004,0.0028,0.0004,0.0006,0.0005,0.0005
ENSG00000271121,0.2659,0.1715,0.4679,0.2883,0.1413,0.0852,0.1795,0.2466,0.1539,0.1388
ENSG00000271130,0.0005,0.0091,0.0057,0.0066,0.0086,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000271131,0.0005,0.0009,0.0013,0.0004,0.0013,0.0028,0.0004,0.0017,0.0005,0.0005
ENSG00000271134,0.0005,0.0009,0.0004,0.0028,0.0021,0.0009,0.0027,0.0017,0.0005,0.0005
ENSG00000271138,0.0015,0.0009,0.0004,0.002,0.0021,0.0009,0.0075,0.0072,0.0005,0.0074
ENSG00000271142,0.0025,0.0009,0.0004,0.0004,0.0004,0.0028,0.0027,0.0017,0.0036,0.0025
ENSG00000271153,0.0005,0.0612,0.009,0.0004,0.0004,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000271159,0.0005,0.0009,0.0004,0.0012,0.0012,0.0009,0.0004,0.0006,0.0016,0.0005
ENSG00000271161,0.0168,0.0094,0.01,0.0225,0.0279,0.0274,0.0357,0.0127,0.0286,0.026
ENSG00000271164,0.0005,0.0009,0.0004,0.0004,0.0004,0.0028,0.0004,0.0006,0.0026,0.0005
ENSG00000271178,0.0005,0.0009,0.0004,0.0111,0.0004,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000271180,0.0015,0.0026,0.0004,0.0004,0.0012,0.0009,0.0035,0.0017,0.0026,0.0015
ENSG00000271198,0.0037,0.0062,0.0013,0.0004,0.0013,0.0009,0.0004,0.0006,0.0016,0.0015
ENSG00000271207,0.0347,0.115,0.0166,0.0234,0.0238,0.2093,0.0247,0.0272,0.0423,0.0163
ENSG00000271209,0.0005,0.0009,0.0004,0.0004,0.0012,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000271215,0.0015,0.0026,0.0031,0.0044,0.0046,0.0066,0.0004,0.0028,0.0036,0.0044
ENSG00000271225,0.0005,0.0026,0.0057,0.0036,0.0029,0.0047,0.0015,0.0006,0.0005,0.0031
ENSG00000271227,0.0025,0.0009,0.0004,0.0012,0.0021,0.0179,0.002,0.0039,0.0005,0.0015
ENSG00000271231,0.0005,0.0009,0.0004,0.0012,0.0004,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000271232,0.0005,0.0026,0.0004,0.0004,0.0012,0.0009,0.0075,0.0061,0.0109,0.0025
ENSG00000271235,0.0005,0.0026,0.0004,0.0004,0.0004,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000271236,0.0015,0.0077,0.0065,0.0051,0.0029,0.0028,0.009,0.0116,0.0119,0.0044
ENSG00000271237,0.0005,0.0026,0.0004,0.0012,0.0004,0.0028,0.0004,0.0006,0.0005,0.0005
ENSG00000271249,0.0005,0.0026,0.0004,0.0004,0.0004,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000271264,0.0005,0.0026,0.0004,0.0004,0.0004,0.0009,0.0004,0.0006,0.0005,0.0025
ENSG00000271266,0.0005,0.0009,0.0014,0.0004,0.0004,0.0009,0.0004,0.0006,0.0005,0.0015
ENSG00000271271,0.0005,0.0045,0.0015,0.0004,0.0004,0.0009,0.0004,0.0017,0.0005,0.0005
ENSG00000271278,0.0633,0.1052,0.0075,0.0129,0.0179,0.0365,0.0239,0.0278,0.0175,0.0074
ENSG00000271286,0.0056,0.0009,0.0039,0.0028,0.0037,0.0047,0.0012,0.0006,0.0016,0.0015
ENSG00000271287,0.0005,0.0197,0.0004,0.0004,0.0004,0.0009,0.0004,0.0006,0.0078,0.0005
ENSG00000271288,0.0005,0.0009,0.0041,0.0027,0.0004,0.0009,0.0004,0.0028,0.0005,0.0005
ENSG00000271303,1.1486,1.1759,8.9992,1.8336,2.4851,0.9203,1.3998,0.7608,1.9496,1.0288
ENSG00000271304,0.015,0.0155,0.0004,0.0017,0.0163,0.0104,0.0061,0.0078,0.0029,0.0151
ENSG00000271318,0.0005,0.0009,0.0004,0.0032,0.0025,0.0034,0.0004,0.0019,0.0005,0.0005
ENSG00000271321,0.005,0.0009,0.0082,0.0038,0.0004,0.0009,0.0004,0.0006,0.0044,0.0005
ENSG00000271332,0.0046,0.0009,0.0022,0.0004,0.0004,0.0009,0.0035,0.0017,0.0016,0.0015
ENSG00000271337,0.0214,0.0368,0.0193,0.0154,0.019,0.0284,0.0177,0.0132,0.0246,0.0208
ENSG00000271351,0.0005,0.0009,0.0009,0.0004,0.0033,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000271361,0.0428,0.0009,0.0696,0.0658,0.0486,0.0009,0.0801,0.0071,0.0005,0.0627
ENSG00000271373,0.0005,0.0009,0.0004,0.0004,0.0004,0.0028,0.0004,0.0006,0.0005,0.0005
ENSG00000271377,0.0025,0.0043,0.0013,0.0012,0.0021,0.0047,0.0004,0.0006,0.0026,0.0005
ENSG00000271378,0.0025,0.0009,0.0004,0.0012,0.0029,0.0009,0.0027,0.0006,0.0005,0.0005
ENSG00000271383,2.8847,4.439,3.0988,1.9646,2.0674,2.8648,2.1917,0.9202,1.4732,1.0451
ENSG00000271386,0.0036,0.0026,0.0004,0.0012,0.0012,0.0009,0.0027,0.0006,0.0005,0.0054
ENSG00000271400,0.0005,0.0009,0.0004,0.0004,0.0004,0.0044,0.0004,0.0006,0.0005,0.0021
ENSG00000271402,0.0005,0.0009,0.0004,0.0004,0.0008,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000271404,0.0066,0.0043,0.0013,0.0012,0.0046,0.0028,0.0012,0.0006,0.0016,0.0054
ENSG00000271412,0.0005,0.0009,0.0004,0.002,0.0025,0.0047,0.0027,0.0028,0.0047,0.0005
ENSG00000271415,0.0036,0.006,0.0022,0.0028,0.0029,0.0028,0.0051,0.0006,0.0005,0.0005
ENSG00000271423,0.0005,0.0009,0.0013,0.0004,0.0004,0.0009,0.0012,0.0006,0.0026,0.0005
ENSG00000271424,0.0087,0.0163,0.0135,0.0138,0.0087,0.0047,0.0114,0.0072,0.0151,0.0083
ENSG00000271425,0.7138,0.3909,1.1469,0.6068,0.4632,0.3692,0.7603,0.4986,0.3602,0.4152
ENSG00000271428,0.0036,0.0009,0.0048,0.0036,0.0054,0.0009,0.0098,0.0061,0.0047,0.0064
ENSG00000271429,0.0005,0.0094,0.0004,0.0028,0.0004,0.0009,0.0004,0.0017,0.0005,0.0005
ENSG00000271435,0.0015,0.0009,0.0083,0.0036,0.0054,0.0104,0.0067,0.0061,0.014,0.0005
ENSG00000271447,0.412,0.4903,0.3216,0.278,0.4524,0.2615,0.44,0.3293,0.3586,0.4749
ENSG00000271449,0.0005,0.0009,0.0004,0.0176,0.0277,0.0009,0.0004,0.0006,0.0005,0.0008
ENSG00000271461,0.0768,0.2301,0.0153,0.0099,0.0836,0.2426,0.0412,0.0724,0.0494,0.0172
ENSG00000271464,0.0005,0.0009,0.0004,0.0012,0.0004,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000271466,0.0044,0.0049,0.0099,0.0028,0.005,0.0072,0.0075,0.0077,0.0013,0.0005
ENSG00000271484,0.0015,0.0009,0.0004,0.0012,0.0021,0.0009,0.0012,0.0017,0.0016,0.0005
ENSG00000271496,0.0005,0.0009,0.0004,0.0004,0.0004,0.0009,0.0012,0.0006,0.0005,0.0015
ENSG00000271503,0.3186,1.5956,0.2994,0.2462,0.3602,0.79,0.1746,1.2431,0.5091,0.334
ENSG00000271524,0.0076,0.006,0.0074,0.0065,0.0104,0.0253,0.0224,0.0031,0.0097,0.0083
ENSG00000271525,0.0005,0.0009,0.0004,0.0004,0.0013,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000271532,0.0056,0.0009,0.0022,0.002,0.0013,0.0028,0.0004,0.0006,0.0005,0.0005
ENSG00000271550,0.0005,0.0043,0.0048,0.002,0.0062,0.0066,0.0051,0.0052,0.0036,0.0025
ENSG00000271557,0.0031,0.0051,0.0009,0.0016,0.0021,0.0057,0.0012,0.0028,0.0016,0.0025
ENSG00000271563,0.0422,0.0573,0.0641,0.0154,0.027,0.0066,0.0208,0.0237,0.0296,0.027
ENSG00000271567,0.009,0.0047,0.0054,0.0088,0.0081,0.007,0.0159,0.0068,0.0198,0.0248
ENSG00000271569,0.0005,0.0009,0.0031,0.0044,0.0113,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000271585,0.0005,0.0009,0.0004,0.0004,0.0004,0.0029,0.0004,0.0006,0.0016,0.0005
ENSG00000271601,1.6652,2.0163,1.7083,1.5167,1.8148,2.7757,1.7123,1.9408,2.0125,1.2733
ENSG00000271602,0.0015,0.006,0.0022,0.0012,0.0004,0.0028,0.002,0.0061,0.0036,0.0005
ENSG00000271605,0.2202,0.3298,0.3102,0.7897,0.5697,0.4237,0.289,0.386,0.4384,0.178
ENSG00000271612,0.0015,0.0009,0.0013,0.0036,0.0004,0.0009,0.002,0.0006,0.0047,0.0015
ENSG00000271615,0.0015,0.0026,0.0039,0.0028,0.0037,0.0047,0.0004,0.005,0.0026,0.0005
ENSG00000271625,0.0005,0.0009,0.0004,0.0004,0.0013,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000271626,0.0015,0.0009,0.0013,0.0004,0.0004,0.0028,0.0004,0.0006,0.0005,0.0005
ENSG00000271627,0.0006,0.0009,0.0005,0.0007,0.0005,0.0009,0.0006,0.0007,0.0007,0.0007
ENSG00000271635,0.0005,0.0009,0.0022,0.0029,0.0004,0.0009,0.0034,0.0006,0.0016,0.0005
ENSG00000271638,0.0019,0.0026,0.0004,0.0022,0.0012,0.003,0.0012,0.0058,0.0019,0.0005
ENSG00000271639,0.0005,0.0009,0.0039,0.0044,0.0037,0.0009,0.0027,0.0017,0.0005,0.0054
ENSG00000271647,0.0046,0.006,0.0154,0.0089,0.003,0.0028,0.0096,0.0293,0.0097,0.0123
ENSG00000271655,0.0005,0.0009,0.0004,0.0004,0.0004,0.0009,0.0004,0.0006,0.0026,0.0005
ENSG00000271672,0.0005,0.0009,0.0004,0.0092,0.0021,0.0009,0.0134,0.0006,0.0005,0.0005
ENSG00000271686,0.0005,0.0009,0.0004,0.0004,0.0004,0.0009,0.0004,0.0006,0.0005,0.0025
ENSG00000271687,0.0399,0.1023,0.0134,0.0143,0.0357,0.2239,1.0234,0.0269,2.3581,0.0257
ENSG00000271699,0.1689,0.3143,0.1906,0.2059,0.1157,0.2116,0.2754,0.2788,0.2797,0.2669
ENSG00000271704,0.0046,0.0009,0.0004,0.0004,0.0004,0.0009,0.0012,0.0028,0.0016,0.0015
ENSG00000271705,0.0025,0.0026,0.0004,0.0004,0.0021,0.0009,0.002,0.0006,0.0026,0.0015
ENSG00000271707,0.0005,0.0009,0.0004,0.0037,0.0013,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000271710,0.0005,0.0009,0.0013,0.0012,0.0004,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000271723,0.6046,0.1648,0.8025,0.7902,0.4495,0.1496,1.1854,0.646,0.4714,0.9115
ENSG00000271824,0.0239,0.0026,0.0039,0.032,0.0162,0.0028,0.009,0.0138,0.0036,0.0309
ENSG00000271890,0.0005,0.0009,0.0022,0.0028,0.0004,0.0028,0.0012,0.0006,0.0005,0.0005
ENSG00000271924,0.0015,0.0026,0.0022,0.0004,0.0012,0.0009,0.002,0.0017,0.0016,0.0034
ENSG00000271968,0.0008,0.0017,0.0004,0.0004,0.0004,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000271974,0.0058,0.0028,0.0113,0.0044,0.0093,0.0009,0.0084,0.008,0.0005,0.0058
ENSG00000272031,0.7465,0.3738,0.2656,0.4434,0.7351,0.2709,0.4063,0.2601,0.2883,0.8416
ENSG00000272047,2.4975,2.1611,1.7373,1.7103,2.0844,2.0695,2.2174,2.3968,2.2245,2.3265
ENSG00000272150,0.9155,0.7611,0.3097,0.2063,0.4807,0.3727,0.2369,0.3997,0.4925,0.1962
ENSG00000272196,0.1051,0.0009,0.1199,0.0004,0.5703,0.0656,0.0273,0.0384,0.1073,0.0341
ENSG00000272253,0.0015,0.0009,0.0004,0.0004,0.0012,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000272281,0.0878,0.1277,0.084,0.0967,0.0913,0.1784,0.1031,0.1303,0.1252,0.1452
ENSG00000272311,0.0005,0.0009,0.0004,0.0012,0.0059,0.0009,0.0004,0.0028,0.0005,0.0054
ENSG00000272325,17.5947,21.4559,11.3694,13.2442,14.9378,27.051,15.3424,19.2774,13.5614,18.3874
ENSG00000272333,3.6295,3.9604,4.5721,3.745,3.6648,4.2839,3.3112,3.4895,3.9679,2.8377
ENSG00000272391,3.1498,2.6582,3.7052,3.2654,2.8497,3.2608,3.4446,3.0045,3.0429,3.7052
ENSG00000272395,0.0046,0.0009,0.0031,0.0067,0.0132,0.0028,0.0075,0.0028,0.0182,0.0152
ENSG00000272398,2.1089,4.6482,10.9037,6.7795,3.2915,0.9389,4.5013,3.5159,3.3679,4.7219
ENSG00000272414,0.4091,0.6217,1.2728,0.7598,0.4413,0.5917,0.4662,0.7356,0.4773,0.6266
ENSG00000272419,1.2272,1.1596,1.0543,1.1282,1.4171,1.1351,0.9817,1.076,1.4018,1.2532
ENSG00000272435,0.0005,0.0009,0.0004,0.0012,0.0004,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000272443,0.0005,0.0009,0.0004,0.0004,0.0012,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000272494,0.0005,0.0009,0.0004,0.0004,0.0012,0.0009,0.0004,0.0028,0.0005,0.0005
ENSG00000272514,0.1972,0.1569,0.1723,0.1358,0.2195,0.0757,0.1624,0.1373,0.115,0.2551
ENSG00000272556,1.2356,1.2394,1.1569,1.1214,0.9053,1.3322,0.9264,1.8871,1.644,1.2116
ENSG00000272573,0.3276,0.6563,0.2858,0.1422,0.3615,0.6961,0.2233,0.8254,0.3403,0.265
ENSG00000272578,2.2282,2.783,2.1875,2.0147,2.088,2.639,1.9952,1.9058,2.5991,1.4831
ENSG00000272595,0.444,0.3393,0.0924,0.1055,0.2157,0.2582,0.1408,0.0988,0.1547,0.2369
ENSG00000272602,0.679,0.51,0.577,0.4312,0.6826,0.6773,0.5538,0.5195,0.509,0.4578
ENSG00000272636,2.1685,0.7662,0.7766,1.8768,1.6092,1.4364,0.8966,1.0168,1.1827,3.2815
ENSG00000272645,1.2871,1.4634,1.9177,1.8986,1.1631,1.3075,1.9588,2.1044,1.9998,1.6039
ENSG00000272655,0.6158,0.5749,0.5944,0.4329,0.4414,0.4765,0.5383,0.6401,0.4751,0.4918
ENSG00000272674,0.296,0.3275,0.6762,0.5448,0.2431,0.3198,0.5486,0.4137,0.4713,0.2617
ENSG00000272676,0.0056,0.0026,0.0528,0.0479,0.0079,0.0009,0.0239,0.0127,0.0161,0.0083
ENSG00000272779,0.3227,0.4193,0.5358,0.5111,0.3556,0.571,0.6718,0.5826,0.4172,0.5931
ENSG00000272804,0.0005,0.0026,0.0004,0.0004,0.0004,0.0028,0.0004,0.0006,0.0005,0.0005
ENSG00000272882,0.0015,0.0009,0.0004,0.0012,0.0012,0.0009,0.0004,0.0006,0.0026,0.0005
ENSG00000272886,2.4056,2.8011,2.031,1.4804,1.7122,2.4086,1.5155,1.5087,1.8334,1.5153
ENSG00000272887,0.0005,0.0186,0.0627,0.0564,0.0014,0.0009,0.05,0.0341,0.0514,0.1685
ENSG00000272899,0.3873,0.1788,0.1339,0.123,0.2051,0.1803,0.1425,0.1696,0.1283,0.2387
ENSG00000272937,0.0182,0.0401,0.0156,0.0092,0.0106,0.0305,0.0124,0.0173,0.0142,0.0186
ENSG00000272963,0.0036,0.006,0.0022,0.0028,0.0037,0.0066,0.0051,0.0028,0.0057,0.0025
ENSG00000272968,0.067,0.0536,0.0577,0.0434,0.0711,0.0341,0.0529,0.0185,0.0581,0.0845
ENSG00000273003,0.0005,0.0363,0.1073,0.0004,0.0004,0.0009,0.0128,0.0552,0.015,0.0005
ENSG00000273024,0.0388,0.0236,0.0352,0.066,0.0338,0.0061,0.0741,0.022,0.0482,0.0553
ENSG00000273041,0.0374,0.0207,0.0328,0.012,0.0226,0.0341,0.0202,0.0139,0.0273,0.0112
ENSG00000273045,0.1371,0.1753,0.0745,0.1122,0.1002,0.1743,0.1281,0.154,0.128,0.2235
ENSG00000273079,2.2215,0.9623,0.4539,1.6449,1.3178,0.7349,1.0279,0.5831,0.6485,3.9187
ENSG00000273111,0.0285,0.0795,0.005,0.0048,0.0106,0.0614,0.0095,0.0271,0.034,0.0203
ENSG00000273136,1.3791,1.4541,3.6923,1.2976,1.2191,0.7985,1.1994,0.8637,1.8833,1.4227
ENSG00000273173,0.1071,0.1805,0.0539,0.0991,0.0957,0.1117,0.0916,0.0824,0.0584,0.1003
ENSG00000273225,0.0005,0.0077,0.0013,0.0012,0.0004,0.0085,0.0018,0.0057,0.0005,0.0034
ENSG00000273228,0.0015,0.0009,0.0013,0.0012,0.0021,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000273234,0.0005,0.0009,0.0004,0.0012,0.0004,0.0057,0.0027,0.0006,0.0016,0.001
ENSG00000273238,0.8732,0.4971,0.1192,0.4133,0.5823,0.4427,0.4152,0.1662,0.3585,0.8445
ENSG00000273252,0.0005,0.0009,0.0042,0.0004,0.0004,0.0009,0.0004,0.0084,0.0005,0.0005
ENSG00000273255,0.0036,0.0111,0.0013,0.0028,0.0037,0.0179,0.002,0.0039,0.0161,0.0044
ENSG00000273274,1.7552,1.285,0.477,0.7084,1.025,1.6095,0.7557,0.5868,0.9362,1.0875
ENSG00000273294,0.3256,0.1215,0.2732,0.4554,0.3298,0.1612,0.3306,0.4255,0.3069,0.3877
ENSG00000273327,0.026,0.0197,0.0214,0.017,0.0295,0.0209,0.0373,0.0425,0.0203,0.0218
ENSG00000273330,0.0005,0.0009,0.0004,0.0004,0.0004,0.0009,0.0004,0.0017,0.0005,0.0005
ENSG00000273331,0.0005,0.0029,0.0004,0.0035,0.0035,0.0032,0.0004,0.0006,0.0038,0.0025
ENSG00000273336,0.0025,0.0009,0.0092,0.0107,0.0004,0.0009,0.0012,0.0028,0.0016,0.0015
ENSG00000273340,0.0032,0.0009,0.0004,0.0092,0.0142,0.0255,0.0041,0.0006,0.0005,0.0092
ENSG00000273377,0.0005,0.0009,0.0004,0.0004,0.0004,0.0009,0.0012,0.0006,0.0005,0.0005
ENSG00000273423,0.0408,0.0221,0.0277,0.0265,0.0451,0.0478,0.0289,0.0193,0.0382,0.0184
ENSG00000273434,0.0015,0.0026,0.0039,0.0004,0.0004,0.0009,0.0004,0.0028,0.0005,0.0015
ENSG00000273484,0.0084,0.0219,0.0133,0.004,0.0127,0.0186,0.0129,0.0146,0.0135,0.0077
ENSG00000273509,0.0088,0.0102,0.0165,0.0103,0.007,0.0066,0.0231,0.0245,0.0078,0.0192
ENSG00000273513,0.0005,0.0009,0.0004,0.0004,0.0114,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000273514,0.0544,0.0009,0.0004,0.0146,0.0451,0.0009,0.0095,0.0006,0.0005,0.0181
ENSG00000273520,0.0349,0.0607,0.0507,0.0453,0.0417,0.0627,0.0476,0.0333,0.0689,0.0499
ENSG00000273540,0.1474,0.1541,0.0508,0.0851,0.1126,0.2235,0.0907,0.1235,0.0894,0.1294
ENSG00000273542,0.0005,0.0009,0.0103,0.0317,0.0061,0.0419,0.0086,0.0244,0.0282,0.0177
ENSG00000273559,1.391,1.7136,1.5735,1.1258,1.0516,1.921,1.0048,1.1867,1.305,0.9497
ENSG00000273604,0.0662,0.0573,0.0384,0.0858,0.0728,0.1567,0.0396,0.0376,0.0779,0.0627
ENSG00000273611,0.567,0.6703,0.7111,0.76,0.7896,0.6431,0.7285,0.8278,0.6529,0.8358
ENSG00000273640,0.0005,0.0009,0.0004,0.0004,0.0021,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000273692,0.0005,0.0009,0.0004,0.0004,0.0021,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000273693,0.0005,0.0009,0.0004,0.005,0.0004,0.0032,0.0004,0.0006,0.0005,0.0005
ENSG00000273703,0.0005,0.0009,0.0126,0.0051,0.0004,0.0009,0.0036,0.0061,0.0103,0.0034
ENSG00000273706,0.0149,0.0497,0.0023,0.0379,0.0357,0.0806,0.0594,0.0542,0.0793,0.0399
ENSG00000273749,2.8946,3.1134,6.6219,7.4769,5.1893,4.036,4.9987,3.9706,3.6188,2.3821
ENSG00000273777,0.0015,0.0009,0.0013,0.0036,0.0004,0.0009,0.0004,0.0017,0.0005,0.0005
ENSG00000273802,0.0553,0.1595,0.3893,0.3109,0.1627,0.1304,0.1334,0.1813,0.3892,0.1024
