gene,GSM2677508,GSM2677509,GSM2677510,GSM2677511,GSM2677512,GSM2677513,GSM2677514,GSM2677515,GSM2677516,GSM2677517
ENSG00000000003,1.6062,1.3214,2.4139,1.9715,1.8868,0.9522,1.7733,1.2711,1.384,1.3648
ENSG00000000005,0.0056,0.0077,0.0031,0.0059,0.0021,0.0009,0.0035,0.005,0.0016,0.0044
ENSG00000000419,0.5644,0.562,0.8823,0.6926,0.6095,0.4978,0.7038,0.6722,0.7009,0.6063
ENSG00000000457,0.749,1.0762,0.742,0.6353,0.7212,1.1491,0.8064,0.9252,0.8922,0.782
ENSG00000000460,0.2226,0.2522,0.3784,0.222,0.2711,0.3559,0.3613,0.3181,0.2794,0.2214
ENSG00000000938,0.7567,0.7109,0.5561,0.8255,1.2901,1.934,0.4377,0.6622,0.5595,0.1897
ENSG00000000971,1.6717,5.372,3.5556,4.3714,2.476,4.1149,1.8174,2.7461,3.0185,0.9827
ENSG00000001036,1.2431,1.0953,2.5154,1.8038,1.1957,1.2893,1.6474,1.8679,1.41,1.6765
ENSG00000001084,1.3919,2.0461,3.0615,2.1946,2.6116,2.5356,3.19,3.3358,2.6972,2.5095
ENSG00000001167,1.0823,1.1366,1.6603,1.1905,1.3198,1.9337,1.7114,1.8365,1.9735,1.4204
ENSG00000001460,1.1392,1.2821,1.0107,1.0704,0.9641,1.1773,0.9987,1.0924,1.4305,1.2457
ENSG00000001461,3.863,8.8369,2.8605,3.9462,4.82,9.9407,7.6414,11.1334,10.2677,9.3432
ENSG00000001497,1.7073,2.4628,2.0347,2.0398,1.6104,2.3154,2.3769,3.6735,2.7187,2.7532
ENSG00000001561,1.5282,1.5732,1.6465,2.5382,2.1105,3.8332,2.8613,4.4843,4.0809,2.8248
ENSG00000001617,1.5699,1.6809,0.7079,0.7171,0.8254,1.7377,0.4157,0.5882,0.7767,0.2948
ENSG00000001626,0.0983,0.2131,0.0909,0.1566,0.0828,0.1415,0.2197,0.3996,0.2314,0.1854
ENSG00000001629,3.4585,3.7504,4.8356,3.4497,4.1201,4.8764,6.2198,5.7964,4.9064,5.1666
ENSG00000001630,3.2993,4.0412,2.9931,4.268,3.8664,10.8075,5.4504,5.5325,5.7875,5.245
ENSG00000001631,1.9921,1.6888,1.8804,1.7502,1.9152,1.8367,2.0239,1.7455,1.672,1.8981
ENSG00000002016,0.7718,1.3186,1.3618,0.8698,1.3205,1.2199,1.1746,0.7768,1.1995,0.6511
ENSG00000002079,0.0025,0.0111,0.0153,0.0178,0.0121,0.0104,0.0208,0.0237,0.0161,0.0211
ENSG00000002330,1.9132,2.0944,1.5274,1.2992,1.5223,1.7686,1.3432,1.8595,1.6534,1.4559
ENSG00000002549,3.0726,1.751,3.0491,3.3022,1.3688,1.4607,2.0047,2.3444,2.0352,1.7708
ENSG00000002586,7.3217,10.0078,15.1854,9.1852,7.0376,3.8885,7.383,10.8691,7.6585,9.6639
ENSG00000002587,0.6924,0.559,0.4387,0.3039,0.7295,0.4929,0.4432,0.4556,0.3426,0.338
ENSG00000002726,0.021,0.0163,0.0075,0.01,0.0255,0.0105,0.0162,0.005,0.0089,0.0064
ENSG00000002745,0.0321,0.0453,0.0179,0.0178,0.0262,0.0463,0.0365,0.0204,0.0151,0.0289
ENSG00000002746,0.3237,0.2649,0.1812,0.3767,0.2946,0.3392,0.2898,0.2245,0.2271,0.6924
ENSG00000002822,0.5183,0.6456,0.4348,0.5994,0.4831,0.6579,0.5535,0.8671,0.6778,0.7872
ENSG00000002834,7.4113,6.0864,6.0332,5.581,6.2514,5.8453,4.6302,4.8521,4.0941,5.909
ENSG00000002919,0.7699,0.8283,0.73,0.725,0.7667,0.7921,0.7539,0.6472,0.9111,0.5741
ENSG00000002933,2.2097,1.5509,3.6036,3.7926,1.7044,0.5182,1.3632,1.3184,2.4369,0.9553
ENSG00000003056,2.6616,2.6188,2.8205,3.2844,2.961,2.2281,2.5549,2.8373,2.6552,2.6009
ENSG00000003096,0.466,0.2459,0.9122,0.6795,0.4902,0.1525,0.4012,0.3389,0.3856,0.7626
ENSG00000003137,0.3374,0.3225,0.2665,0.2781,0.364,0.3653,0.2461,0.2767,0.1668,0.3671
ENSG00000003147,0.5324,0.8458,0.2519,0.5737,0.3586,0.5578,0.3694,0.3715,0.497,0.7883
ENSG00000003249,1.3325,1.144,0.7545,0.8382,0.9302,0.7025,0.7319,0.8762,1.0238,1.4952
ENSG00000003393,1.6513,1.3798,2.3664,1.6682,1.9244,1.7434,1.8501,1.8573,1.679,1.8694
ENSG00000003400,0.8885,0.8862,0.6521,0.7335,0.8314,1.0472,0.5658,0.5821,0.7401,0.4102
ENSG00000003402,11.6796,13.7246,11.7397,9.0058,11.3292,14.4785,9.6981,9.5466,10.8465,7.5589
ENSG00000003436,1.7281,3.1566,1.3134,1.2158,1.4066,2.7077,1.2884,1.7498,1.7089,1.5006
ENSG00000003509,0.7543,0.6876,0.7399,0.787,0.6646,0.5683,0.6564,0.6019,0.5394,0.6652
ENSG00000003756,5.5044,7.2639,10.1168,8.7576,6.1933,6.8553,9.3223,8.6929,7.2374,8.772
ENSG00000003987,0.6043,0.4829,0.3293,0.8457,0.5804,1.0768,1.1547,1.6048,1.2172,1.5361
ENSG00000003989,1.1925,1.9242,6.7155,3.5027,2.3191,1.4573,2.9957,1.2273,1.7518,1.0614
ENSG00000004059,2.3954,2.6108,2.1052,2.5174,1.7552,1.9507,1.8915,2.5534,2.2317,2.6689
ENSG00000004139,1.4303,1.5653,1.5983,1.5619,1.7135,1.4357,2.0245,1.7819,1.6822,2.1309
ENSG00000004142,2.1213,2.3092,2.9813,2.5592,2.1728,2.0246,2.2411,2.3418,2.6673,2.1657
ENSG00000004399,2.9592,5.8093,5.974,8.2744,6.1576,8.447,6.2254,7.7573,7.7281,4.357
ENSG00000004455,2.0214,2.4936,3.3039,2.7569,1.9098,2.3392,2.7175,3.3675,2.9254,2.2964
ENSG00000004468,0.2156,0.5947,0.4533,0.9188,0.3098,0.2522,1.5638,0.7553,0.6367,1.3945
ENSG00000004478,30.3574,12.0006,12.662,4.8355,7.6593,6.081,5.6624,4.4478,5.3247,5.3272
ENSG00000004487,2.2915,1.6587,2.388,2.308,2.2536,1.7547,2.1217,1.7912,2.0651,2.4924
ENSG00000004534,10.44,8.9303,13.769,8.8076,10.0261,7.6594,6.5426,7.5808,7.5285,6.9813
ENSG00000004660,1.0191,0.5415,0.7074,1.092,1.0928,0.4804,0.8637,0.5722,0.6698,1.1866
ENSG00000004700,0.4583,0.5919,1.0536,1.0393,0.795,0.8987,0.7489,0.801,0.6008,0.4559
ENSG00000004766,0.9599,0.8667,0.7825,0.9465,1.0312,0.8708,1.1153,1.0009,0.9055,1.1291
ENSG00000004776,3.5027,7.5561,8.2673,4.0919,2.5398,2.2455,4.4291,7.2713,6.5664,5.1628
ENSG00000004777,2.5544,3.2763,1.5994,2.5303,2.2042,5.1996,4.0271,6.6644,5.1958,5.1181
ENSG00000004779,1.2575,0.9453,1.3429,1.2519,1.2135,0.8202,1.1631,1.0709,1.0895,1.2161
ENSG00000004799,6.1428,11.5972,5.8449,5.1433,9.6588,12.6152,8.8476,5.2564,9.4893,2.6297
ENSG00000004809,0.0575,0.0984,0.0222,0.0218,0.0387,0.0689,0.0404,0.0558,0.0701,0.0436
ENSG00000004838,1.0966,0.8666,0.9766,0.5937,1.0704,0.6806,0.8938,0.9539,0.5969,1.4337
ENSG00000004846,0.0873,0.1308,0.0464,0.039,0.0705,0.1263,0.09,0.0676,0.1006,0.0546
ENSG00000004848,0.1096,0.08,0.054,0.1475,0.2119,0.1209,0.1482,0.1306,0.1098,0.4481
ENSG00000004864,0.3292,0.6116,0.3956,0.5589,0.5113,0.909,1.277,1.7625,1.0812,1.0357
ENSG00000004866,1.2503,0.8169,1.315,0.9537,1.1112,0.7768,1.0124,0.8854,0.89,1.1837
ENSG00000004897,2.1421,1.8119,2.2636,2.6447,2.058,2.2061,2.7206,2.1299,1.8422,2.6182
ENSG00000004939,0.1054,0.2248,0.1048,0.0668,0.0823,0.1989,0.1001,0.2378,0.1048,0.0925
ENSG00000004948,0.4931,0.0556,0.0798,0.199,0.2118,0.0255,0.1268,0.0458,0.0473,0.8916
ENSG00000004961,0.5196,0.3892,0.4671,0.4735,0.4788,0.3747,0.3953,0.3839,0.3382,0.4328
ENSG00000004975,1.585,1.5671,1.6454,1.4097,1.5954,1.8772,1.6514,1.9939,1.833,1.4968
ENSG00000005001,0.0015,0.1854,0.0052,0.0078,0.0004,0.0009,0.0004,0.0058,0.0005,0.0005
ENSG00000005007,5.9555,5.0822,6.6623,5.3672,5.6991,5.2075,5.4026,5.2266,6.0843,4.604
ENSG00000005020,0.9996,1.0743,1.2684,1.7273,1.4021,1.4254,1.0432,0.9597,1.2878,1.1347
ENSG00000005022,2.0641,2.5544,3.2085,3.2595,2.6157,2.9124,2.4894,3.3999,2.7324,2.2245
ENSG00000005059,0.4525,0.4234,0.7846,1.0397,0.5915,0.3138,0.6598,0.5882,0.5906,0.4403
ENSG00000005073,0.0025,0.0009,0.0022,0.002,0.0012,0.0047,0.0004,0.0006,0.0016,0.0005
ENSG00000005075,1.6256,2.0977,1.1723,0.8677,1.3443,1.4841,1.0495,1.44,1.5569,1.2859
ENSG00000005100,0.6142,0.8412,1.1831,0.8136,0.7055,1.1611,1.0981,0.9926,1.0223,0.9614
ENSG00000005102,0.0025,0.006,0.0092,0.0059,0.0037,0.0047,0.0035,0.0072,0.0057,0.0025
ENSG00000005108,0.9022,1.2813,2.3976,1.6934,1.0991,1.1771,1.4237,1.2289,1.3471,1.1318
ENSG00000005156,0.9649,1.1922,1.9028,1.6232,1.3093,1.0918,1.7139,1.3467,1.4941,1.3931
ENSG00000005175,1.0017,0.8512,1.2914,1.1882,1.2634,1.2987,1.4051,1.2228,1.276,1.3356
ENSG00000005187,0.0783,0.1426,0.1051,0.0869,0.1215,0.094,0.0728,0.0633,0.0659,0.0484
ENSG00000005189,0.064,0.0517,0.054,0.1384,0.0998,0.0848,0.0954,0.1124,0.1324,0.1209
ENSG00000005194,0.7699,0.5962,0.7999,0.7646,0.7151,0.5729,0.6863,0.6534,0.6015,0.7403
ENSG00000005206,2.2222,2.4375,2.5508,2.982,2.3393,3.5851,3.2075,3.7531,3.6054,3.1448
ENSG00000005238,1.1129,1.8435,3.1251,2.2408,1.7119,1.4602,1.7331,2.5788,2.1992,1.9199
ENSG00000005243,0.4422,0.639,0.7969,0.5201,0.4847,0.4351,0.5154,0.85,0.5024,0.5808
ENSG00000005249,0.6422,0.5107,0.5831,0.7717,0.5991,0.5003,0.5586,0.5783,0.4442,1.1107
ENSG00000005302,1.6069,1.5863,1.5122,1.6332,1.4671,1.5989,1.3662,1.352,1.2749,1.2794
ENSG00000005339,8.6882,6.3301,6.9489,4.664,6.73,7.0604,6.0742,5.9285,4.3548,6.6004
ENSG00000005379,3.9031,2.3523,3.0359,3.7681,3.5195,2.023,3.9212,2.585,3.1173,6.0054
ENSG00000005381,0.0239,0.0043,0.0266,0.1088,0.0212,0.0085,0.0687,0.1685,0.0857,0.1358
ENSG00000005421,0.033,0.0284,0.0092,0.0211,0.0188,0.018,0.0529,0.0194,0.0266,0.0349
ENSG00000005436,0.9828,1.1548,0.7791,0.7098,0.8477,1.162,1.1265,1.0197,1.0482,0.7555
ENSG00000005448,0.5027,0.5062,0.3831,0.517,0.4674,0.4711,0.4411,0.462,0.4305,0.5703
ENSG00000005469,0.4655,0.4063,0.5081,0.4925,0.4445,0.3124,0.5868,0.4798,0.4347,0.385
ENSG00000005471,0.0527,0.0539,0.0404,0.0762,0.0383,0.0701,0.0314,0.0883,0.0344,0.0297
ENSG00000005483,7.6611,10.2536,5.5188,5.1293,5.801,11.0329,6.1409,8.6695,7.1441,7.7443
ENSG00000005486,15.9225,7.616,5.4506,8.3535,8.2194,4.0559,6.709,4.576,5.2551,10.0055
ENSG00000005513,1.8814,4.6459,0.8518,1.4204,2.6441,9.657,6.3448,8.8123,8.1562,6.1147
ENSG00000005700,0.6505,0.7447,0.9061,1.0615,0.6779,1.0543,1.2461,1.1463,1.0482,1.0942
ENSG00000005801,1.1468,1.1437,0.8827,0.9883,1.28,1.2478,1.423,0.9216,1.2979,1.3614
ENSG00000005810,6.7348,5.8911,5.1718,6.4926,5.8541,6.8775,5.9938,5.0613,3.2798,6.7885
ENSG00000005812,1.949,2.0185,2.3537,2.1891,2.4196,2.9756,2.8495,2.5105,2.1633,2.2733
ENSG00000005844,0.407,0.53,0.5215,0.6846,0.8219,0.5668,0.4208,0.7459,0.6313,0.2696
ENSG00000005882,1.5246,1.6212,3.4269,2.3834,1.8171,1.4949,2.4057,3.0238,2.2764,2.2281
ENSG00000005884,3.5651,3.5543,4.6547,3.7338,2.7132,2.1714,2.017,2.1067,2.8863,3.2504
ENSG00000005889,2.0836,1.9214,2.7628,1.8846,2.6351,2.1479,2.2554,1.9994,1.5746,1.5538
ENSG00000005893,3.9369,7.1254,8.8323,8.7883,6.9573,15.6568,14.0959,12.5326,13.349,9.7446
ENSG00000005961,0.2932,0.3075,0.2237,0.2443,0.2377,0.3097,0.2254,0.2193,0.2714,0.2695
ENSG00000005981,0.1327,0.3381,0.1185,0.113,0.1065,0.191,0.2665,0.3523,0.4383,0.2014
ENSG00000006007,1.9059,3.625,1.8656,2.0542,2.0128,3.9445,2.3922,3.2361,2.7499,2.964
ENSG00000006015,1.2615,1.8146,1.1659,1.4737,1.3349,1.6945,1.498,2.0185,1.6716,1.9031
ENSG00000006016,1.8638,2.2367,1.7101,0.881,1.2863,0.3875,2.0737,0.917,0.537,1.5724
ENSG00000006025,1.1323,1.5338,1.1632,1.1578,1.5056,1.683,1.2872,1.4532,1.8895,1.2073
ENSG00000006042,0.9157,1.8347,0.2562,1.1354,1.0065,2.975,2.7582,1.2585,2.2458,1.2678
ENSG00000006047,0.029,0.0402,0.0355,0.0387,0.0216,0.0349,0.0263,0.0447,0.0805,0.0123
ENSG00000006059,0.0005,0.0009,0.0022,0.0019,0.0004,0.0009,0.0012,0.0011,0.0005,0.0005
ENSG00000006062,1.003,0.7861,1.452,1.1949,0.8449,0.741,0.9425,0.903,1.0323,0.6544
ENSG00000006071,1.4661,0.8458,0.7406,1.7724,0.9516,0.5691,0.8991,1.4668,2.0441,1.6617
ENSG00000006116,0.2071,0.0711,0.0285,0.1612,0.1568,0.0406,0.0923,0.0662,0.0297,0.2301
ENSG00000006118,9.5584,4.6164,3.3688,4.0742,5.0102,1.8209,4.5132,3.4779,6.7049,6.145
ENSG00000006125,11.7079,10.598,16.193,14.0296,11.213,10.6496,14.5498,13.974,13.5653,13.782
ENSG00000006128,3.2462,1.5458,0.3886,1.0549,0.2442,0.0293,0.3733,0.3209,0.0597,0.7367
ENSG00000006194,1.585,1.4208,2.2054,1.2446,1.6296,1.2868,1.494,1.5286,1.2135,1.3663
ENSG00000006210,3.2322,2.0517,2.3191,3.4202,2.052,1.4805,1.9986,2.5691,3.6237,3.6343
ENSG00000006282,2.6803,2.4389,2.3121,3.8253,1.9416,2.1285,2.5716,2.3755,3.5437,2.865
ENSG00000006283,0.8651,0.2605,0.2831,0.8764,0.5568,0.2285,0.4045,0.3886,0.5189,1.7249
ENSG00000006327,1.344,0.846,0.5282,0.4228,0.5346,0.3728,0.4887,0.2557,0.6229,0.1495
ENSG00000006377,0.2932,0.1608,0.0971,0.1331,0.2535,0.1515,0.1483,0.1126,0.1125,0.4211
ENSG00000006432,2.4629,1.5668,0.7694,1.6564,2.0194,0.9326,1.0806,0.5312,0.6765,2.1184
ENSG00000006451,1.7852,2.2284,1.5811,1.5245,1.8465,2.6276,1.9424,2.2865,2.4745,1.7959
ENSG00000006453,0.2162,0.5249,0.1958,0.2254,0.2349,0.2939,0.1839,0.1785,0.2091,0.1221
ENSG00000006459,0.7935,1.385,1.4703,1.407,1.2959,1.4206,1.5133,1.2963,1.0682,0.7916
ENSG00000006468,2.1928,0.8204,0.8623,0.8635,0.9722,1.3337,1.072,1.5073,0.784,1.3592
ENSG00000006530,1.0663,0.9707,0.9666,1.0864,0.9471,1.4183,1.0865,1.2943,1.1512,1.2277
ENSG00000006534,0.4791,1.0731,0.4831,0.6848,0.5544,0.6145,0.5247,0.8426,0.8002,0.4536
ENSG00000006555,0.2823,0.3626,0.1845,0.1723,0.1959,0.1354,0.1659,0.1714,0.3674,0.2448
ENSG00000006576,0.5346,0.5445,0.5765,0.7705,0.5886,0.8732,0.8308,1.0195,0.9346,0.8541
ENSG00000006606,0.0483,0.0744,0.0188,0.0075,0.022,0.0198,0.0098,0.0171,0.014,0.0034
ENSG00000006607,2.0132,2.3087,1.7498,1.6297,1.8266,2.6732,2.5448,3.0223,2.2783,2.3143
ENSG00000006611,0.3038,0.8939,0.5779,0.5178,0.3316,0.8429,2.2269,6.5135,1.9363,1.918
ENSG00000006625,0.8816,0.5719,0.6183,0.7654,0.5284,0.484,0.4676,0.6269,0.5754,0.4793
ENSG00000006634,0.2105,0.2653,0.2313,0.2153,0.2048,0.2408,0.1903,0.1415,0.1707,0.1437
ENSG00000006638,0.1935,0.2975,0.1006,0.1101,0.2073,0.3771,0.0948,0.1481,0.1974,0.1108
ENSG00000006652,3.6246,2.0728,5.3748,3.0014,4.6092,2.0537,3.4565,2.8571,3.0012,1.705
ENSG00000006659,0.0194,0.0265,0.0205,0.0202,0.0162,0.0142,0.0239,0.0083,0.0151,0.0064
ENSG00000006695,0.2345,0.2236,0.2407,0.2474,0.2332,0.1993,0.2563,0.2437,0.2769,0.2997
ENSG00000006704,1.6734,1.8925,2.1425,1.7162,1.5318,1.8165,1.4912,1.8305,2.1119,1.4625
ENSG00000006712,2.6948,2.4631,2.6947,2.0571,2.1737,3.5433,2.6911,4.3827,2.6553,3.6996
ENSG00000006715,3.0994,3.1977,2.8575,3.1386,3.8704,3.8408,3.46,4.0408,3.7699,3.6122
ENSG00000006740,2.5327,1.7375,1.3475,2.1946,1.8205,1.2685,1.6051,1.0708,1.393,3.0427
ENSG00000006744,1.3222,1.5375,2.4334,2.0971,1.7225,1.4342,2.1763,2.1745,2.0676,1.6597
ENSG00000006747,1.5394,2.0443,1.7384,4.7504,4.046,1.9217,1.4386,1.8201,1.8599,0.8714
ENSG00000006756,0.7717,1.6248,1.3939,1.3813,1.1581,1.0478,1.353,1.2744,1.4713,1.1645
ENSG00000006757,1.1816,0.9327,1.2486,1.0231,0.8267,0.5034,1.3573,1.4927,0.8698,1.7169
ENSG00000006788,0.0015,0.0026,0.0013,0.002,0.0004,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000006831,2.4727,4.7006,2.0368,1.9635,3.5961,8.0429,3.8665,5.8132,4.6358,2.6826
ENSG00000006837,0.4463,0.5321,0.4658,0.3192,0.3771,0.4971,0.3915,0.4963,0.4445,0.4056
ENSG00000007001,0.0704,0.0494,0.077,0.089,0.063,0.0595,0.0789,0.0922,0.0408,0.073
ENSG00000007038,0.001,0.0051,0.0017,0.0083,0.0025,0.0028,0.0016,0.0011,0.0016,0.0029
ENSG00000007047,3.271,3.0523,4.2071,3.0623,2.8926,2.5837,2.6655,2.4436,3.5471,3.3294
ENSG00000007062,0.1062,0.701,0.1554,0.206,0.3877,0.3446,0.2449,0.3693,0.2915,0.4731
ENSG00000007080,2.7948,2.852,2.2185,1.9047,2.3573,2.8786,1.9468,2.8193,2.8624,2.7222
ENSG00000007129,0.0471,0.0322,0.04,0.1037,0.0846,0.062,0.0466,0.0249,0.0519,0.0739
ENSG00000007168,7.7766,6.5277,11.1107,11.0984,8.6724,8.2989,11.0272,9.0389,8.2171,11.8221
ENSG00000007171,0.0178,0.0813,0.0458,0.0463,0.0238,0.1312,0.112,0.1486,0.1013,0.1619
ENSG00000007174,2.0469,1.9184,3.9437,2.4818,3.1227,1.5587,3.7882,2.7161,2.3684,3.8087
ENSG00000007202,6.0881,5.5059,9.5021,7.9115,7.3165,6.8163,7.8392,5.7787,6.0589,6.9697
ENSG00000007216,0.0015,0.0026,0.0013,0.0012,0.0012,0.0009,0.0004,0.0017,0.0005,0.0015
ENSG00000007237,4.1113,7.3034,3.1067,6.0255,5.3667,12.6451,9.8278,21.703,16.9576,14.7408
ENSG00000007255,0.1837,0.2814,0.2892,0.3034,0.1693,0.3577,0.3388,0.5728,0.4681,0.3407
ENSG00000007264,0.712,0.4162,0.1447,0.4288,0.4911,0.3474,0.2761,0.2592,0.2912,0.7226
ENSG00000007312,0.0117,0.0368,0.0787,0.0439,0.0535,0.016,0.0153,0.0326,0.0473,0.0152
ENSG00000007314,0.0392,0.018,0.0214,0.0289,0.072,0.0387,0.0145,0.0282,0.0483,0.0172
ENSG00000007341,0.5844,0.6337,0.6887,0.6202,0.521,0.6716,0.6734,0.853,0.5285,0.7152
ENSG00000007350,0.0361,0.0111,0.0257,0.0803,0.0062,0.0009,0.0059,0.0381,0.0161,0.0142
ENSG00000007372,1.5754,1.7779,3.5132,1.401,1.7459,0.9108,2.7767,1.3957,1.4936,1.3407
ENSG00000007376,0.8167,0.6664,0.3902,0.3943,0.8232,0.7843,0.4123,0.5162,0.5502,0.4769
ENSG00000007384,0.6853,0.9658,1.103,0.8103,1.0039,1.0053,0.8317,0.7605,1.023,0.5131
ENSG00000007392,3.2584,3.8443,4.5295,3.5671,3.0984,3.5327,3.5689,3.7279,3.9258,3.4027
ENSG00000007402,2.9734,1.0495,0.8718,1.844,1.6457,0.7459,1.4214,0.9501,1.2111,4.0234
ENSG00000007516,24.3183,6.9671,4.5813,15.1768,12.681,5.0657,9.8634,7.6475,9.6451,26.7921
ENSG00000007520,1.6533,2.0955,1.6279,1.3191,1.9439,2.2326,1.559,2.3042,1.8979,1.5908
ENSG00000007541,2.4977,1.9316,2.0115,2.2267,1.935,1.6118,2.004,2.1029,2.3368,2.2259
ENSG00000007545,1.8692,1.5445,2.7498,1.851,2.0698,1.8183,1.9401,2.0238,2.0736,1.5143
ENSG00000007866,0.456,1.1095,1.0015,0.7244,0.3387,0.4171,0.4024,0.4546,0.6762,0.3054
ENSG00000007908,1.1832,0.1155,0.0441,0.108,0.0162,0.05,0.1668,0.7495,0.3871,0.0485
ENSG00000007923,1.6609,1.5319,1.741,1.5413,1.7948,2.0511,1.7555,1.6613,1.8612,1.6801
ENSG00000007933,0.099,0.2976,0.1512,0.1247,0.1552,0.3491,0.0888,0.1319,0.1747,0.093
ENSG00000007944,1.5485,1.231,0.8492,0.445,0.9448,1.2507,0.8781,0.9296,0.7248,0.5897
ENSG00000007952,0.029,0.0385,0.0188,0.0225,0.0287,0.0349,0.0247,0.0315,0.0192,0.024
ENSG00000007968,0.0665,0.103,0.0371,0.0457,0.0375,0.1082,0.0323,0.0563,0.062,0.0383
ENSG00000008018,2.4096,2.2969,3.1966,2.6031,2.3435,2.2588,2.351,2.3965,2.3904,2.1042
ENSG00000008056,9.3121,3.45,1.5811,6.0356,5.4096,1.7188,3.6856,1.9624,1.8916,10.5977
ENSG00000008083,1.5286,1.5213,1.1161,1.2448,1.3062,1.8227,1.4556,1.2609,1.3788,1.5102
ENSG00000008086,3.9107,5.7715,1.7539,1.9446,2.0129,4.914,2.2665,2.5607,2.5495,2.5433
ENSG00000008118,0.9063,0.4217,0.2185,0.7211,0.5729,0.2029,0.4707,0.1431,0.1688,1.0867
ENSG00000008128,4.4591,5.7477,2.7987,2.1265,3.5633,7.8438,1.9856,3.0277,2.97,2.6466
ENSG00000008130,2.8108,2.7493,2.9551,2.1665,2.9076,2.6269,1.9896,1.7028,1.8864,1.4066
ENSG00000008196,0.03,0.0334,0.0693,0.0218,0.0196,0.0066,0.013,0.0536,0.0109,0.0074
ENSG00000008226,1.5456,2.0571,1.4393,1.2551,1.7321,0.9968,1.4432,1.721,1.2375,2.1368
ENSG00000008256,1.5302,1.4996,1.1885,1.2139,1.8517,2.0605,1.4041,1.7735,1.3025,1.8641
ENSG00000008277,2.2783,1.7237,5.5318,4.084,2.7096,1.8623,3.9149,2.8704,3.0741,4.5687
ENSG00000008282,1.4574,2.5106,2.3701,2.4941,2.4514,4.1956,3.6154,5.0769,3.5794,2.7081
ENSG00000008283,4.2752,2.1968,1.9122,2.5395,3.2905,0.9037,2.3221,1.4554,1.467,3.6502
ENSG00000008294,7.1414,10.3411,11.9675,10.1791,8.5343,16.4031,17.1718,18.0524,13.5755,15.0693
ENSG00000008300,2.1928,1.1882,0.8806,1.6316,2.2927,2.3418,1.6726,1.188,1.3399,2.5915
ENSG00000008311,2.0538,3.8438,2.8308,3.1235,2.2302,4.3939,4.1088,4.7417,3.5233,3.7308
ENSG00000008323,0.0684,0.1087,0.0405,0.0355,0.0496,0.0511,0.0323,0.0252,0.0396,0.0244
ENSG00000008324,0.5262,0.5225,0.3655,0.414,0.5574,0.6145,0.5123,0.4391,0.5363,0.3456
ENSG00000008382,0.602,0.4388,0.4218,0.5257,0.508,0.3936,0.462,0.5871,0.6406,0.6308
ENSG00000008394,5.7683,5.6572,19.8949,9.2296,5.7065,1.5044,6.574,2.7174,5.1123,2.5952
ENSG00000008405,1.0783,0.8717,1.1964,0.9521,1.0396,1.3828,1.0925,0.8964,0.8723,0.9171
ENSG00000008438,0.0127,0.0077,0.0031,0.0028,0.0062,0.0104,0.0098,0.016,0.0057,0.0044
ENSG00000008441,13.8818,17.0488,19.1823,10.3193,12.1858,18.1243,24.8071,37.7543,18.3083,27.4801
ENSG00000008513,3.0497,2.3711,2.4602,2.3428,1.7655,1.6631,1.3188,1.3295,1.3485,0.8326
ENSG00000008516,0.2743,0.4611,0.2883,0.2251,0.2816,0.3842,0.2241,0.2403,0.4172,0.2505
ENSG00000008517,1.3711,0.7096,0.3082,0.2397,0.3472,0.4621,0.2734,0.8501,0.4981,0.3086
ENSG00000008710,13.7001,9.5432,26.2043,17.4693,14.2072,8.3163,15.5165,8.0036,10.3583,12.8821
ENSG00000008735,10.0984,4.2261,3.3737,5.5521,7.1333,4.2028,4.4427,2.6535,3.3323,7.7272
ENSG00000008838,2.8972,2.5494,2.9512,2.8261,2.6581,2.3537,2.434,2.4412,2.6472,2.7286
ENSG00000008853,2.8113,2.4409,2.0631,2.5156,2.5036,2.1712,2.9177,2.1904,2.4456,2.88
ENSG00000008869,1.4584,1.0946,2.0263,2.301,1.6689,1.5911,1.8617,1.5349,1.3124,1.8984
ENSG00000008952,17.2116,21.6404,18.5866,13.9693,14.4788,19.0234,16.5293,23.8049,17.0526,18.8455
ENSG00000008988,12.6638,17.765,14.7139,14.0182,11.8655,15.1119,10.498,17.6294,14.5581,11.8591
ENSG00000009307,17.518,22.1471,36.0959,23.755,22.2697,21.6714,21.4214,28.9852,20.0814,21.0461
ENSG00000009335,2.2813,2.1835,2.8122,2.1843,2.2688,2.1256,2.4282,2.096,2.1201,2.0881
ENSG00000009413,2.6848,3.2301,4.7016,3.7426,2.7655,2.5917,2.9142,2.3115,2.5856,2.5176
ENSG00000009694,0.9191,0.3279,0.4109,1.2176,0.7529,0.4801,0.7337,0.3937,0.382,2.0935
ENSG00000009709,0.0097,0.0077,0.0013,0.0123,0.0146,0.0009,0.0106,0.016,0.0016,0.024
ENSG00000009724,0.09,0.1753,0.1949,0.1877,0.2497,0.2834,0.2537,0.2434,0.229,0.2083
ENSG00000009765,0.1281,0.2248,0.072,0.0564,0.0924,0.2053,0.0672,0.0943,0.111,0.0762
ENSG00000009780,0.5739,0.7914,0.6149,0.6744,0.8053,0.9935,0.8782,0.9642,0.9712,0.8708
ENSG00000009790,0.1637,0.3232,0.4216,0.695,0.5168,0.394,0.2824,0.4469,0.276,0.1762
ENSG00000009830,1.6154,1.8995,2.3611,1.345,2.2173,2.0202,2.3005,1.7726,2.2611,1.7301
